hour, t(sec), kWh,State,kWOut,kWIn,kvarOut,DCkW,kWTotalLosses,kWInvLosses,kWIdlingLosses,kWChDchLosses,kWh Chng,InvEff,InverterON,Vref,Vavg (DRC),VV Oper,VW Oper,DRC Oper,VV_DRC Oper,WP Oper,WV Oper,kWDesired,kW VW Limit,Limit kWOut Function,kVA Exceeded,
0, 900.00000, 50, -1, 0, 50.0014, -0.000634949, -50.0014, 0, 0, 0, 0, -150, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
0, 1800.00000, 62.5004, -1, 0, 49.9996, -0.0000298057, -49.9996, 0, 0, 0, 0, 12.5004, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
0, 2700.00000, 75.0003, -1, 0, 50.0001, -0.0000688199, -50.0001, 0, 0, 0, 0, 12.4999, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
1, 0.00000, 87.5003, -1, 0, 50, 5.62212E-7, -50, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
1, 900.00000, 100, -1, 0, 50, 0.0000275809, -50, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
1, 1800.00000, 112.5, -1, 0, 50, -0.0000267059, -50, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
1, 2700.00000, 125, -1, 0, 50, 7.37654E-6, -50, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
2, 0.00000, 137.5, -1, 0, 49.9999, 0.000081727, -49.9999, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
2, 900.00000, 150, -1, 0, 49.9999, 0.0000889128, -49.9999, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
2, 1800.00000, 162.5, -1, 0, 50, -0.0000180003, -50, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
2, 2700.00000, 175, -1, 0, 50.0001, -0.000122685, -50.0001, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
3, 0.00000, 187.5, -1, 0, 49.9997, 0.000195709, -49.9997, 0, 0, 0, 0, 12.5, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, -50, 9999, 50, 1
3, 900.00000, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.4997, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0
3, 1800.00000, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0
3, 2700.00000, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0
4, 0.00000, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 50, 0
