Delivery day;Period;Supply total (MWh);Supply successful (MWh);Supply unsuccessful (MWh);Demand total (MWh);Demand successful (MWh);Demand unsuccessful (MWh);Price (€/MWh);ATC SK ➝ CZ (MW);Flow SK ➝ CZ (MWh);ATC CZ ➝ SK (MW);Flow CZ ➝ SK (MWh);Price CZ (€/MWh);ATC SK ➝ HU (MW);Flow SK ➝ HU (MWh);ATC HU ➝ SK (MW);Flow HU ➝ SK (MWh);Price HU (€/MWh);ATC HU ➝ RO (MW);Flow HU ➝ RO (MWh);ATC RO ➝ HU (MW);Flow RO ➝ HU (MWh);Price RO (€/MWh),,,,,,,,,,
25.4.2021;16;925.2;724.2;201.0;704.8;702.8;2.0;7.09;1,468.0;0.0;1,632.0;1,632.0;1.00;2,000.0;1,653.4;1,600.0;0.0;7.09;842.0;555.7;758.0;0.0;7.09,,,,
25.4.2021;17;1,106.9;905.9;201.0;771.7;769.7;2.0;15.98;1,468.0;0.0;1,932.0;1,932.0;11.50;2,100.0;2,068.2;1,600.0;0.0;15.98;842.0;602.0;758.0;0.0;15.98,,,
25.4.2021;18;1,057.8;854.8;203.0;766.1;696.1;70.0;40.40;1,468.0;0.0;1,932.0;1,932.0;30.90;2,100.0;2,090.7;1,600.0;0.0;40.40;842.0;483.7;758.0;0.0;40.40,,,
25.4.2021;19;1,252.5;1,070.5;182.0;884.3;760.3;124.0;53.10;1,418.0;0.0;1,932.0;1,789.8;53.10;2,100.0;2,100.0;1,600.0;0.0;54.45;842.0;282.5;758.0;0.0;54.45,,
25.4.2021;20;1,259.0;1,056.0;203.0;896.1;649.1;247.0;65.00;1,398.0;0.0;1,932.0;1,693.1;65.00;2,100.0;2,100.0;1,600.0;0.0;66.79;842.0;341.8;758.0;0.0;66.79,,
25.4.2021;21;1,397.5;1,258.5;139.0;926.2;675.1;251.1;71.06;1,378.0;0.0;1,932.0;1,516.6;71.06;2,100.0;2,100.0;1,600.0;0.0;72.87;842.0;203.0;758.0;0.0;72.87,,
25.4.2021;22;1,299.8;1,186.2;113.6;810.4;555.0;255.4;69.10;1,468.0;0.0;1,932.0;1,323.7;69.10;2,100.0;1,954.9;1,600.0;0.0;69.10;842.0;0.0;758.0;17.1;69.10,,
25.4.2021;23;1,318.4;1,180.7;137.7;715.2;478.6;236.6;67.40;1,455.0;0.0;1,945.0;963.9;67.40;2,100.0;1,666.0;1,600.0;0.0;67.40;842.0;0.0;758.0;195.2;67.40,,,
25.4.2021;24;1,287.1;1,157.3;129.8;652.3;420.0;232.3;62.42;1,455.0;0.0;1,945.0;459.5;62.42;2,100.0;1,196.8;1,600.0;0.0;62.42;842.0;0.0;758.0;291.4;62.42,,,
26.4.2021;1;1,356.1;1,063.7;292.4;516.9;362.9;154.0;57.92;1,455.0;0.0;1,945.0;955.0;57.92;2,100.0;1,655.8;1,600.0;0.0;57.92;1,042.0;19.4;758.0;0.0;57.92,,
26.4.2021;2;1,307.2;1,086.7;220.5;479.5;333.9;145.6;54.60;1,425.0;0.0;1,945.0;789.0;54.60;2,100.0;1,541.8;1,600.0;0.0;54.60;1,042.0;0.0;758.0;16.5;54.60,,
26.4.2021;3;1,224.4;1,008.9;215.5;490.2;338.7;151.5;53.10;1,355.0;0.0;1,945.0;611.3;53.10;2,100.0;1,281.5;1,600.0;0.0;53.10;1,042.0;22.3;758.0;0.0;53.10,,
26.4.2021;4;1,336.5;1,120.9;215.6;497.0;351.3;145.7;51.38;1,355.0;0.0;1,945.0;654.7;51.38;2,100.0;1,424.3;1,600.0;0.0;51.38;1,042.0;98.8;758.0;0.0;51.38,,
26.4.2021;5;1,308.4;1,085.6;222.8;567.4;421.5;145.9;53.00;1,445.0;0.0;1,945.0;1,024.9;53.00;2,100.0;1,689.0;1,600.0;0.0;53.00;1,042.0;319.8;758.0;0.0;53.00,
26.4.2021;6;1,316.3;1,131.6;184.7;664.0;512.7;151.3;59.50;1,455.0;0.0;1,945.0;1,105.9;59.50;2,100.0;1,724.8;1,600.0;0.0;59.50;1,042.0;315.6;758.0;0.0;59.50,
26.4.2021;7;1,275.8;1,096.7;179.1;903.5;754.0;149.5;73.00;1,455.0;0.0;1,945.0;1,009.8;73.00;2,100.0;1,352.5;1,600.0;0.0;73.00;1,052.0;204.3;748.0;0.0;73.00,
26.4.2021;8;1,562.7;1,549.6;13.1;1,054.5;898.8;155.7;81.50;1,468.0;0.0;1,932.0;949.2;81.50;1,600.0;1,600.0;1,600.0;0.0;81.93;1,052.0;385.7;748.0;0.0;81.93,
26.4.2021;9;1,579.2;1,576.1;3.1;1,012.9;854.0;158.9;81.50;1,418.0;0.0;1,932.0;877.9;81.50;1,600.0;1,600.0;1,600.0;0.0;83.76;1,052.0;380.7;748.0;0.0;83.76,
26.4.2021;10;1,380.5;1,168.4;212.1;1,042.4;886.5;155.9;71.93;1,468.0;0.0;1,932.0;1,184.7;71.93;1,600.0;1,466.6;1,600.0;0.0;71.93;1,052.0;214.5;748.0;0.0;71.93
26.4.2021;11;1,210.0;982.9;227.1;971.8;813.9;157.9;61.08;1,468.0;0.0;1,932.0;1,431.0;61.08;1,600.0;1,600.0;1,600.0;0.0;64.40;1,052.0;322.5;748.0;0.0;64.40,,
26.4.2021;12;1,160.3;953.2;207.1;1,013.5;861.6;151.9;60.00;1,468.0;0.0;1,932.0;1,468.9;60.00;1,600.0;1,560.5;1,600.0;0.0;60.00;1,052.0;72.1;748.0;0.0;60.00,
26.4.2021;13;1,144.1;937.0;207.1;1,004.8;859.6;145.2;56.00;1,468.0;0.0;1,932.0;1,522.6;56.00;1,600.0;1,600.0;1,600.0;0.0;61.96;1,052.0;0.0;748.0;30.1;61.96,
26.4.2021;14;1,131.4;922.3;209.1;964.8;828.8;136.0;53.95;1,468.0;0.0;1,932.0;1,506.5;53.95;1,600.0;1,600.0;1,600.0;0.0;58.57;1,052.0;16.8;748.0;0.0;58.57,,
26.4.2021;15;1,120.1;907.0;213.1;928.5;791.5;137.0;51.53;1,468.0;0.0;1,932.0;1,484.5;51.53;1,600.0;1,600.0;1,600.0;0.0;58.27;1,052.0;0.0;748.0;27.1;58.27,,
26.4.2021;16;1,082.7;874.6;208.1;832.3;695.3;137.0;52.76;1,468.0;0.0;1,932.0;1,420.7;52.76;1,600.0;1,600.0;1,600.0;0.0;62.14;1,052.0;0.0;748.0;57.2;62.14,,
26.4.2021;17;1,036.9;829.8;207.1;841.0;696.3;144.7;55.03;1,468.0;0.0;1,932.0;1,466.5;55.03;1,600.0;1,600.0;1,600.0;0.0;65.08;1,052.0;0.0;748.0;187.7;65.08,,
26.4.2021;18;997.6;837.5;160.1;832.9;689.4;143.5;63.61;1,468.0;0.0;1,932.0;1,451.9;63.61;1,600.0;1,600.0;1,600.0;0.0;69.07;1,052.0;0.0;748.0;338.4;69.07,,,
26.4.2021;19;1,119.3;1,112.2;7.1;908.7;737.1;171.6;73.50;1,408.0;0.0;1,932.0;1,224.9;73.50;1,600.0;1,600.0;1,600.0;0.0;79.32;1,052.0;0.0;748.0;274.8;79.32,
26.4.2021;20;1,251.1;1,246.0;5.1;962.2;782.0;180.2;83.00;1,468.0;0.0;1,932.0;1,136.0;83.00;1,600.0;1,600.0;1,600.0;0.0;86.91;1,052.0;0.0;748.0;83.7;86.91,
26.4.2021;21;1,412.7;1,412.6;0.1;1,145.7;970.0;175.7;84.00;1,468.0;0.0;1,932.0;1,157.4;84.00;1,600.0;1,600.0;1,600.0;0.0;85.93;1,052.0;0.0;748.0;159.1;85.93
26.4.2021;22;1,292.9;1,124.8;168.1;956.9;803.0;153.9;75.88;1,468.0;0.0;1,932.0;1,011.5;75.88;1,600.0;1,333.3;1,600.0;0.0;75.88;1,052.0;0.0;748.0;600.1;75.88,
26.4.2021;23;1,304.4;974.3;330.1;824.9;668.8;156.1;71.50;1,455.0;0.0;1,945.0;975.0;71.50;1,600.0;1,280.5;1,600.0;0.0;71.50;1,042.0;0.0;758.0;665.1;71.50,,,
26.4.2021;24;1,217.8;889.7;328.1;740.3;589.8;150.5;64.25;1,455.0;0.0;1,945.0;748.1;64.25;1,600.0;1,048.0;1,600.0;0.0;64.25;1,042.0;0.0;758.0;758.0;61.03,,,
27.4.2021;1;1,107.5;864.5;243.0;717.6;572.5;145.1;60.78;1,455.0;0.0;1,945.0;869.2;60.78;1,600.0;1,161.2;1,600.0;0.0;60.78;1,042.0;0.0;758.0;758.0;57.66,,,
27.4.2021;2;1,176.1;952.8;223.3;640.1;500.7;139.4;56.51;1,455.0;0.0;1,945.0;599.0;56.51;1,600.0;1,051.1;1,600.0;0.0;56.51;1,042.0;0.0;758.0;758.0;50.75,,,
27.4.2021;3;1,114.0;895.7;218.3;676.7;539.8;136.9;57.08;1,455.0;0.0;1,945.0;239.4;57.08;1,600.0;595.3;1,600.0;0.0;57.08;1,042.0;0.0;758.0;758.0;51.29,,,,
27.4.2021;4;1,120.5;902.2;218.3;687.1;548.2;138.9;55.52;1,445.0;0.0;1,915.0;173.0;55.52;1,600.0;527.0;1,600.0;0.0;55.52;1,042.0;0.0;758.0;758.0;52.78,,,,
27.4.2021;5;1,182.2;961.5;220.7;746.9;605.2;141.7;56.51;1,455.0;0.0;1,915.0;331.8;56.51;1,600.0;688.1;1,600.0;0.0;56.51;1,042.0;0.0;758.0;612.8;56.51,,,,
27.4.2021;6;1,194.9;893.8;301.1;863.8;715.1;148.7;60.63;1,455.0;0.0;1,945.0;643.0;60.63;1,600.0;821.7;1,600.0;0.0;60.63;1,042.0;0.0;758.0;510.6;60.63,,,,
27.4.2021;7;1,129.4;919.3;210.1;974.1;824.6;149.5;74.00;1,455.0;0.0;1,945.0;657.9;74.00;1,600.0;752.6;1,600.0;0.0;74.00;1,052.0;0.0;748.0;376.6;74.00,,,,
27.4.2021;8;1,270.0;1,255.9;14.1;1,075.2;918.7;156.5;82.18;1,468.0;0.0;1,932.0;859.8;82.18;1,600.0;1,197.0;1,600.0;0.0;82.18;1,052.0;0.0;748.0;102.0;82.18,
27.4.2021;9;1,386.8;1,372.7;14.1;1,034.4;881.4;153.0;83.53;1,468.0;0.0;1,932.0;959.4;83.53;1,600.0;1,450.7;1,600.0;0.0;83.53;1,052.0;201.6;748.0;0.0;83.53,
27.4.2021;10;1,223.9;1,068.8;155.1;1,059.7;908.7;151.0;74.64;1,468.0;0.0;1,932.0;1,439.9;74.64;1,600.0;1,600.0;1,600.0;0.0;74.97;1,052.0;313.1;748.0;0.0;74.97
27.4.2021;11;1,215.7;1,134.6;81.1;1,016.9;838.9;178.0;67.54;1,468.0;0.0;1,932.0;1,304.3;67.54;1,600.0;1,600.0;1,600.0;0.0;73.60;1,052.0;351.8;748.0;0.0;73.60
27.4.2021;12;1,154.0;1,079.9;74.1;1,058.6;905.1;153.5;67.82;1,468.0;0.0;1,932.0;1,425.2;67.82;1,600.0;1,600.0;1,600.0;0.0;68.00;1,052.0;287.0;748.0;0.0;68.00
27.4.2021;13;1,150.2;1,083.1;67.1;1,031.6;885.1;146.5;66.07;1,468.0;0.0;1,932.0;1,402.0;66.07;1,600.0;1,600.0;1,600.0;0.0;69.06;1,052.0;260.6;748.0;0.0;69.06
27.4.2021;14;1,137.6;983.5;154.1;1,011.1;865.7;145.4;62.80;1,468.0;0.0;1,932.0;1,482.2;62.80;1,600.0;1,600.0;1,600.0;0.0;65.54;1,052.0;225.2;748.0;0.0;65.54,
27.4.2021;15;1,075.7;914.6;161.1;1,067.7;818.7;249.0;64.01;1,408.0;0.0;1,932.0;1,504.1;64.01;1,600.0;1,600.0;1,600.0;0.0;65.05;1,052.0;107.0;748.0;0.0;65.05,
27.4.2021;16;1,026.2;872.1;154.1;979.0;739.5;239.5;59.47;1,468.0;0.0;1,932.0;1,467.4;59.47;1,600.0;1,600.0;1,600.0;0.0;63.44;1,052.0;80.3;748.0;0.0;63.44,,
27.4.2021;17;980.2;815.1;165.1;880.2;726.7;153.5;64.41;1,468.0;0.0;1,932.0;1,484.8;64.41;1,600.0;1,573.2;1,600.0;0.0;64.41;1,052.0;0.0;748.0;2.0;64.41,,,
27.4.2021;18;884.8;849.7;35.1;901.9;752.9;149.0;67.43;1,468.0;0.0;1,932.0;1,130.6;67.43;1,600.0;1,227.4;1,600.0;0.0;67.43;1,052.0;0.0;748.0;235.4;67.43,,,
27.4.2021;19;916.1;822.0;94.1;911.6;768.7;142.9;72.96;1,468.0;0.0;1,932.0;1,191.1;72.96;1,600.0;1,244.4;1,600.0;0.0;72.96;1,052.0;0.0;748.0;392.8;72.96,,,
27.4.2021;20;1,007.6;907.5;100.1;919.3;770.6;148.7;80.54;1,468.0;0.0;1,932.0;1,046.1;80.54;1,600.0;1,183.0;1,600.0;0.0;80.54;1,052.0;0.0;748.0;276.1;80.54,,
27.4.2021;21;1,016.1;1,006.0;10.1;1,108.3;951.7;156.6;80.48;1,418.0;0.0;1,932.0;1,329.7;80.48;1,600.0;1,384.0;1,600.0;0.0;80.48;1,052.0;0.0;748.0;302.8;80.48
27.4.2021;22;1,051.9;935.8;116.1;930.6;786.3;144.3;73.09;1,418.0;0.0;1,932.0;1,078.8;73.09;1,600.0;1,228.3;1,600.0;0.0;73.09;1,052.0;0.0;748.0;349.8;73.09,,
27.4.2021;23;1,142.4;887.3;255.1;856.4;713.9;142.5;68.50;1,355.0;0.0;1,945.0;956.9;68.50;1,600.0;1,130.3;1,600.0;0.0;68.50;1,042.0;0.0;758.0;311.3;68.50,,,
27.4.2021;24;1,116.3;843.2;273.1;766.3;620.7;145.6;58.52;1,355.0;0.0;1,945.0;931.9;58.52;1,600.0;1,154.4;1,600.0;0.0;58.52;1,042.0;0.0;758.0;635.1;58.52,,,
28.4.2021;1;922.2;790.2;132.0;640.6;496.5;144.1;55.52;1,455.0;0.0;1,945.0;216.1;55.52;1,600.0;509.8;1,600.0;0.0;55.52;1,042.0;0.0;758.0;758.0;46.51,,,,,
28.4.2021;2;985.0;864.7;120.3;592.8;449.4;143.4;54.39;1,455.0;182.8;1,945.0;0.0;54.39;1,600.0;232.5;1,600.0;0.0;54.39;1,042.0;0.0;758.0;758.0;43.67,,,,,
28.4.2021;3;1,010.8;894.5;116.3;615.5;472.1;143.4;54.21;1,455.0;228.9;1,905.0;0.0;54.21;1,600.0;193.5;1,600.0;0.0;54.21;1,042.0;0.0;758.0;758.0;40.42,,,,
28.4.2021;4;1,024.3;908.0;116.3;615.3;472.9;142.4;53.21;1,455.0;308.8;1,945.0;0.0;53.21;1,600.0;126.3;1,600.0;0.0;53.21;1,042.0;0.0;758.0;758.0;43.67,,,,
28.4.2021;5;1,014.9;893.3;121.6;691.8;545.1;146.7;55.00;1,455.0;119.6;1,945.0;0.0;55.00;1,600.0;228.6;1,600.0;0.0;55.00;1,042.0;0.0;758.0;758.0;46.81,,,,
28.4.2021;6;952.1;832.1;120.0;815.9;672.8;143.1;57.00;1,455.0;0.0;1,945.0;144.9;57.00;1,600.0;304.2;1,600.0;0.0;57.00;1,042.0;0.0;758.0;758.0;54.50,,,,,
28.4.2021;7;991.7;859.7;132.0;1,019.3;794.4;224.9;74.21;1,455.0;0.0;1,945.0;491.0;74.21;1,600.0;556.3;1,600.0;0.0;74.21;1,052.0;0.0;748.0;748.0;68.09,,,,
28.4.2021;8;1,166.3;1,163.3;3.0;1,086.3;911.1;175.2;80.00;1,468.0;0.0;1,932.0;343.3;80.00;1,600.0;595.5;1,600.0;0.0;80.00;1,052.0;0.0;748.0;732.9;80.00,,
28.4.2021;9;1,208.9;1,105.9;103.0;1,067.9;863.8;204.1;82.01;1,408.0;0.0;1,932.0;586.5;82.01;1,600.0;828.6;1,600.0;0.0;82.01;1,052.0;0.0;748.0;439.6;82.01,,
28.4.2021;10;1,111.3;1,015.3;96.0;1,062.2;908.3;153.9;70.77;1,468.0;0.0;1,932.0;1,320.7;70.77;1,600.0;1,427.7;1,600.0;0.0;70.77;1,052.0;64.2;748.0;0.0;70.77
28.4.2021;11;1,071.8;907.8;164.0;991.9;843.0;148.9;62.30;1,468.0;0.0;1,932.0;1,535.2;62.30;1,600.0;1,600.0;1,600.0;0.0;65.10;1,052.0;62.2;748.0;0.0;65.10,,
28.4.2021;12;996.8;914.8;82.0;1,093.5;875.5;218.0;65.00;1,468.0;0.0;1,932.0;1,560.7;65.00;1,600.0;1,600.0;1,600.0;0.0;65.08;1,052.0;0.0;748.0;94.1;65.08,,
28.4.2021;13;1,015.8;910.8;105.0;1,070.1;846.1;224.0;65.41;1,468.0;0.0;1,932.0;1,216.3;65.41;1,600.0;1,281.0;1,600.0;0.0;65.41;1,052.0;0.0;748.0;155.3;65.41,
28.4.2021;14;957.5;894.5;63.0;1,031.1;860.1;171.0;59.99;1,468.0;0.0;1,932.0;1,362.3;59.99;1,600.0;1,396.7;1,600.0;0.0;59.99;1,052.0;0.0;748.0;133.6;59.99,,
28.4.2021;15;964.1;871.8;92.3;937.9;794.9;143.0;55.00;1,468.0;0.0;1,932.0;1,523.1;55.00;1,600.0;1,600.0;1,600.0;0.0;56.46;1,052.0;0.0;748.0;159.5;56.46,,,
28.4.2021;16;916.4;850.4;66.0;904.6;731.6;173.0;59.00;1,468.0;0.0;1,932.0;1,292.6;59.00;1,600.0;1,411.4;1,600.0;0.0;59.00;1,052.0;0.0;748.0;266.2;59.00,,,
28.4.2021;17;866.7;789.7;77.0;870.7;727.7;143.0;62.28;1,468.0;0.0;1,932.0;1,111.9;62.28;1,600.0;1,173.9;1,600.0;0.0;62.28;1,052.0;0.0;748.0;438.8;62.28,,,
28.4.2021;18;972.6;847.6;125.0;864.8;692.2;172.6;65.51;1,468.0;0.0;1,932.0;995.1;65.51;1,600.0;1,150.5;1,600.0;0.0;65.51;1,052.0;0.0;748.0;467.6;65.51,,,,
28.4.2021;19;1,071.0;968.0;103.0;890.2;744.1;146.1;73.33;1,468.0;0.0;1,932.0;836.0;73.33;1,600.0;1,059.9;1,600.0;0.0;73.33;1,052.0;0.0;748.0;609.8;73.33,,,
28.4.2021;20;1,034.2;963.2;71.0;954.4;758.6;195.8;79.90;1,468.0;0.0;1,932.0;1,031.2;79.90;2,100.0;1,235.8;1,600.0;0.0;79.90;1,052.0;0.0;748.0;362.6;79.90,,
28.4.2021;21;1,114.0;990.4;123.6;1,137.1;928.0;209.1;79.40;1,468.0;0.0;1,932.0;1,464.9;79.40;2,100.0;1,527.3;1,600.0;0.0;79.40;1,052.0;0.0;748.0;249.7;79.40,
28.4.2021;22;1,134.0;967.0;167.0;932.1;781.3;150.8;70.00;1,468.0;0.0;1,932.0;785.9;70.00;2,100.0;971.6;1,600.0;0.0;70.00;1,052.0;0.0;748.0;606.8;70.00,,,,
28.4.2021;23;1,122.8;919.8;203.0;873.7;726.2;147.5;66.82;1,455.0;0.0;1,945.0;995.4;66.82;2,100.0;1,189.0;1,600.0;0.0;66.82;1,042.0;0.0;758.0;480.8;66.82,,,
28.4.2021;24;1,009.9;813.9;196.0;745.1;601.1;144.0;58.42;1,455.0;0.0;1,905.0;972.6;58.42;2,100.0;1,185.4;1,600.0;0.0;58.42;1,042.0;0.0;758.0;701.2;58.42,,,
29.4.2021;1;1,267.6;853.6;414.0;643.1;514.0;129.1;58.10;1,455.0;0.0;1,945.0;1,121.7;58.10;2,100.0;1,461.3;1,600.0;0.0;58.10;1,042.0;0.0;758.0;530.3;58.10,,
29.4.2021;2;1,255.0;917.7;337.3;584.0;434.6;149.4;56.33;1,455.0;0.0;1,945.0;824.9;56.33;2,100.0;1,308.0;1,600.0;0.0;56.33;1,042.0;0.0;758.0;438.7;56.33,,,
29.4.2021;3;1,272.1;962.8;309.3;616.0;466.0;150.0;55.15;1,455.0;0.0;1,945.0;630.2;55.15;2,100.0;1,127.0;1,600.0;0.0;55.15;1,042.0;0.0;758.0;450.0;55.15,,,
29.4.2021;4;1,277.2;967.9;309.3;616.7;466.3;150.4;54.71;1,455.0;0.0;1,945.0;365.3;54.71;2,100.0;866.9;1,600.0;0.0;54.71;1,042.0;0.0;758.0;435.1;54.71,,,,
29.4.2021;5;1,241.2;930.6;310.6;663.3;513.7;149.6;54.83;1,455.0;0.0;1,945.0;543.7;54.83;2,100.0;960.6;1,600.0;0.0;54.83;1,042.0;0.0;758.0;234.3;54.83,,,,
29.4.2021;6;1,252.1;961.1;291.0;725.9;601.9;124.0;56.99;1,455.0;0.0;1,945.0;1,119.4;56.99;2,100.0;1,478.6;1,600.0;0.0;56.99;1,042.0;0.0;758.0;153.9;56.99,,
29.4.2021;7;1,192.1;909.0;283.1;933.8;797.3;136.5;68.80;1,395.0;0.0;1,945.0;1,144.2;68.80;2,100.0;1,255.9;1,600.0;0.0;68.80;1,052.0;0.0;748.0;309.0;68.80,,
29.4.2021;8;1,318.3;1,285.3;33.0;1,152.5;895.5;257.0;80.20;1,418.0;0.0;1,932.0;1,004.6;80.20;2,100.0;1,394.4;1,600.0;0.0;80.20;1,052.0;0.0;748.0;17.6;80.20
29.4.2021;9;1,165.4;1,162.4;3.0;1,127.3;819.2;308.1;83.72;1,458.0;0.0;1,932.0;1,079.0;83.72;2,100.0;1,422.2;1,600.0;0.0;83.72;1,052.0;130.2;748.0;0.0;83.72
29.4.2021;10;1,105.7;909.7;196.0;1,193.1;899.3;293.8;77.00;1,468.0;0.0;1,932.0;987.3;77.00;2,100.0;997.7;1,600.0;0.0;77.00;1,052.0;93.1;748.0;0.0;77.00,,,
29.4.2021;11;1,027.6;801.6;226.0;1,040.0;782.5;257.5;65.98;1,468.0;0.0;1,932.0;1,458.0;65.98;2,100.0;1,477.1;1,600.0;0.0;65.98;1,052.0;232.1;748.0;0.0;65.98,
29.4.2021;12;978.3;668.3;310.0;1,125.1;876.2;248.9;65.58;1,468.0;0.0;1,932.0;1,697.5;65.58;2,100.0;1,489.6;1,600.0;0.0;65.58;1,052.0;192.3;748.0;0.0;65.58,,
29.4.2021;13;949.0;672.7;276.3;1,094.6;841.6;253.0;65.40;1,468.0;0.0;1,932.0;1,584.9;65.40;2,100.0;1,416.0;1,600.0;0.0;65.40;1,052.0;130.4;748.0;0.0;65.40,,
29.4.2021;14;946.2;656.2;290.0;1,046.2;787.3;258.9;66.60;1,468.0;0.0;1,932.0;1,246.7;66.60;2,100.0;1,115.6;1,600.0;0.0;66.60;1,052.0;0.0;748.0;77.4;66.60,,
29.4.2021;15;882.9;770.9;112.0;1,000.7;749.2;251.5;65.06;1,468.0;0.0;1,932.0;1,106.1;65.06;2,100.0;1,127.8;1,600.0;0.0;65.06;1,052.0;0.0;748.0;153.0;65.06,,
29.4.2021;16;944.7;873.7;71.0;991.6;708.3;283.3;66.67;1,468.0;0.0;1,932.0;845.2;66.67;2,100.0;1,010.6;1,600.0;0.0;66.67;1,052.0;0.0;748.0;258.2;66.67,,,,
29.4.2021;17;1,016.6;724.6;292.0;994.2;721.2;273.0;65.40;1,468.0;0.0;1,932.0;1,150.3;65.40;2,100.0;1,153.7;1,600.0;0.0;65.40;1,052.0;0.0;748.0;279.1;65.40,,
29.4.2021;18;1,131.9;927.9;204.0;904.0;652.1;251.9;63.95;1,468.0;0.0;1,932.0;1,290.6;63.95;2,100.0;1,566.4;1,600.0;0.0;63.95;1,052.0;0.0;748.0;336.8;63.95,,
29.4.2021;19;1,062.7;838.7;224.0;957.3;714.4;242.9;67.19;1,468.0;0.0;1,932.0;1,468.5;67.19;2,100.0;1,592.8;1,600.0;0.0;67.19;1,052.0;0.0;748.0;260.0;67.19,,
29.4.2021;20;1,056.9;938.9;118.0;1,015.0;759.1;255.9;75.94;1,468.0;0.0;1,932.0;1,453.3;75.94;2,100.0;1,633.1;1,600.0;0.0;75.94;1,052.0;0.0;748.0;324.1;75.94,
29.4.2021;21;1,162.3;1,046.3;116.0;1,187.9;927.0;260.9;77.87;1,468.0;0.0;1,932.0;1,559.4;77.87;2,100.0;1,678.7;1,600.0;0.0;77.87;1,052.0;0.0;748.0;401.8;77.87
29.4.2021;22;1,226.1;1,028.1;198.0;1,032.9;778.4;254.5;70.95;1,468.0;0.0;1,932.0;1,156.5;70.95;2,100.0;1,406.2;1,600.0;0.0;70.95;1,052.0;0.0;748.0;625.2;70.95
29.4.2021;23;1,244.6;942.6;302.0;885.1;633.6;251.5;69.43;1,455.0;0.0;1,945.0;1,117.3;69.43;2,100.0;1,426.3;1,600.0;0.0;69.43;1,042.0;0.0;758.0;460.4;69.43,,
29.4.2021;24;1,217.0;948.0;269.0;691.0;552.9;138.1;61.65;1,455.0;0.0;1,945.0;1,187.8;61.65;2,100.0;1,582.9;1,600.0;0.0;61.65;1,042.0;0.0;758.0;276.7;61.65,,
30.4.2021;1;1,346.6;993.6;353.0;603.2;472.1;131.1;58.88;1,455.0;0.0;1,945.0;725.5;58.88;2,100.0;1,247.0;1,600.0;0.0;58.88;1,051.0;0.0;749.0;454.6;58.88,,,
30.4.2021;2;1,231.2;869.9;361.3;551.6;397.3;154.3;56.20;1,445.0;0.0;1,945.0;278.5;56.20;2,100.0;751.1;1,600.0;0.0;56.20;1,051.0;0.0;749.0;392.3;56.20,,,,
30.4.2021;3;1,168.4;809.2;359.2;593.3;441.5;151.8;55.73;1,455.0;0.0;1,945.0;295.4;55.73;2,100.0;663.1;1,600.0;0.0;55.73;1,051.0;0.0;749.0;370.7;55.73,,,,
30.4.2021;4;1,182.7;823.4;359.3;594.4;443.0;151.4;55.82;1,455.0;0.0;1,945.0;344.3;55.82;2,100.0;724.7;1,600.0;0.0;55.82;1,051.0;0.0;749.0;311.6;55.82,,,,
30.4.2021;5;1,166.6;807.2;359.4;639.9;488.5;151.4;56.98;1,455.0;0.0;1,945.0;341.9;56.98;2,100.0;660.6;1,600.0;0.0;56.98;1,051.0;0.0;749.0;275.8;56.98,,,,
30.4.2021;6;1,312.8;966.8;346.0;707.1;572.1;135.0;58.85;1,455.0;0.0;1,945.0;282.2;58.85;2,100.0;676.9;1,600.0;0.0;58.85;1,051.0;0.0;749.0;282.1;58.85,,,,
30.4.2021;7;1,323.1;996.1;327.0;903.2;776.2;127.0;70.49;1,405.0;79.4;1,945.0;0.0;70.49;2,100.0;140.5;1,600.0;0.0;70.49;1,061.0;0.0;739.0;739.0;64.01,,,,
30.4.2021;8;1,414.8;1,411.8;3.0;1,021.6;886.5;135.1;82.50;1,388.0;0.0;1,932.0;40.5;82.50;2,100.0;565.8;1,600.0;0.0;82.50;1,061.0;0.0;739.0;739.0;70.00,,
30.4.2021;9;1,187.6;1,184.6;3.0;966.3;799.2;167.1;88.10;1,398.0;0.0;1,932.0;142.9;88.10;2,100.0;528.3;1,600.0;0.0;88.10;1,061.0;0.0;739.0;739.0;71.98,,,
30.4.2021;10;1,227.4;1,219.4;8.0;1,001.5;866.4;135.1;80.03;1,468.0;13.8;1,932.0;0.0;80.03;2,100.0;339.2;1,600.0;0.0;80.03;1,061.0;0.0;739.0;739.0;70.00,,
30.4.2021;11;1,149.3;1,133.3;16.0;943.5;809.6;133.9;73.38;1,378.0;3.1;1,932.0;0.0;73.38;2,100.0;320.6;1,600.0;0.0;73.38;1,061.0;0.0;739.0;739.0;65.57,,,
30.4.2021;12;1,171.3;1,062.3;109.0;983.6;850.3;133.3;70.47;1,468.0;0.0;1,932.0;237.9;70.47;2,100.0;449.9;1,600.0;0.0;70.47;1,061.0;0.0;739.0;739.0;65.03,,,
30.4.2021;13;1,110.0;1,001.0;109.0;998.7;819.7;179.0;65.23;1,468.0;0.0;1,932.0;497.7;65.23;2,100.0;679.0;1,600.0;0.0;65.23;1,061.0;0.0;739.0;739.0;64.58,,,
30.4.2021;14;1,150.5;981.5;169.0;940.3;756.4;183.9;61.50;1,398.0;0.0;1,932.0;500.4;61.50;2,100.0;725.5;1,600.0;0.0;61.50;1,061.0;0.0;739.0;739.0;60.28,,,,
