date_1,value_1,date_2,value_2,sum
2018-01-01 00:00:00,85.19999999999999,2018-01-01 00:00:00,2623.0,2708.2
2018-01-01 00:15:00,306.06,2018-01-01 00:15:00,2633.0,2939.06
2018-01-01 00:30:00,305.67,2018-01-01 00:30:00,2618.0,2923.67
2018-01-01 00:45:00,305.28000000000003,2018-01-01 00:45:00,2609.0,2914.28
2018-01-01 01:00:00,306.06,2018-01-01 01:00:00,2648.0,2954.06
2018-01-01 01:15:00,305.46,2018-01-01 01:15:00,2643.0,2948.46
2018-01-01 01:30:00,304.26,2018-01-01 01:30:00,2622.0,2926.26
2018-01-01 01:45:00,303.78000000000003,2018-01-01 01:45:00,2614.0,2917.78
2018-01-01 02:00:00,303.36,2018-01-01 02:00:00,2612.0,2915.36
2018-01-01 02:15:00,302.04,2018-01-01 02:15:00,2608.0,2910.04
2018-01-01 02:30:00,303.24,2018-01-01 02:30:00,2610.0,2913.24
2018-01-01 02:45:00,311.88,2018-01-01 02:45:00,2642.0,2953.88
2018-01-01 03:00:00,310.74,2018-01-01 03:00:00,2639.0,2949.74
2018-01-01 03:15:00,311.21999999999997,2018-01-01 03:15:00,2615.0,2926.22
2018-01-01 03:30:00,310.56,2018-01-01 03:30:00,2610.0,2920.56
2018-01-01 03:45:00,310.32,2018-01-01 03:45:00,2606.0,2916.32
2018-01-01 04:00:00,310.32,2018-01-01 04:00:00,2602.0,2912.32
2018-01-01 04:15:00,308.76,2018-01-01 04:15:00,2610.0,2918.76
2018-01-01 04:30:00,309.65999999999997,2018-01-01 04:30:00,2636.0,2945.66
2018-01-01 04:45:00,309.24,2018-01-01 04:45:00,2642.0,2951.24
2018-01-01 05:00:00,309.48,2018-01-01 05:00:00,2613.0,2922.48
2018-01-01 05:15:00,308.52,2018-01-01 05:15:00,2601.0,2909.52
2018-01-01 05:30:00,308.82,2018-01-01 05:30:00,2622.0,2930.82
2018-01-01 05:45:00,308.46,2018-01-01 05:45:00,2625.0,2933.46
2018-01-01 06:00:00,308.70000000000005,2018-01-01 06:00:00,2637.0,2945.7
2018-01-01 06:15:00,308.21999999999997,2018-01-01 06:15:00,2688.0,2996.22
2018-01-01 06:30:00,307.56,2018-01-01 06:30:00,2720.0,3027.56
2018-01-01 06:45:00,307.56,2018-01-01 06:45:00,2729.0,3036.56
2018-01-01 07:00:00,306.78000000000003,2018-01-01 07:00:00,2691.0,2997.78
2018-01-01 07:15:00,306.6,2018-01-01 07:15:00,2668.0,2974.6
2018-01-01 07:30:00,307.14,2018-01-01 07:30:00,2673.0,2980.14
2018-01-01 07:45:00,306.0,2018-01-01 07:45:00,1381.0,1687.0
2018-01-01 08:00:00,306.24,2018-01-01 08:00:00,1653.0,1959.24
2018-01-01 08:15:00,304.98,2018-01-01 08:15:00,1376.0,1680.98
2018-01-01 08:30:00,297.18,2018-01-01 08:30:00,2567.0,2864.18
2018-01-01 08:45:00,313.86,2018-01-01 08:45:00,2703.0,3016.86
2018-01-01 09:00:00,312.24,2018-01-01 09:00:00,2667.0,2979.24
2018-01-01 09:15:00,311.28000000000003,2018-01-01 09:15:00,2622.0,2933.28
2018-01-01 09:30:00,310.92,2018-01-01 09:30:00,2690.0,3000.92
2018-01-01 09:45:00,311.46,2018-01-01 09:45:00,2708.0,3019.46
2018-01-01 10:00:00,310.38,2018-01-01 10:00:00,2712.0,3022.38
2018-01-01 10:15:00,310.74,2018-01-01 10:15:00,2691.0,3001.74
2018-01-01 10:30:00,310.38,2018-01-01 10:30:00,2672.0,2982.38
2018-01-01 10:45:00,309.24,2018-01-01 10:45:00,2682.0,2991.24
2018-01-01 11:00:00,309.65999999999997,2018-01-01 11:00:00,2719.0,3028.66
2018-01-01 11:15:00,310.14,2018-01-01 11:15:00,2712.0,3022.14
2018-01-01 11:30:00,308.4,2018-01-01 11:30:00,2719.0,3027.4
2018-01-01 11:45:00,309.48,2018-01-01 11:45:00,2725.0,3034.48
2018-01-01 12:00:00,310.02,2018-01-01 12:00:00,2717.0,3027.02
2018-01-01 12:15:00,308.52,2018-01-01 12:15:00,2721.0,3029.52
2018-01-01 12:30:00,311.04,2018-01-01 12:30:00,2728.0,3039.04
2018-01-01 12:45:00,310.74,2018-01-01 12:45:00,2733.0,3043.74
2018-01-01 13:00:00,310.79999999999995,2018-01-01 13:00:00,2740.0,3050.8
2018-01-01 13:15:00,310.44,2018-01-01 13:15:00,2749.0,3059.44
2018-01-01 13:30:00,309.54,2018-01-01 13:30:00,2751.0,3060.54
2018-01-01 13:45:00,309.6,2018-01-01 13:45:00,2704.0,3013.6
2018-01-01 14:00:00,309.65999999999997,2018-01-01 14:00:00,2674.0,2983.66
2018-01-01 14:15:00,309.24,2018-01-01 14:15:00,2685.0,2994.24
2018-01-01 14:30:00,308.76,2018-01-01 14:30:00,2696.0,3004.76
2018-01-01 14:45:00,307.92,2018-01-01 14:45:00,2706.0,3013.92
2018-01-01 15:00:00,307.98,2018-01-01 15:00:00,2715.0,3022.98
2018-01-01 15:15:00,307.56,2018-01-01 15:15:00,2711.0,3018.56
2018-01-01 15:30:00,307.74,2018-01-01 15:30:00,2663.0,2970.74
2018-01-01 15:45:00,307.38,2018-01-01 15:45:00,2665.0,2972.38
2018-01-01 16:00:00,306.54,2018-01-01 16:00:00,2686.0,2992.54
2018-01-01 16:15:00,306.84000000000003,2018-01-01 16:15:00,2695.0,3001.84
2018-01-01 16:30:00,305.46,2018-01-01 16:30:00,2658.0,2963.46
2018-01-01 16:45:00,305.46,2018-01-01 16:45:00,2604.0,2909.46
2018-01-01 17:00:00,305.76,2018-01-01 17:00:00,2633.0,2938.76
2018-01-01 17:15:00,305.28000000000003,2018-01-01 17:15:00,2651.0,2956.28
2018-01-01 17:30:00,304.32,2018-01-01 17:30:00,2657.0,2961.32
2018-01-01 17:45:00,304.44,2018-01-01 17:45:00,2632.0,2936.44
2018-01-01 18:00:00,303.48,2018-01-01 18:00:00,2613.0,2916.48
2018-01-01 18:15:00,303.24,2018-01-01 18:15:00,2631.0,2934.24
2018-01-01 18:30:00,303.0,2018-01-01 18:30:00,2643.0,2946.0
2018-01-01 18:45:00,303.18,2018-01-01 18:45:00,2648.0,2951.18
2018-01-01 19:00:00,302.52,2018-01-01 19:00:00,2644.0,2946.52
2018-01-01 19:15:00,301.98,2018-01-01 19:15:00,2614.0,2915.98
2018-01-01 19:30:00,301.5,2018-01-01 19:30:00,2618.0,2919.5
2018-01-01 19:45:00,301.08,2018-01-01 19:45:00,2632.0,2933.08
2018-01-01 20:00:00,301.62,2018-01-01 20:00:00,2650.0,2951.62
2018-01-01 20:15:00,300.96,2018-01-01 20:15:00,2668.0,2968.96
2018-01-01 20:30:00,293.52,2018-01-01 20:30:00,2643.0,2936.52
2018-01-01 20:45:00,313.98,2018-01-01 20:45:00,2632.0,2945.98
2018-01-01 21:00:00,313.92,2018-01-01 21:00:00,2632.0,2945.92
2018-01-01 21:15:00,312.29999999999995,2018-01-01 21:15:00,2653.0,2965.3
2018-01-01 21:30:00,312.12,2018-01-01 21:30:00,2663.0,2975.12
2018-01-01 21:45:00,311.76,2018-01-01 21:45:00,2661.0,2972.76
2018-01-01 22:00:00,311.4,2018-01-01 22:00:00,2659.0,2970.4
2018-01-01 22:15:00,311.4,2018-01-01 22:15:00,2655.0,2966.4
2018-01-01 22:30:00,311.52,2018-01-01 22:30:00,2678.0,2989.52
2018-01-01 22:45:00,310.74,2018-01-01 22:45:00,2712.0,3022.74
2018-01-01 23:00:00,310.44,2018-01-01 23:00:00,2718.0,3028.44
2018-01-01 23:15:00,309.9,2018-01-01 23:15:00,2664.0,2973.9
2018-01-01 23:30:00,308.94,2018-01-01 23:30:00,2649.0,2957.94
2018-01-01 23:45:00,308.46,2018-01-01 23:45:00,2680.0,2988.46
2018-01-02 00:00:00,308.94,2018-01-02 00:00:00,2701.0,3009.94
2018-01-02 00:15:00,308.52,2018-01-02 00:15:00,2682.0,2990.52
2018-01-02 00:30:00,308.1,2018-01-02 00:30:00,2670.0,2978.1
2018-01-02 00:45:00,308.1,2018-01-02 00:45:00,2667.0,2975.1
2018-01-02 01:00:00,307.92,2018-01-02 01:00:00,2650.0,2957.92
2018-01-02 01:15:00,308.04,2018-01-02 01:15:00,2670.0,2978.04
2018-01-02 01:30:00,307.26,2018-01-02 01:30:00,2679.0,2986.26
2018-01-02 01:45:00,307.20000000000005,2018-01-02 01:45:00,2680.0,2987.2
2018-01-02 02:00:00,306.06,2018-01-02 02:00:00,2659.0,2965.06
2018-01-02 02:15:00,305.88,2018-01-02 02:15:00,2659.0,2964.88
2018-01-02 02:30:00,307.5,2018-01-02 02:30:00,2673.0,2980.5
2018-01-02 02:45:00,302.82,2018-01-02 02:45:00,2685.0,2987.82
2018-01-02 03:00:00,302.1,2018-01-02 03:00:00,2693.0,2995.1
2018-01-02 03:15:00,301.26,2018-01-02 03:15:00,2692.0,2993.26
2018-01-02 03:30:00,300.71999999999997,2018-01-02 03:30:00,2690.0,2990.72
2018-01-02 03:45:00,300.54,2018-01-02 03:45:00,2688.0,2988.54
2018-01-02 04:00:00,300.0,2018-01-02 04:00:00,2686.0,2986.0
2018-01-02 04:15:00,299.88,2018-01-02 04:15:00,2689.0,2988.88
2018-01-02 04:30:00,299.15999999999997,2018-01-02 04:30:00,2688.0,2987.16
2018-01-02 04:45:00,296.94,2018-01-02 04:45:00,2687.0,2983.94
2018-01-02 05:00:00,297.24,2018-01-02 05:00:00,2682.0,2979.24
2018-01-02 05:15:00,296.52,2018-01-02 05:15:00,2654.0,2950.52
2018-01-02 05:30:00,294.9,2018-01-02 05:30:00,2647.0,2941.9
2018-01-02 05:45:00,295.5,2018-01-02 05:45:00,2646.0,2941.5
2018-01-02 06:00:00,294.96,2018-01-02 06:00:00,2642.0,2936.96
2018-01-02 06:15:00,294.48,2018-01-02 06:15:00,2607.0,2901.48
2018-01-02 06:30:00,293.94,2018-01-02 06:30:00,2610.0,2903.94
2018-01-02 06:45:00,293.28000000000003,2018-01-02 06:45:00,2621.0,2914.28
2018-01-02 07:00:00,292.26,2018-01-02 07:00:00,2621.0,2913.26
2018-01-02 07:15:00,291.65999999999997,2018-01-02 07:15:00,2625.0,2916.66
2018-01-02 07:30:00,291.18,2018-01-02 07:30:00,2617.0,2908.18
2018-01-02 07:45:00,290.46,2018-01-02 07:45:00,2202.0,2492.46
2018-01-02 08:00:00,290.76,2018-01-02 08:00:00,1318.0,1608.76
2018-01-02 08:15:00,289.98,2018-01-02 08:15:00,2161.0,2450.98
2018-01-02 08:30:00,282.24,2018-01-02 08:30:00,2686.0,2968.24
2018-01-02 08:45:00,313.56,2018-01-02 08:45:00,2740.0,3053.56
2018-01-02 09:00:00,313.74,2018-01-02 09:00:00,2702.0,3015.74
2018-01-02 09:15:00,312.48,2018-01-02 09:15:00,2617.0,2929.48
2018-01-02 09:30:00,311.76,2018-01-02 09:30:00,2695.0,3006.76
2018-01-02 09:45:00,311.21999999999997,2018-01-02 09:45:00,2687.0,2998.22
2018-01-02 10:00:00,311.46,2018-01-02 10:00:00,2706.0,3017.46
2018-01-02 10:15:00,309.84000000000003,2018-01-02 10:15:00,2739.0,3048.84
2018-01-02 10:30:00,309.65999999999997,2018-01-02 10:30:00,2693.0,3002.66
2018-01-02 10:45:00,310.98,2018-01-02 10:45:00,2655.0,2965.98
2018-01-02 11:00:00,311.70000000000005,2018-01-02 11:00:00,2589.0,2900.7
2018-01-02 11:15:00,312.29999999999995,2018-01-02 11:15:00,2660.0,2972.3
2018-01-02 11:30:00,311.64,2018-01-02 11:30:00,2686.0,2997.64
2018-01-02 11:45:00,312.12,2018-01-02 11:45:00,2640.0,2952.12
2018-01-02 12:00:00,310.02,2018-01-02 12:00:00,2651.0,2961.02
2018-01-02 12:15:00,310.14,2018-01-02 12:15:00,2675.0,2985.14
2018-01-02 12:30:00,310.44,2018-01-02 12:30:00,2682.0,2992.44
2018-01-02 12:45:00,310.92,2018-01-02 12:45:00,2684.0,2994.92
2018-01-02 13:00:00,310.62,2018-01-02 13:00:00,2683.0,2993.62
2018-01-02 13:15:00,310.20000000000005,2018-01-02 13:15:00,2684.0,2994.2
2018-01-02 13:30:00,309.9,2018-01-02 13:30:00,2683.0,2992.9
2018-01-02 13:45:00,310.14,2018-01-02 13:45:00,2674.0,2984.14
2018-01-02 14:00:00,308.1,2018-01-02 14:00:00,2646.0,2954.1
2018-01-02 14:15:00,308.15999999999997,2018-01-02 14:15:00,2634.0,2942.16
2018-01-02 14:30:00,307.56,2018-01-02 14:30:00,2657.0,2964.56
2018-01-02 14:45:00,307.02,2018-01-02 14:45:00,2664.0,2971.02
2018-01-02 15:00:00,305.52,2018-01-02 15:00:00,2668.0,2973.52
2018-01-02 15:15:00,305.82,2018-01-02 15:15:00,2669.0,2974.82
2018-01-02 15:30:00,305.64,2018-01-02 15:30:00,2670.0,2975.64
2018-01-02 15:45:00,305.70000000000005,2018-01-02 15:45:00,2671.0,2976.7
2018-01-02 16:00:00,305.21999999999997,2018-01-02 16:00:00,2670.0,2975.22
2018-01-02 16:15:00,311.4,2018-01-02 16:15:00,2666.0,2977.4
2018-01-02 16:30:00,311.4,2018-01-02 16:30:00,2666.0,2977.4
2018-01-02 16:45:00,311.82,2018-01-02 16:45:00,2640.0,2951.82
2018-01-02 17:00:00,311.04,2018-01-02 17:00:00,2625.0,2936.04
2018-01-02 17:15:00,309.6,2018-01-02 17:15:00,2654.0,2963.6
2018-01-02 17:30:00,310.62,2018-01-02 17:30:00,2685.0,2995.62
2018-01-02 17:45:00,309.48,2018-01-02 17:45:00,2676.0,2985.48
2018-01-02 18:00:00,310.26,2018-01-02 18:00:00,2628.0,2938.26
2018-01-02 18:15:00,308.34000000000003,2018-01-02 18:15:00,2661.0,2969.34
2018-01-02 18:30:00,309.12,2018-01-02 18:30:00,2679.0,2988.12
2018-01-02 18:45:00,309.96,2018-01-02 18:45:00,2680.0,2989.96
2018-01-02 19:00:00,309.96,2018-01-02 19:00:00,2654.0,2963.96
2018-01-02 19:15:00,309.96,2018-01-02 19:15:00,2643.0,2952.96
2018-01-02 19:30:00,309.42,2018-01-02 19:30:00,2637.0,2946.42
2018-01-02 19:45:00,309.18,2018-01-02 19:45:00,2666.0,2975.18
2018-01-02 20:00:00,308.58,2018-01-02 20:00:00,2711.0,3019.58
2018-01-02 20:15:00,308.94,2018-01-02 20:15:00,2745.0,3053.94
2018-01-02 20:30:00,302.4,2018-01-02 20:30:00,2762.0,3064.4
2018-01-02 20:45:00,312.36,2018-01-02 20:45:00,2775.0,3087.36
2018-01-02 21:00:00,310.74,2018-01-02 21:00:00,2705.0,3015.74
2018-01-02 21:15:00,305.70000000000005,2018-01-02 21:15:00,2635.0,2940.7
2018-01-02 21:30:00,306.54,2018-01-02 21:30:00,2702.0,3008.54
2018-01-02 21:45:00,310.86,2018-01-02 21:45:00,2738.0,3048.86
2018-01-02 22:00:00,314.21999999999997,2018-01-02 22:00:00,2694.0,3008.22
2018-01-02 22:15:00,312.71999999999997,2018-01-02 22:15:00,2696.0,3008.72
2018-01-02 22:30:00,307.44,2018-01-02 22:30:00,2732.0,3039.44
2018-01-02 22:45:00,303.29999999999995,2018-01-02 22:45:00,2739.0,3042.3
2018-01-02 23:00:00,304.20000000000005,2018-01-02 23:00:00,2736.0,3040.2
2018-01-02 23:15:00,309.6,2018-01-02 23:15:00,2701.0,3010.6
2018-01-02 23:30:00,313.92,2018-01-02 23:30:00,2703.0,3016.92
2018-01-02 23:45:00,313.44,2018-01-02 23:45:00,2722.0,3035.44
2018-01-03 00:00:00,311.64,2018-01-03 00:00:00,2645.0,2956.64
2018-01-03 00:15:00,308.07,2018-01-03 00:15:00,2586.0,2894.07
2018-01-03 00:30:00,304.5,2018-01-03 00:30:00,2663.0,2967.5
2018-01-03 00:45:00,303.71999999999997,2018-01-03 00:45:00,2692.0,2995.72
2018-01-03 01:00:00,309.29999999999995,2018-01-03 01:00:00,2695.0,3004.3
2018-01-03 01:15:00,313.44,2018-01-03 01:15:00,2695.0,3008.44
2018-01-03 01:30:00,315.12,2018-01-03 01:30:00,2694.0,3009.12
2018-01-03 01:45:00,313.74,2018-01-03 01:45:00,2698.0,3011.74
2018-01-03 02:00:00,308.88,2018-01-03 02:00:00,2696.0,3004.88
2018-01-03 02:15:00,301.44,2018-01-03 02:15:00,2723.0,3024.44
2018-01-03 02:30:00,307.68,2018-01-03 02:30:00,2732.0,3039.68
2018-01-03 02:45:00,312.18,2018-01-03 02:45:00,2740.0,3052.18
2018-01-03 03:00:00,313.98,2018-01-03 03:00:00,2767.0,3080.98
2018-01-03 03:15:00,312.78000000000003,2018-01-03 03:15:00,2716.0,3028.78
2018-01-03 03:30:00,306.96,2018-01-03 03:30:00,2586.0,2892.96
2018-01-03 03:45:00,299.28000000000003,2018-01-03 03:45:00,2643.0,2942.28
2018-01-03 04:00:00,299.4,2018-01-03 04:00:00,2678.0,2977.4
2018-01-03 04:15:00,305.94,2018-01-03 04:15:00,2639.0,2944.94
2018-01-03 04:30:00,311.94,2018-01-03 04:30:00,2629.0,2940.94
2018-01-03 04:45:00,311.76,2018-01-03 04:45:00,2671.0,2982.76
2018-01-03 05:00:00,311.70000000000005,2018-01-03 05:00:00,2694.0,3005.7
2018-01-03 05:15:00,311.46,2018-01-03 05:15:00,2707.0,3018.46
2018-01-03 05:30:00,300.42,2018-01-03 05:30:00,2712.0,3012.42
2018-01-03 05:45:00,298.02,2018-01-03 05:45:00,2733.0,3031.02
2018-01-03 06:00:00,297.9,2018-01-03 06:00:00,2682.0,2979.9
2018-01-03 06:15:00,306.36,2018-01-03 06:15:00,2587.0,2893.36
2018-01-03 06:30:00,309.12,2018-01-03 06:30:00,2642.0,2951.12
2018-01-03 06:45:00,310.20000000000005,2018-01-03 06:45:00,2667.0,2977.2
2018-01-03 07:00:00,310.02,2018-01-03 07:00:00,2655.0,2965.02
2018-01-03 07:15:00,310.98,2018-01-03 07:15:00,2645.0,2955.98
2018-01-03 07:30:00,310.74,2018-01-03 07:30:00,2635.0,2945.74
2018-01-03 07:45:00,310.98,2018-01-03 07:45:00,2627.0,2937.98
2018-01-03 08:00:00,310.08,2018-01-03 08:00:00,2608.0,2918.08
2018-01-03 08:15:00,310.62,2018-01-03 08:15:00,2621.0,2931.62
2018-01-03 08:30:00,311.4,2018-01-03 08:30:00,2633.0,2944.4
2018-01-03 08:45:00,303.29999999999995,2018-01-03 08:45:00,2595.0,2898.3
2018-01-03 09:00:00,309.29999999999995,2018-01-03 09:00:00,2613.0,2922.3
2018-01-03 09:15:00,307.79999999999995,2018-01-03 09:15:00,2619.0,2926.8
2018-01-03 09:30:00,312.9,2018-01-03 09:30:00,2646.0,2958.9
2018-01-03 09:45:00,312.9,2018-01-03 09:45:00,1848.0,2160.9
2018-01-03 10:00:00,313.32,2018-01-03 10:00:00,2050.0,2363.32
2018-01-03 10:15:00,313.74,2018-01-03 10:15:00,1697.0,2010.74
2018-01-03 10:30:00,310.74,2018-01-03 10:30:00,2296.0,2606.74
2018-01-03 10:45:00,304.5,2018-01-03 10:45:00,2636.0,2940.5
2018-01-03 11:00:00,302.34000000000003,2018-01-03 11:00:00,2668.0,2970.34
2018-01-03 11:15:00,307.32,2018-01-03 11:15:00,2721.0,3028.32
2018-01-03 11:30:00,311.28000000000003,2018-01-03 11:30:00,2388.0,2699.28
2018-01-03 11:45:00,312.12,2018-01-03 11:45:00,1679.0,1991.12
2018-01-03 12:00:00,312.54,2018-01-03 12:00:00,1799.0,2111.54
2018-01-03 12:15:00,312.18,2018-01-03 12:15:00,1603.0,1915.18
2018-01-03 12:30:00,312.96,2018-01-03 12:30:00,2262.0,2574.96
2018-01-03 12:45:00,307.38,2018-01-03 12:45:00,2520.0,2827.38
2018-01-03 13:00:00,303.36,2018-01-03 13:00:00,2582.0,2885.36
2018-01-03 13:15:00,303.29999999999995,2018-01-03 13:15:00,2624.0,2927.3
2018-01-03 13:30:00,307.56,2018-01-03 13:30:00,2654.0,2961.56
2018-01-03 13:45:00,310.56,2018-01-03 13:45:00,2663.0,2973.56
2018-01-03 14:00:00,311.1,2018-01-03 14:00:00,2708.0,3019.1
2018-01-03 14:15:00,311.04,2018-01-03 14:15:00,2711.0,3022.04
2018-01-03 14:30:00,312.0,2018-01-03 14:30:00,2716.0,3028.0
2018-01-03 14:45:00,312.24,2018-01-03 14:45:00,2723.0,3035.24
2018-01-03 15:00:00,310.44,2018-01-03 15:00:00,2729.0,3039.44
2018-01-03 15:15:00,302.88,2018-01-03 15:15:00,2736.0,3038.88
2018-01-03 15:30:00,302.58,2018-01-03 15:30:00,2740.0,3042.58
2018-01-03 15:45:00,304.08,2018-01-03 15:45:00,2734.0,3038.08
2018-01-03 16:00:00,306.24,2018-01-03 16:00:00,2687.0,2993.24
2018-01-03 16:15:00,306.48,2018-01-03 16:15:00,2675.0,2981.48
2018-01-03 16:30:00,275.34000000000003,2018-01-03 16:30:00,2686.0,2961.34
2018-01-03 16:45:00,308.34000000000003,2018-01-03 16:45:00,2701.0,3009.34
2018-01-03 17:00:00,299.52,2018-01-03 17:00:00,2709.0,3008.52
2018-01-03 17:15:00,299.04,2018-01-03 17:15:00,2711.0,3010.04
2018-01-03 17:30:00,310.56,2018-01-03 17:30:00,2711.0,3021.56
2018-01-03 17:45:00,314.82,2018-01-03 17:45:00,2712.0,3026.82
2018-01-03 18:00:00,312.65999999999997,2018-01-03 18:00:00,2712.0,3024.66
2018-01-03 18:15:00,313.56,2018-01-03 18:15:00,2712.0,3025.56
2018-01-03 18:30:00,305.52,2018-01-03 18:30:00,2707.0,3012.52
2018-01-03 18:45:00,301.56,2018-01-03 18:45:00,2688.0,2989.56
2018-01-03 19:00:00,302.58,2018-01-03 19:00:00,2669.0,2971.58
2018-01-03 19:15:00,311.34000000000003,2018-01-03 19:15:00,2704.0,3015.34
2018-01-03 19:30:00,311.88,2018-01-03 19:30:00,2716.0,3027.88
2018-01-03 19:45:00,311.82,2018-01-03 19:45:00,2717.0,3028.82
2018-01-03 20:00:00,300.18,2018-01-03 20:00:00,2720.0,3020.18
2018-01-03 20:15:00,296.04,2018-01-03 20:15:00,2719.0,3015.04
2018-01-03 20:30:00,296.58,2018-01-03 20:30:00,2720.0,3016.58
2018-01-03 20:45:00,303.42,2018-01-03 20:45:00,2717.0,3020.42
2018-01-03 21:00:00,313.56,2018-01-03 21:00:00,2719.0,3032.56
2018-01-03 21:15:00,311.58,2018-01-03 21:15:00,2717.0,3028.58
2018-01-03 21:30:00,311.70000000000005,2018-01-03 21:30:00,2720.0,3031.7
2018-01-03 21:45:00,310.44,2018-01-03 21:45:00,2722.0,3032.44
2018-01-03 22:00:00,309.54,2018-01-03 22:00:00,2714.0,3023.54
2018-01-03 22:15:00,308.64,2018-01-03 22:15:00,2700.0,3008.64
2018-01-03 22:30:00,307.68,2018-01-03 22:30:00,2690.0,2997.68
2018-01-03 22:45:00,307.20000000000005,2018-01-03 22:45:00,2691.0,2998.2
2018-01-03 23:00:00,305.88,2018-01-03 23:00:00,2685.0,2990.88
2018-01-03 23:15:00,303.36,2018-01-03 23:15:00,2684.0,2987.36
2018-01-03 23:30:00,301.62,2018-01-03 23:30:00,2698.0,2999.62
2018-01-03 23:45:00,301.86,2018-01-03 23:45:00,2703.0,3004.86
2018-01-04 00:00:00,300.12,2018-01-04 00:00:00,2702.0,3002.12
2018-01-04 00:15:00,299.64,2018-01-04 00:15:00,2704.0,3003.64
2018-01-04 00:30:00,299.15999999999997,2018-01-04 00:30:00,2706.0,3005.16
2018-01-04 00:45:00,298.56,2018-01-04 00:45:00,2708.0,3006.56
2018-01-04 01:00:00,298.14,2018-01-04 01:00:00,2705.0,3003.14
2018-01-04 01:15:00,298.38,2018-01-04 01:15:00,2688.0,2986.38
2018-01-04 01:30:00,297.6,2018-01-04 01:30:00,2681.0,2978.6
2018-01-04 01:45:00,296.64,2018-01-04 01:45:00,2680.0,2976.64
2018-01-04 02:00:00,296.64,2018-01-04 02:00:00,2681.0,2977.64
2018-01-04 02:15:00,295.74,2018-01-04 02:15:00,2674.0,2969.74
2018-01-04 02:30:00,294.12,2018-01-04 02:30:00,2648.0,2942.12
2018-01-04 02:45:00,293.04,2018-01-04 02:45:00,2683.0,2976.04
2018-01-04 03:00:00,287.34000000000003,2018-01-04 03:00:00,2681.0,2968.34
2018-01-04 03:15:00,285.18,2018-01-04 03:15:00,2676.0,2961.18
2018-01-04 03:30:00,285.0,2018-01-04 03:30:00,2677.0,2962.0
2018-01-04 03:45:00,284.46,2018-01-04 03:45:00,2680.0,2964.46
2018-01-04 04:00:00,283.74,2018-01-04 04:00:00,2678.0,2961.74
2018-01-04 04:15:00,273.18,2018-01-04 04:15:00,2678.0,2951.18
2018-01-04 04:30:00,117.78,2018-01-04 04:30:00,2664.0,2781.78
2018-01-04 04:45:00,99.06,2018-01-04 04:45:00,2665.0,2764.06
2018-01-04 05:00:00,128.16,2018-01-04 05:00:00,2662.0,2790.16
2018-01-04 05:15:00,143.46,2018-01-04 05:15:00,2662.0,2805.46
2018-01-04 05:30:00,156.35999999999999,2018-01-04 05:30:00,2627.0,2783.36
2018-01-04 05:45:00,156.12,2018-01-04 05:45:00,2650.0,2806.12
2018-01-04 06:00:00,156.12,2018-01-04 06:00:00,2668.0,2824.12
2018-01-04 06:15:00,154.62,2018-01-04 06:15:00,2650.0,2804.62
2018-01-04 06:30:00,155.16,2018-01-04 06:30:00,2636.0,2791.16
2018-01-04 06:45:00,154.68,2018-01-04 06:45:00,2673.0,2827.68
2018-01-04 07:00:00,154.5,2018-01-04 07:00:00,2695.0,2849.5
2018-01-04 07:15:00,150.66,2018-01-04 07:15:00,2682.0,2832.66
2018-01-04 07:30:00,144.89999999999998,2018-01-04 07:30:00,2633.0,2777.9
2018-01-04 07:45:00,145.8,2018-01-04 07:45:00,2654.0,2799.8
2018-01-04 08:00:00,149.57999999999998,2018-01-04 08:00:00,2689.0,2838.58
2018-01-04 08:15:00,150.96,2018-01-04 08:15:00,2603.0,2753.96
2018-01-04 08:30:00,152.64000000000001,2018-01-04 08:30:00,2567.0,2719.64
2018-01-04 08:45:00,152.16,2018-01-04 08:45:00,2605.0,2757.16
2018-01-04 09:00:00,152.39999999999998,2018-01-04 09:00:00,1715.0,1867.4
2018-01-04 09:15:00,31.259999999999998,2018-01-04 09:15:00,2432.0,2463.26
2018-01-04 09:30:00,39.480000000000004,2018-01-04 09:30:00,2687.0,2726.48
2018-01-04 09:45:00,251.64,2018-01-04 09:45:00,2718.0,2969.64
2018-01-04 10:00:00,285.84000000000003,2018-01-04 10:00:00,2730.0,3015.84
2018-01-04 10:15:00,289.62,2018-01-04 10:15:00,2611.0,2900.62
2018-01-04 10:30:00,296.76,2018-01-04 10:30:00,2645.0,2941.76
2018-01-04 10:45:00,288.96,2018-01-04 10:45:00,2660.0,2948.96
2018-01-04 11:00:00,268.5,2018-01-04 11:00:00,2643.0,2911.5
2018-01-04 11:15:00,258.9,2018-01-04 11:15:00,2607.0,2865.9
2018-01-04 11:30:00,251.39999999999998,2018-01-04 11:30:00,2624.0,2875.4
2018-01-04 11:45:00,247.74,2018-01-04 11:45:00,2693.0,2940.74
2018-01-04 12:00:00,241.98,2018-01-04 12:00:00,2716.0,2957.98
2018-01-04 12:15:00,246.18,2018-01-04 12:15:00,2677.0,2923.18
2018-01-04 12:30:00,144.24,2018-01-04 12:30:00,2653.0,2797.24
2018-01-04 12:45:00,102.89999999999999,2018-01-04 12:45:00,2644.0,2746.9
2018-01-04 13:00:00,125.52000000000001,2018-01-04 13:00:00,2682.0,2807.52
2018-01-04 13:15:00,125.88,2018-01-04 13:15:00,2706.0,2831.88
