date_1,value_1,date_2,value_2,date_3,value_3,date_4,value_4,sum
2018-01-01 00:00:00,0.0,2018-01-01 00:00:00,0.0,2018-01-01 00:00:00,0.0,2018-01-01 00:00:00,0.0,0.0
2018-01-01 00:15:00,0.0,2018-01-01 00:15:00,0.0,2018-01-01 00:15:00,0.0,2018-01-01 00:15:00,0.0,0.0
2018-01-01 00:30:00,0.0,2018-01-01 00:30:00,0.0,2018-01-01 00:30:00,0.0,2018-01-01 00:30:00,0.0,0.0
2018-01-01 00:45:00,0.0,2018-01-01 00:45:00,0.0,2018-01-01 00:45:00,0.0,2018-01-01 00:45:00,0.0,0.0
2018-01-01 01:00:00,0.0,2018-01-01 01:00:00,0.0,2018-01-01 01:00:00,0.0,2018-01-01 01:00:00,0.0,0.0
2018-01-01 01:15:00,0.0,2018-01-01 01:15:00,0.0,2018-01-01 01:15:00,0.0,2018-01-01 01:15:00,0.0,0.0
2018-01-01 01:30:00,0.0,2018-01-01 01:30:00,0.0,2018-01-01 01:30:00,0.0,2018-01-01 01:30:00,0.0,0.0
2018-01-01 01:45:00,0.0,2018-01-01 01:45:00,0.0,2018-01-01 01:45:00,0.0,2018-01-01 01:45:00,0.0,0.0
2018-01-01 02:00:00,0.0,2018-01-01 02:00:00,0.0,2018-01-01 02:00:00,0.0,2018-01-01 02:00:00,0.0,0.0
2018-01-01 02:15:00,0.0,2018-01-01 02:15:00,0.0,2018-01-01 02:15:00,0.0,2018-01-01 02:15:00,0.0,0.0
2018-01-01 02:30:00,0.0,2018-01-01 02:30:00,0.0,2018-01-01 02:30:00,0.0,2018-01-01 02:30:00,0.0,0.0
2018-01-01 02:45:00,0.0,2018-01-01 02:45:00,0.0,2018-01-01 02:45:00,0.0,2018-01-01 02:45:00,0.0,0.0
2018-01-01 03:00:00,0.0,2018-01-01 03:00:00,0.0,2018-01-01 03:00:00,0.0,2018-01-01 03:00:00,0.0,0.0
2018-01-01 03:15:00,0.0,2018-01-01 03:15:00,0.0,2018-01-01 03:15:00,0.0,2018-01-01 03:15:00,0.0,0.0
2018-01-01 03:30:00,0.0,2018-01-01 03:30:00,0.0,2018-01-01 03:30:00,0.0,2018-01-01 03:30:00,0.0,0.0
2018-01-01 03:45:00,0.0,2018-01-01 03:45:00,0.0,2018-01-01 03:45:00,0.0,2018-01-01 03:45:00,0.0,0.0
2018-01-01 04:00:00,0.0,2018-01-01 04:00:00,0.0,2018-01-01 04:00:00,0.0,2018-01-01 04:00:00,0.0,0.0
2018-01-01 04:15:00,0.0,2018-01-01 04:15:00,0.0,2018-01-01 04:15:00,0.0,2018-01-01 04:15:00,0.0,0.0
2018-01-01 04:30:00,0.0,2018-01-01 04:30:00,0.0,2018-01-01 04:30:00,0.0,2018-01-01 04:30:00,0.0,0.0
2018-01-01 04:45:00,0.0,2018-01-01 04:45:00,0.0,2018-01-01 04:45:00,0.0,2018-01-01 04:45:00,0.0,0.0
2018-01-01 05:00:00,0.0,2018-01-01 05:00:00,0.0,2018-01-01 05:00:00,0.0,2018-01-01 05:00:00,0.0,0.0
2018-01-01 05:15:00,0.0,2018-01-01 05:15:00,0.0,2018-01-01 05:15:00,0.0,2018-01-01 05:15:00,0.0,0.0
2018-01-01 05:30:00,0.0,2018-01-01 05:30:00,0.0,2018-01-01 05:30:00,0.0,2018-01-01 05:30:00,0.0,0.0
2018-01-01 05:45:00,0.0,2018-01-01 05:45:00,0.0,2018-01-01 05:45:00,0.0,2018-01-01 05:45:00,0.0,0.0
2018-01-01 06:00:00,0.0,2018-01-01 06:00:00,0.0,2018-01-01 06:00:00,0.0,2018-01-01 06:00:00,0.0,0.0
2018-01-01 06:15:00,0.0,2018-01-01 06:15:00,0.0,2018-01-01 06:15:00,0.0,2018-01-01 06:15:00,0.0,0.0
2018-01-01 06:30:00,0.0,2018-01-01 06:30:00,0.0,2018-01-01 06:30:00,0.0,2018-01-01 06:30:00,0.0,0.0
2018-01-01 06:45:00,0.0,2018-01-01 06:45:00,0.0,2018-01-01 06:45:00,0.0,2018-01-01 06:45:00,0.0,0.0
2018-01-01 07:00:00,0.0,2018-01-01 07:00:00,0.0,2018-01-01 07:00:00,0.0,2018-01-01 07:00:00,0.0,0.0
2018-01-01 07:15:00,0.0,2018-01-01 07:15:00,0.0,2018-01-01 07:15:00,0.0,2018-01-01 07:15:00,0.0,0.0
2018-01-01 07:30:00,0.0,2018-01-01 07:30:00,0.0,2018-01-01 07:30:00,0.0,2018-01-01 07:30:00,0.0,0.0
2018-01-01 07:45:00,0.0,2018-01-01 07:45:00,0.0,2018-01-01 07:45:00,0.0,2018-01-01 07:45:00,0.0,0.0
2018-01-01 08:00:00,0.0,2018-01-01 08:00:00,0.0,2018-01-01 08:00:00,0.0,2018-01-01 08:00:00,0.0,0.0
2018-01-01 08:15:00,0.0,2018-01-01 08:15:00,0.0,2018-01-01 08:15:00,0.0,2018-01-01 08:15:00,0.0,0.0
2018-01-01 08:30:00,0.0,2018-01-01 08:30:00,0.0,2018-01-01 08:30:00,0.0,2018-01-01 08:30:00,7.5,7.5
2018-01-01 08:45:00,0.0004,2018-01-01 08:45:00,0.0,2018-01-01 08:45:00,0.0,2018-01-01 08:45:00,12.0,12.0004
2018-01-01 09:00:00,0.0016,2018-01-01 09:00:00,0.75,2018-01-01 09:00:00,0.0,2018-01-01 09:00:00,15.899999999999999,16.6516
2018-01-01 09:15:00,0.3188,2018-01-01 09:15:00,1.75,2018-01-01 09:15:00,0.0,2018-01-01 09:15:00,32.400000000000006,34.46880000000001
2018-01-01 09:30:00,1.6292,2018-01-01 09:30:00,0.0,2018-01-01 09:30:00,0.0,2018-01-01 09:30:00,57.900000000000006,59.5292
2018-01-01 09:45:00,3.2368,2018-01-01 09:45:00,2.0,2018-01-01 09:45:00,0.0,2018-01-01 09:45:00,60.599999999999994,65.8368
2018-01-01 10:00:00,9.7696,2018-01-01 10:00:00,4.0,2018-01-01 10:00:00,0.0,2018-01-01 10:00:00,63.900000000000006,77.6696
2018-01-01 10:15:00,10.1556,2018-01-01 10:15:00,1.5,2018-01-01 10:15:00,2.0,2018-01-01 10:15:00,55.5,69.15559999999999
2018-01-01 10:30:00,3.3668,2018-01-01 10:30:00,3.75,2018-01-01 10:30:00,1.0,2018-01-01 10:30:00,57.900000000000006,66.0168
2018-01-01 10:45:00,6.456,2018-01-01 10:45:00,3.75,2018-01-01 10:45:00,2.0,2018-01-01 10:45:00,59.699999999999996,71.90599999999999
2018-01-01 11:00:00,13.5776,2018-01-01 11:00:00,7.75,2018-01-01 11:00:00,20.0,2018-01-01 11:00:00,82.5,123.8276
2018-01-01 11:15:00,20.3424,2018-01-01 11:15:00,6.0,2018-01-01 11:15:00,28.0,2018-01-01 11:15:00,88.80000000000001,143.1424
2018-01-01 11:30:00,22.4724,2018-01-01 11:30:00,6.75,2018-01-01 11:30:00,48.0,2018-01-01 11:30:00,71.1,148.3224
2018-01-01 11:45:00,25.4312,2018-01-01 11:45:00,10.0,2018-01-01 11:45:00,59.0,2018-01-01 11:45:00,67.5,161.9312
2018-01-01 12:00:00,22.1076,2018-01-01 12:00:00,17.0,2018-01-01 12:00:00,61.0,2018-01-01 12:00:00,56.099999999999994,156.2076
2018-01-01 12:15:00,38.1908,2018-01-01 12:15:00,23.25,2018-01-01 12:15:00,114.0,2018-01-01 12:15:00,63.300000000000004,238.7408
2018-01-01 12:30:00,20.4152,2018-01-01 12:30:00,24.5,2018-01-01 12:30:00,72.0,2018-01-01 12:30:00,71.4,188.3152
2018-01-01 12:45:00,12.1752,2018-01-01 12:45:00,28.5,2018-01-01 12:45:00,35.0,2018-01-01 12:45:00,77.1,152.77519999999998
2018-01-01 13:00:00,6.5236,2018-01-01 13:00:00,24.75,2018-01-01 13:00:00,31.0,2018-01-01 13:00:00,71.4,133.67360000000002
2018-01-01 13:15:00,5.1584,2018-01-01 13:15:00,20.5,2018-01-01 13:15:00,30.0,2018-01-01 13:15:00,72.6,128.2584
2018-01-01 13:30:00,5.2956,2018-01-01 13:30:00,12.75,2018-01-01 13:30:00,58.0,2018-01-01 13:30:00,45.599999999999994,121.6456
2018-01-01 13:45:00,9.0928,2018-01-01 13:45:00,6.0,2018-01-01 13:45:00,29.0,2018-01-01 13:45:00,37.8,81.8928
2018-01-01 14:00:00,17.29,2018-01-01 14:00:00,7.0,2018-01-01 14:00:00,21.0,2018-01-01 14:00:00,48.900000000000006,94.19
2018-01-01 14:15:00,13.3252,2018-01-01 14:15:00,12.75,2018-01-01 14:15:00,6.0,2018-01-01 14:15:00,39.0,71.0752
2018-01-01 14:30:00,14.894,2018-01-01 14:30:00,25.25,2018-01-01 14:30:00,15.0,2018-01-01 14:30:00,48.900000000000006,104.04400000000001
2018-01-01 14:45:00,1.0496,2018-01-01 14:45:00,2.75,2018-01-01 14:45:00,49.0,2018-01-01 14:45:00,60.0,112.7996
2018-01-01 15:00:00,3.3164,2018-01-01 15:00:00,6.0,2018-01-01 15:00:00,21.0,2018-01-01 15:00:00,42.3,72.6164
2018-01-01 15:15:00,7.4196,2018-01-01 15:15:00,8.75,2018-01-01 15:15:00,4.0,2018-01-01 15:15:00,15.600000000000001,35.7696
2018-01-01 15:30:00,2.5844,2018-01-01 15:30:00,3.0,2018-01-01 15:30:00,0.0,2018-01-01 15:30:00,0.30000000000000004,5.8844
2018-01-01 15:45:00,0.122,2018-01-01 15:45:00,0.0,2018-01-01 15:45:00,0.0,2018-01-01 15:45:00,0.0,0.122
2018-01-01 16:00:00,0.0,2018-01-01 16:00:00,0.0,2018-01-01 16:00:00,0.0,2018-01-01 16:00:00,0.0,0.0
2018-01-01 16:15:00,0.0,2018-01-01 16:15:00,0.0,2018-01-01 16:15:00,0.0,2018-01-01 16:15:00,0.0,0.0
2018-01-01 16:30:00,0.0,2018-01-01 16:30:00,0.0,2018-01-01 16:30:00,0.0,2018-01-01 16:30:00,0.0,0.0
2018-01-01 16:45:00,0.0,2018-01-01 16:45:00,0.0,2018-01-01 16:45:00,0.0,2018-01-01 16:45:00,0.0,0.0
2018-01-01 17:00:00,0.0,2018-01-01 17:00:00,0.0,2018-01-01 17:00:00,0.0,2018-01-01 17:00:00,0.0,0.0
2018-01-01 17:15:00,0.0,2018-01-01 17:15:00,0.0,2018-01-01 17:15:00,0.0,2018-01-01 17:15:00,0.0,0.0
2018-01-01 17:30:00,0.0,2018-01-01 17:30:00,0.0,2018-01-01 17:30:00,0.0,2018-01-01 17:30:00,0.0,0.0
2018-01-01 17:45:00,0.0,2018-01-01 17:45:00,0.0,2018-01-01 17:45:00,0.0,2018-01-01 17:45:00,0.0,0.0
2018-01-01 18:00:00,0.0,2018-01-01 18:00:00,0.0,2018-01-01 18:00:00,0.0,2018-01-01 18:00:00,0.0,0.0
2018-01-01 18:15:00,0.0,2018-01-01 18:15:00,0.0,2018-01-01 18:15:00,0.0,2018-01-01 18:15:00,0.0,0.0
2018-01-01 18:30:00,0.0,2018-01-01 18:30:00,0.0,2018-01-01 18:30:00,0.0,2018-01-01 18:30:00,0.0,0.0
2018-01-01 18:45:00,0.0,2018-01-01 18:45:00,0.0,2018-01-01 18:45:00,0.0,2018-01-01 18:45:00,0.0,0.0
2018-01-01 19:00:00,0.0,2018-01-01 19:00:00,0.0,2018-01-01 19:00:00,0.0,2018-01-01 19:00:00,0.0,0.0
2018-01-01 19:15:00,0.0,2018-01-01 19:15:00,0.0,2018-01-01 19:15:00,0.0,2018-01-01 19:15:00,0.0,0.0
2018-01-01 19:30:00,0.0,2018-01-01 19:30:00,0.0,2018-01-01 19:30:00,0.0,2018-01-01 19:30:00,0.0,0.0
2018-01-01 19:45:00,0.0,2018-01-01 19:45:00,0.0,2018-01-01 19:45:00,0.0,2018-01-01 19:45:00,0.0,0.0
2018-01-01 20:00:00,0.0,2018-01-01 20:00:00,0.0,2018-01-01 20:00:00,0.0,2018-01-01 20:00:00,0.0,0.0
2018-01-01 20:15:00,0.0,2018-01-01 20:15:00,0.0,2018-01-01 20:15:00,0.0,2018-01-01 20:15:00,0.0,0.0
2018-01-01 20:30:00,0.0,2018-01-01 20:30:00,0.0,2018-01-01 20:30:00,0.0,2018-01-01 20:30:00,0.0,0.0
2018-01-01 20:45:00,0.0,2018-01-01 20:45:00,0.0,2018-01-01 20:45:00,0.0,2018-01-01 20:45:00,0.0,0.0
2018-01-01 21:00:00,0.0,2018-01-01 21:00:00,0.0,2018-01-01 21:00:00,0.0,2018-01-01 21:00:00,0.0,0.0
2018-01-01 21:15:00,0.0,2018-01-01 21:15:00,0.0,2018-01-01 21:15:00,0.0,2018-01-01 21:15:00,0.0,0.0
2018-01-01 21:30:00,0.0,2018-01-01 21:30:00,0.0,2018-01-01 21:30:00,0.0,2018-01-01 21:30:00,0.0,0.0
2018-01-01 21:45:00,0.0,2018-01-01 21:45:00,0.0,2018-01-01 21:45:00,0.0,2018-01-01 21:45:00,0.0,0.0
2018-01-01 22:00:00,0.0,2018-01-01 22:00:00,0.0,2018-01-01 22:00:00,0.0,2018-01-01 22:00:00,0.0,0.0
2018-01-01 22:15:00,0.0,2018-01-01 22:15:00,0.0,2018-01-01 22:15:00,0.0,2018-01-01 22:15:00,0.0,0.0
2018-01-01 22:30:00,0.0,2018-01-01 22:30:00,0.0,2018-01-01 22:30:00,0.0,2018-01-01 22:30:00,0.0,0.0
2018-01-01 22:45:00,0.0,2018-01-01 22:45:00,0.0,2018-01-01 22:45:00,0.0,2018-01-01 22:45:00,0.0,0.0
2018-01-01 23:00:00,0.0,2018-01-01 23:00:00,0.0,2018-01-01 23:00:00,0.0,2018-01-01 23:00:00,0.0,0.0
2018-01-01 23:15:00,0.0,2018-01-01 23:15:00,0.0,2018-01-01 23:15:00,0.0,2018-01-01 23:15:00,0.0,0.0
2018-01-01 23:30:00,0.0,2018-01-01 23:30:00,0.0,2018-01-01 23:30:00,0.0,2018-01-01 23:30:00,0.0,0.0
2018-01-01 23:45:00,0.0,2018-01-01 23:45:00,0.0,2018-01-01 23:45:00,0.0,2018-01-01 23:45:00,0.0,0.0
2018-01-02 00:00:00,0.0,2018-01-02 00:00:00,0.0,2018-01-02 00:00:00,0.0,2018-01-02 00:00:00,0.0,0.0
2018-01-02 00:15:00,0.0,2018-01-02 00:15:00,0.0,2018-01-02 00:15:00,0.0,2018-01-02 00:15:00,0.0,0.0
2018-01-02 00:30:00,0.0,2018-01-02 00:30:00,0.0,2018-01-02 00:30:00,0.0,2018-01-02 00:30:00,0.0,0.0
2018-01-02 00:45:00,0.0,2018-01-02 00:45:00,0.0,2018-01-02 00:45:00,0.0,2018-01-02 00:45:00,0.0,0.0
2018-01-02 01:00:00,0.0,2018-01-02 01:00:00,0.0,2018-01-02 01:00:00,0.0,2018-01-02 01:00:00,0.0,0.0
2018-01-02 01:15:00,0.0,2018-01-02 01:15:00,0.0,2018-01-02 01:15:00,0.0,2018-01-02 01:15:00,0.0,0.0
2018-01-02 01:30:00,0.0,2018-01-02 01:30:00,0.0,2018-01-02 01:30:00,0.0,2018-01-02 01:30:00,0.0,0.0
2018-01-02 01:45:00,0.0,2018-01-02 01:45:00,0.0,2018-01-02 01:45:00,0.0,2018-01-02 01:45:00,0.0,0.0
2018-01-02 02:00:00,0.0,2018-01-02 02:00:00,0.0,2018-01-02 02:00:00,0.0,2018-01-02 02:00:00,0.0,0.0
2018-01-02 02:15:00,0.0,2018-01-02 02:15:00,0.0,2018-01-02 02:15:00,0.0,2018-01-02 02:15:00,0.0,0.0
2018-01-02 02:30:00,0.0,2018-01-02 02:30:00,0.0,2018-01-02 02:30:00,0.0,2018-01-02 02:30:00,0.0,0.0
2018-01-02 02:45:00,0.0,2018-01-02 02:45:00,0.0,2018-01-02 02:45:00,0.0,2018-01-02 02:45:00,0.0,0.0
2018-01-02 03:00:00,0.0,2018-01-02 03:00:00,0.0,2018-01-02 03:00:00,0.0,2018-01-02 03:00:00,0.0,0.0
2018-01-02 03:15:00,0.0,2018-01-02 03:15:00,0.0,2018-01-02 03:15:00,0.0,2018-01-02 03:15:00,0.0,0.0
2018-01-02 03:30:00,0.0,2018-01-02 03:30:00,0.0,2018-01-02 03:30:00,0.0,2018-01-02 03:30:00,0.0,0.0
2018-01-02 03:45:00,0.0,2018-01-02 03:45:00,0.0,2018-01-02 03:45:00,0.0,2018-01-02 03:45:00,0.0,0.0
2018-01-02 04:00:00,0.0,2018-01-02 04:00:00,0.0,2018-01-02 04:00:00,0.0,2018-01-02 04:00:00,0.0,0.0
2018-01-02 04:15:00,0.0,2018-01-02 04:15:00,0.0,2018-01-02 04:15:00,0.0,2018-01-02 04:15:00,0.0,0.0
2018-01-02 04:30:00,0.0,2018-01-02 04:30:00,0.0,2018-01-02 04:30:00,0.0,2018-01-02 04:30:00,0.0,0.0
2018-01-02 04:45:00,0.0,2018-01-02 04:45:00,0.0,2018-01-02 04:45:00,0.0,2018-01-02 04:45:00,0.0,0.0
2018-01-02 05:00:00,0.0,2018-01-02 05:00:00,0.0,2018-01-02 05:00:00,0.0,2018-01-02 05:00:00,0.0,0.0
2018-01-02 05:15:00,0.0,2018-01-02 05:15:00,0.0,2018-01-02 05:15:00,0.0,2018-01-02 05:15:00,0.0,0.0
2018-01-02 05:30:00,0.0,2018-01-02 05:30:00,0.0,2018-01-02 05:30:00,0.0,2018-01-02 05:30:00,0.0,0.0
2018-01-02 05:45:00,0.0,2018-01-02 05:45:00,0.0,2018-01-02 05:45:00,0.0,2018-01-02 05:45:00,0.0,0.0
2018-01-02 06:00:00,0.0,2018-01-02 06:00:00,0.0,2018-01-02 06:00:00,0.0,2018-01-02 06:00:00,0.0,0.0
2018-01-02 06:15:00,0.0,2018-01-02 06:15:00,0.0,2018-01-02 06:15:00,0.0,2018-01-02 06:15:00,0.0,0.0
2018-01-02 06:30:00,0.0,2018-01-02 06:30:00,0.0,2018-01-02 06:30:00,0.0,2018-01-02 06:30:00,0.0,0.0
2018-01-02 06:45:00,0.0,2018-01-02 06:45:00,0.0,2018-01-02 06:45:00,0.0,2018-01-02 06:45:00,0.0,0.0
2018-01-02 07:00:00,0.0,2018-01-02 07:00:00,0.0,2018-01-02 07:00:00,0.0,2018-01-02 07:00:00,0.0,0.0
2018-01-02 07:15:00,0.0,2018-01-02 07:15:00,0.0,2018-01-02 07:15:00,0.0,2018-01-02 07:15:00,0.0,0.0
2018-01-02 07:30:00,0.0,2018-01-02 07:30:00,0.0,2018-01-02 07:30:00,0.0,2018-01-02 07:30:00,0.0,0.0
2018-01-02 07:45:00,0.002,2018-01-02 07:45:00,0.0,2018-01-02 07:45:00,0.0,2018-01-02 07:45:00,0.0,0.002
2018-01-02 08:00:00,0.3988,2018-01-02 08:00:00,0.0,2018-01-02 08:00:00,0.0,2018-01-02 08:00:00,0.0,0.3988
2018-01-02 08:15:00,5.3656,2018-01-02 08:15:00,0.25,2018-01-02 08:15:00,0.0,2018-01-02 08:15:00,1.5,7.1156
2018-01-02 08:30:00,11.4364,2018-01-02 08:30:00,2.0,2018-01-02 08:30:00,10.0,2018-01-02 08:30:00,6.8999999999999995,30.336399999999998
2018-01-02 08:45:00,12.9672,2018-01-02 08:45:00,9.5,2018-01-02 08:45:00,80.0,2018-01-02 08:45:00,16.5,118.96719999999999
2018-01-02 09:00:00,18.4936,2018-01-02 09:00:00,30.5,2018-01-02 09:00:00,135.0,2018-01-02 09:00:00,20.700000000000003,204.6936
2018-01-02 09:15:00,29.9284,2018-01-02 09:15:00,63.75,2018-01-02 09:15:00,85.0,2018-01-02 09:15:00,25.200000000000003,203.8784
2018-01-02 09:30:00,31.3168,2018-01-02 09:30:00,54.25,2018-01-02 09:30:00,121.0,2018-01-02 09:30:00,32.400000000000006,238.9668
2018-01-02 09:45:00,37.7668,2018-01-02 09:45:00,42.75,2018-01-02 09:45:00,211.0,2018-01-02 09:45:00,40.2,331.7168
2018-01-02 10:00:00,34.7812,2018-01-02 10:00:00,55.75,2018-01-02 10:00:00,232.0,2018-01-02 10:00:00,49.5,372.0312
2018-01-02 10:15:00,27.946,2018-01-02 10:15:00,66.25,2018-01-02 10:15:00,171.0,2018-01-02 10:15:00,50.400000000000006,315.596
2018-01-02 10:30:00,27.8508,2018-01-02 10:30:00,65.0,2018-01-02 10:30:00,213.0,2018-01-02 10:30:00,63.0,368.8508
2018-01-02 10:45:00,30.2804,2018-01-02 10:45:00,88.0,2018-01-02 10:45:00,238.0,2018-01-02 10:45:00,88.5,444.7804
2018-01-02 11:00:00,36.3116,2018-01-02 11:00:00,89.75,2018-01-02 11:00:00,174.0,2018-01-02 11:00:00,92.4,392.4616
2018-01-02 11:15:00,42.722,2018-01-02 11:15:00,137.0,2018-01-02 11:15:00,163.0,2018-01-02 11:15:00,99.30000000000001,442.022
2018-01-02 11:30:00,45.5732,2018-01-02 11:30:00,188.25,2018-01-02 11:30:00,199.0,2018-01-02 11:30:00,118.80000000000001,551.6232
2018-01-02 11:45:00,69.2804,2018-01-02 11:45:00,226.5,2018-01-02 11:45:00,188.0,2018-01-02 11:45:00,123.89999999999999,607.6804
2018-01-02 12:00:00,80.7832,2018-01-02 12:00:00,359.75,2018-01-02 12:00:00,209.0,2018-01-02 12:00:00,198.29999999999998,847.8331999999999
2018-01-02 12:15:00,78.0284,2018-01-02 12:15:00,125.5,2018-01-02 12:15:00,300.0,2018-01-02 12:15:00,141.89999999999998,645.4284
2018-01-02 12:30:00,101.5616,2018-01-02 12:30:00,131.5,2018-01-02 12:30:00,303.0,2018-01-02 12:30:00,144.0,680.0616
2018-01-02 12:45:00,107.2024,2018-01-02 12:45:00,389.5,2018-01-02 12:45:00,452.0,2018-01-02 12:45:00,136.5,1085.2024000000001
2018-01-02 13:00:00,84.684,2018-01-02 13:00:00,487.75,2018-01-02 13:00:00,688.0,2018-01-02 13:00:00,115.80000000000001,1376.234
2018-01-02 13:15:00,77.8684,2018-01-02 13:15:00,243.0,2018-01-02 13:15:00,608.0,2018-01-02 13:15:00,99.30000000000001,1028.1684
2018-01-02 13:30:00,84.6532,2018-01-02 13:30:00,184.5,2018-01-02 13:30:00,500.0,2018-01-02 13:30:00,99.0,868.1532
2018-01-02 13:45:00,111.0472,2018-01-02 13:45:00,185.5,2018-01-02 13:45:00,535.0,2018-01-02 13:45:00,74.69999999999999,906.2472
2018-01-02 14:00:00,85.916,2018-01-02 14:00:00,68.0,2018-01-02 14:00:00,414.0,2018-01-02 14:00:00,78.0,645.9159999999999
2018-01-02 14:15:00,153.9204,2018-01-02 14:15:00,41.0,2018-01-02 14:15:00,387.0,2018-01-02 14:15:00,95.4,677.3204
2018-01-02 14:30:00,160.4256,2018-01-02 14:30:00,17.75,2018-01-02 14:30:00,174.0,2018-01-02 14:30:00,82.5,434.67560000000003
2018-01-02 14:45:00,49.0976,2018-01-02 14:45:00,20.75,2018-01-02 14:45:00,108.0,2018-01-02 14:45:00,66.30000000000001,244.1476
2018-01-02 15:00:00,28.7052,2018-01-02 15:00:00,17.5,2018-01-02 15:00:00,63.0,2018-01-02 15:00:00,43.2,152.4052
2018-01-02 15:15:00,14.0736,2018-01-02 15:15:00,15.25,2018-01-02 15:15:00,49.0,2018-01-02 15:15:00,49.800000000000004,128.1236
2018-01-02 15:30:00,5.8328,2018-01-02 15:30:00,4.25,2018-01-02 15:30:00,22.0,2018-01-02 15:30:00,56.099999999999994,88.18279999999999
2018-01-02 15:45:00,2.7824,2018-01-02 15:45:00,0.5,2018-01-02 15:45:00,2.0,2018-01-02 15:45:00,33.599999999999994,38.8824
2018-01-02 16:00:00,0.1248,2018-01-02 16:00:00,0.0,2018-01-02 16:00:00,0.0,2018-01-02 16:00:00,3.9000000000000004,4.0248
2018-01-02 16:15:00,0.0,2018-01-02 16:15:00,0.0,2018-01-02 16:15:00,0.0,2018-01-02 16:15:00,0.0,0.0
2018-01-02 16:30:00,0.0,2018-01-02 16:30:00,0.0,2018-01-02 16:30:00,0.0,2018-01-02 16:30:00,0.0,0.0
2018-01-02 16:45:00,0.0,2018-01-02 16:45:00,0.0,2018-01-02 16:45:00,0.0,2018-01-02 16:45:00,0.0,0.0
2018-01-02 17:00:00,0.0,2018-01-02 17:00:00,0.0,2018-01-02 17:00:00,0.0,2018-01-02 17:00:00,0.0,0.0
2018-01-02 17:15:00,0.0,2018-01-02 17:15:00,0.0,2018-01-02 17:15:00,0.0,2018-01-02 17:15:00,0.0,0.0
2018-01-02 17:30:00,0.0,2018-01-02 17:30:00,0.0,2018-01-02 17:30:00,0.0,2018-01-02 17:30:00,0.0,0.0
2018-01-02 17:45:00,0.0,2018-01-02 17:45:00,0.0,2018-01-02 17:45:00,0.0,2018-01-02 17:45:00,0.0,0.0
2018-01-02 18:00:00,0.0,2018-01-02 18:00:00,0.0,2018-01-02 18:00:00,0.0,2018-01-02 18:00:00,0.0,0.0
2018-01-02 18:15:00,0.0,2018-01-02 18:15:00,0.0,2018-01-02 18:15:00,0.0,2018-01-02 18:15:00,0.0,0.0
2018-01-02 18:30:00,0.0,2018-01-02 18:30:00,0.0,2018-01-02 18:30:00,0.0,2018-01-02 18:30:00,0.0,0.0
2018-01-02 18:45:00,0.0,2018-01-02 18:45:00,0.0,2018-01-02 18:45:00,0.0,2018-01-02 18:45:00,0.0,0.0
2018-01-02 19:00:00,0.0,2018-01-02 19:00:00,0.0,2018-01-02 19:00:00,0.0,2018-01-02 19:00:00,0.0,0.0
2018-01-02 19:15:00,0.0,2018-01-02 19:15:00,0.0,2018-01-02 19:15:00,0.0,2018-01-02 19:15:00,0.0,0.0
2018-01-02 19:30:00,0.0,2018-01-02 19:30:00,0.0,2018-01-02 19:30:00,0.0,2018-01-02 19:30:00,0.0,0.0
2018-01-02 19:45:00,0.0,2018-01-02 19:45:00,0.0,2018-01-02 19:45:00,0.0,2018-01-02 19:45:00,0.0,0.0
2018-01-02 20:00:00,0.0,2018-01-02 20:00:00,0.0,2018-01-02 20:00:00,0.0,2018-01-02 20:00:00,0.0,0.0
2018-01-02 20:15:00,0.0,2018-01-02 20:15:00,0.0,2018-01-02 20:15:00,0.0,2018-01-02 20:15:00,0.0,0.0
2018-01-02 20:30:00,0.0,2018-01-02 20:30:00,0.0,2018-01-02 20:30:00,0.0,2018-01-02 20:30:00,0.0,0.0
2018-01-02 20:45:00,0.0,2018-01-02 20:45:00,0.0,2018-01-02 20:45:00,0.0,2018-01-02 20:45:00,0.0,0.0
2018-01-02 21:00:00,0.0,2018-01-02 21:00:00,0.0,2018-01-02 21:00:00,0.0,2018-01-02 21:00:00,0.0,0.0
2018-01-02 21:15:00,0.0,2018-01-02 21:15:00,0.0,2018-01-02 21:15:00,0.0,2018-01-02 21:15:00,0.0,0.0
2018-01-02 21:30:00,0.0,2018-01-02 21:30:00,0.0,2018-01-02 21:30:00,0.0,2018-01-02 21:30:00,0.0,0.0
2018-01-02 21:45:00,0.0,2018-01-02 21:45:00,0.0,2018-01-02 21:45:00,0.0,2018-01-02 21:45:00,0.0,0.0
2018-01-02 22:00:00,0.0,2018-01-02 22:00:00,0.0,2018-01-02 22:00:00,0.0,2018-01-02 22:00:00,0.0,0.0
2018-01-02 22:15:00,0.0,2018-01-02 22:15:00,0.0,2018-01-02 22:15:00,0.0,2018-01-02 22:15:00,0.0,0.0
2018-01-02 22:30:00,0.0,2018-01-02 22:30:00,0.0,2018-01-02 22:30:00,0.0,2018-01-02 22:30:00,0.0,0.0
2018-01-02 22:45:00,0.0,2018-01-02 22:45:00,0.0,2018-01-02 22:45:00,0.0,2018-01-02 22:45:00,0.0,0.0
2018-01-02 23:00:00,0.0,2018-01-02 23:00:00,0.0,2018-01-02 23:00:00,0.0,2018-01-02 23:00:00,0.0,0.0
