Date;week;0:15:0;0:30:0;0:45:0;1:0:0;1:15:0;1:30:0;1:45:0;2:0:0;2:15:0;2:30:0;2:45:0;3:0:0;3:15:0;3:30:0;3:45:0;4:0:0;4:15:0;4:30:0;4:45:0;5:0:0;5:15:0;5:30:0;5:45:0;6:0:0;6:15:0;6:30:0;6:45:0;7:0:0;7:15:0;7:30:0;7:45:0;8:0:0;8:15:0;8:30:0;8:45:0;9:0:0;9:15:0;9:30:0;9:45:0;10:0:0;10:15:0;10:30:0;10:45:0;11:0:0;11:15:0;11:30:0;11:45:0;12:0:0;12:15:0;12:30:0;12:45:0;13:0:0;13:15:0;13:30:0;13:45:0;14:0:0;14:15:0;14:30:0;14:45:0;15:0:0;15:15:0;15:30:0;15:45:0;16:0:0;16:15:0;16:30:0;16:45:0;17:0:0;17:15:0;17:30:0;17:45:0;18:0:0;18:15:0;18:30:0;18:45:0;19:0:0;19:15:0;19:30:0;19:45:0;20:0:0;20:15:0;20:30:0;20:45:0;21:0:0;21:15:0;21:30:0;21:45:0;22:0:0;22:15:0;22:30:0;22:45:0;23:0:0;23:15:0;23:30:0;23:45:0;0:0:0
2018-7-13;1;46.488;46.488;45.24;47.112;46.8;45.552;45.864;46.8;45.864;46.176;45.552;46.176;46.8;47.112;47.424;47.112;45.24;46.8;46.8;47.424;45.552;41.808;43.992;43.056;43.68;43.368;43.992;44.616;44.928;45.24;48.36;49.92;50.232;50.856;52.728;50.856;51.48;50.544;51.48;52.104;51.792;52.728;52.728;50.856;50.544;50.544;50.856;51.168;49.92;50.544;50.232;51.168;49.608;49.92;50.856;52.416;50.544;50.544;49.92;49.92;49.296;48.984;49.608;48.672;47.736;46.488;48.672;47.112;48.36;46.488;45.552;45.552;44.304;43.992;44.928;44.304;43.992;44.304;44.304;44.616;43.68;43.68;44.928;46.488;46.488;45.552;44.928;44.616;45.24;45.552;46.176;44.616;44.928;43.68;46.176;44.928
2018-7-14;0;44.616;44.304;45.552;44.616;44.304;45.24;44.616;44.928;44.304;44.928;45.864;44.304;43.992;44.616;45.552;44.928;44.616;45.24;44.928;44.304;44.928;44.616;45.552;44.304;44.616;43.056;45.864;44.616;41.808;41.808;43.056;41.808;42.432;41.496;42.744;43.368;44.616;43.992;43.056;43.992;43.68;43.368;42.432;42.432;42.744;43.056;42.12;43.056;42.744;43.056;43.68;43.992;42.12;42.744;43.68;43.368;43.056;43.056;43.992;42.744;42.432;43.056;42.432;44.928;43.68;42.12;43.056;43.68;43.992;43.368;42.744;43.056;42.432;42.12;43.056;43.68;43.68;43.992;43.68;43.68;43.68;41.808;42.432;43.68;45.552;44.616;44.928;44.304;45.24;44.928;44.616;45.24;44.304;44.928;44.616;45.24
2018-7-15;0;44.928;45.552;44.928;44.304;44.616;45.864;44.304;44.616;43.992;44.928;44.616;44.928;44.928;44.616;43.992;44.616;44.928;44.304;44.616;44.928;44.304;44.928;42.744;42.12;41.808;43.056;41.808;42.432;42.12;42.744;41.808;43.056;40.56;43.368;42.432;42.12;42.432;43.68;43.368;42.12;43.992;43.68;43.056;43.056;44.304;41.808;43.368;43.68;42.744;44.616;42.432;43.68;43.056;43.992;43.368;43.68;43.368;43.68;43.056;43.992;43.368;43.368;43.68;43.056;43.992;43.368;43.368;43.992;42.744;43.68;43.992;43.368;43.992;43.68;43.68;43.68;43.68;43.68;43.992;43.68;43.68;44.928;44.928;43.992;45.24;46.176;46.488;46.488;46.8;45.864;47.424;46.176;45.24;46.488;45.24;46.176
2018-7-16;1;46.488;45.864;44.928;46.488;46.176;45.24;45.864;46.176;45.24;45.24;45.552;45.552;46.488;45.552;45.24;45.552;46.176;44.616;46.176;45.24;43.368;42.432;41.808;42.12;42.432;42.744;42.744;44.304;44.304;46.8;49.608;55.536;51.792;52.104;53.976;54.912;55.848;54.6;55.848;53.352;52.416;53.352;53.664;53.664;51.48;50.544;52.104;53.04;52.104;52.728;52.416;53.664;53.352;54.912;56.16;57.096;56.16;54.912;57.408;57.72;55.536;54.912;53.976;55.536;53.664;52.104;51.792;50.544;48.984;48.048;47.736;46.8;47.112;44.928;45.864;44.304;44.928;45.552;44.616;45.864;44.304;45.864;47.736;49.296;47.112;45.24;45.864;46.8;45.24;45.552;45.864;45.864;45.552;44.928;46.8;46.8
2018-7-17;1;45.552;45.864;43.992;46.176;45.552;45.552;44.616;45.864;45.864;45.24;45.24;45.24;45.864;46.176;45.864;45.864;46.176;45.24;44.616;45.864;45.24;43.056;41.808;42.744;42.432;43.056;43.056;43.368;46.176;46.488;47.736;49.92;52.104;50.544;50.232;53.04;51.168;50.856;50.856;51.168;50.232;52.416;51.168;51.792;50.856;49.92;51.48;50.232;51.792;51.168;52.728;53.04;52.728;52.104;51.48;51.792;51.168;52.416;51.48;51.168;51.792;51.792;53.976;52.416;50.544;51.48;52.104;49.296;47.424;47.112;48.048;47.112;45.864;46.8;45.864;44.304;44.304;44.928;45.552;45.864;45.864;46.488;45.552;48.672;48.048;47.424;47.424;46.176;45.552;45.864;46.176;45.552;45.552;46.488;45.864;45.552
2018-7-18;1;45.864;46.8;45.552;46.8;45.552;45.24;46.488;45.552;45.24;45.864;45.864;45.24;46.176;45.24;45.552;45.864;46.176;45.552;45.864;45.24;43.68;42.432;42.12;43.056;45.552;45.864;44.616;43.68;46.176;49.608;49.92;50.856;49.92;51.792;53.04;52.104;52.104;53.352;55.224;53.976;54.6;54.288;54.912;53.04;53.976;53.664;53.04;52.104;53.352;53.04;54.6;53.664;54.912;53.04;53.976;55.224;56.472;55.224;53.352;53.976;53.976;54.912;53.976;52.728;52.104;52.104;50.544;50.232;47.736;46.488;45.552;45.24;45.864;45.864;45.552;47.112;48.36;46.488;46.8;45.864;46.8;47.112;45.552;45.864;44.928;46.176;45.552;45.864;44.928;44.928;45.24;44.928;45.24;46.176;46.176;45.864
2018-7-19;1;44.616;44.616;44.928;45.552;44.928;45.24;44.616;43.368;46.176;46.488;45.864;43.992;45.864;44.616;45.552;44.616;45.24;45.24;44.928;45.24;43.68;43.368;42.432;43.68;41.496;43.68;44.928;44.616;46.8;47.736;49.92;49.608;49.608;48.984;53.04;52.104;52.416;55.224;54.6;55.536;55.848;53.976;53.976;55.224;54.288;52.104;51.792;51.168;51.792;52.104;53.04;51.48;52.416;53.04;56.784;55.848;54.6;54.288;54.912;54.6;55.224;54.6;53.664;53.352;53.664;49.608;48.672;49.296;49.92;48.984;48.36;45.864;47.736;46.8;46.488;43.68;43.68;43.056;45.24;44.304;44.616;44.928;45.552;43.992;43.992;44.616;45.864;44.928;44.928;44.616;43.368;45.552;43.992;44.928;44.616;44.304
2018-7-20;1;44.928;44.928;45.552;44.616;44.616;45.24;45.24;44.616;44.304;45.24;45.24;44.304;43.992;45.864;44.616;43.992;44.928;43.68;44.928;44.304;44.304;42.12;41.808;43.368;42.12;42.432;41.808;45.552;44.304;47.112;47.424;48.984;50.544;49.92;50.232;51.168;50.856;53.664;52.728;51.168;52.416;52.416;50.856;50.856;51.792;50.544;50.232;53.04;51.792;48.984;49.608;48.36;52.104;51.168;51.792;50.856;49.608;50.232;49.92;51.792;50.856;53.04;52.416;51.168;52.104;49.608;49.296;46.488;44.928;45.864;44.616;44.928;45.24;42.744;44.304;43.992;43.992;42.744;44.616;42.744;43.056;43.368;44.616;44.304;45.24;45.24;45.24;45.552;43.992;44.928;44.928;44.304;44.616;45.24;44.616;45.24
2018-7-21;0;44.928;43.992;45.864;44.928;43.992;44.928;44.928;46.176;44.928;45.552;44.616;43.368;45.864;44.616;44.304;44.616;44.616;44.304;44.616;43.992;44.616;41.496;41.496;41.184;41.808;41.808;42.744;42.744;42.432;44.928;44.616;42.744;43.68;43.992;44.928;44.616;43.992;43.368;46.176;46.176;45.864;44.304;44.304;45.552;46.488;46.488;44.928;47.112;46.8;46.488;46.176;45.24;48.048;46.488;47.424;46.488;47.112;47.424;46.176;47.736;47.424;47.424;46.8;44.928;45.24;45.552;45.864;44.928;44.928;45.864;44.304;43.368;44.616;46.176;43.68;43.992;44.616;42.432;43.992;42.432;42.744;43.368;44.616;45.24;46.176;46.8;46.176;46.488;45.24;46.176;46.8;45.552;45.864;45.864;45.552;46.8
2018-7-22;0;46.8;46.176;45.24;44.928;44.928;46.488;45.864;44.304;46.488;45.552;45.552;44.616;44.928;43.992;46.8;46.8;45.552;44.616;44.928;44.928;43.368;42.12;41.184;41.496;41.808;41.808;41.808;41.184;42.12;41.496;41.496;41.496;42.12;42.12;43.68;42.12;42.12;42.744;41.808;42.432;43.368;42.744;42.12;43.992;42.432;43.368;41.496;43.368;41.808;42.12;43.68;43.056;43.056;42.744;42.432;43.056;42.744;41.184;43.368;42.744;42.744;42.744;42.744;43.056;42.432;42.12;42.12;43.368;42.12;42.432;42.12;43.056;42.744;44.304;43.056;42.432;43.368;42.744;42.432;42.12;43.992;47.112;46.8;45.552;46.8;44.928;45.864;46.8;44.928;44.616;45.24;44.616;45.552;43.992;46.8;47.112
2018-7-23;1;44.928;44.928;45.24;44.616;45.24;44.616;45.552;44.928;45.24;46.176;44.928;44.304;45.552;45.552;44.928;44.928;46.176;45.24;45.864;42.744;42.432;42.744;42.12;43.056;43.368;44.304;43.992;44.304;47.736;49.296;48.672;50.544;51.168;51.792;50.544;52.104;52.416;50.856;51.48;50.856;48.672;49.296;50.232;49.608;50.544;49.608;50.232;50.544;52.416;53.04;51.792;54.6;53.352;53.976;53.976;53.664;54.912;53.352;53.664;53.04;53.04;51.48;52.728;52.416;51.792;52.728;51.48;50.232;50.544;49.608;49.608;49.296;48.048;46.488;46.8;46.8;47.424;47.736;46.176;45.24;45.552;44.304;43.992;45.864;46.176;46.488;46.488;46.176;47.424;46.488;45.552;47.112;45.864;45.864;46.176;46.176
2018-7-24;1;45.552;45.24;46.488;45.24;46.176;43.992;46.488;44.928;45.24;45.864;45.864;45.864;45.552;44.928;45.864;46.8;46.488;44.928;46.176;45.864;44.928;43.368;43.992;42.744;43.368;43.368;43.992;44.928;48.984;46.488;47.424;48.984;49.296;48.672;51.168;53.352;52.104;51.168;52.416;52.728;53.664;54.6;52.416;54.288;52.728;53.04;51.792;53.04;55.536;55.848;54.288;55.224;53.352;55.536;54.288;53.976;54.6;54.288;54.288;53.352;53.664;56.16;54.912;56.472;54.6;52.728;52.104;51.168;50.856;50.544;48.984;48.048;48.36;47.424;46.8;47.424;46.8;46.8;44.928;46.8;45.24;45.864;43.992;45.552;47.112;47.112;47.112;46.8;47.112;47.424;47.112;46.488;45.552;46.8;47.736;46.488
2018-7-25;1;46.8;45.552;46.488;46.176;45.552;47.736;47.736;46.8;46.488;46.8;45.24;44.928;45.552;45.864;45.864;45.864;46.176;45.552;46.488;45.24;45.864;43.368;43.68;43.368;43.368;44.928;44.928;46.176;49.608;48.672;48.048;49.296;51.48;50.544;51.48;52.104;51.168;51.168;49.608;51.168;51.168;49.92;52.416;52.728;51.792;51.48;49.92;51.48;53.352;53.352;53.04;51.168;55.224;53.352;54.912;53.976;55.224;54.6;56.784;53.976;53.976;54.288;56.16;55.536;53.976;51.48;50.856;50.856;51.792;49.92;48.984;49.608;48.36;48.048;47.736;46.176;48.36;46.176;46.488;44.928;45.24;45.552;48.36;47.112;47.424;48.048;47.736;48.984;47.736;47.736;47.736;47.424;47.112;47.736;46.8;47.424
2018-7-26;1;47.424;48.048;47.112;46.488;45.552;47.112;46.8;45.864;46.176;46.488;46.176;45.552;46.176;46.8;45.864;46.176;45.864;46.176;47.112;44.616;43.992;41.808;43.056;43.992;43.056;43.68;42.432;45.24;48.984;46.176;48.048;50.544;49.608;51.168;49.92;50.232;51.48;50.856;50.544;51.792;52.728;50.232;52.104;50.544;50.232;51.168;51.48;51.792;49.92;52.104;49.608;51.48;51.48;53.352;53.352;55.224;54.288;56.16;55.536;54.6;56.16;56.16;55.848;54.288;54.6;52.728;50.232;50.544;49.608;49.296;48.048;47.736;49.608;47.112;46.176;47.424;46.488;48.36;47.112;46.8;48.984;48.984;47.112;47.424;48.672;48.36;48.36;48.36;48.048;47.112;48.36;48.048;48.048;47.424;48.36;48.36
2018-7-27;1;47.112;48.048;47.736;46.488;48.048;48.36;47.112;47.112;47.112;47.736;45.24;46.8;46.8;47.112;46.8;46.176;46.488;46.176;45.552;44.928;44.304;43.68;43.368;42.744;43.368;43.68;43.992;46.488;48.672;48.672;47.736;50.544;51.48;50.856;50.856;53.04;53.664;50.232;51.48;50.544;52.104;51.48;54.288;52.416;53.976;55.848;53.664;54.912;55.848;55.848;56.472;57.408;59.28;58.032;59.592;57.72;56.472;58.344;55.536;55.224;56.16;57.408;57.408;54.6;55.848;53.04;52.104;52.104;50.544;49.296;48.36;46.176;45.552;47.736;47.112;44.928;45.24;46.176;44.928;46.176;45.552;45.552;45.552;46.176;47.736;47.736;46.488;47.424;46.8;47.424;45.552;46.488;47.112;47.112;47.112;46.8
2018-7-28;0;47.424;47.736;45.864;47.736;47.736;45.864;46.8;47.424;46.8;47.424;47.424;47.112;46.176;47.112;46.488;46.488;45.552;46.488;46.488;47.736;46.8;46.488;47.112;46.176;43.368;42.744;43.056;42.744;43.056;43.056;43.992;43.68;44.304;44.616;43.992;44.616;43.992;43.056;43.368;43.368;43.68;44.304;44.616;44.304;44.616;44.928;44.616;44.616;44.928;44.616;45.552;45.24;44.928;44.928;44.928;44.928;44.304;43.992;44.928;44.928;45.24;45.24;44.304;44.304;44.616;44.304;44.928;44.616;44.616;44.928;44.304;45.552;44.928;44.304;43.992;43.68;43.992;43.992;43.992;43.992;44.304;43.992;45.552;47.424;47.112;47.112;47.112;46.8;46.8;47.112;46.488;46.176;46.8;46.8;47.424;46.176
2018-7-29;0;47.424;47.112;46.176;47.112;45.552;45.864;47.424;46.488;46.488;46.176;47.424;47.112;45.864;46.176;45.864;46.8;47.424;45.864;46.8;45.864;44.616;42.432;43.68;43.68;43.368;42.744;43.056;43.992;43.368;43.368;43.68;43.68;43.68;44.304;44.616;43.68;43.68;43.992;43.368;43.992;44.616;44.304;44.616;44.928;44.928;45.24;45.552;46.176;45.864;46.8;46.176;45.552;45.552;47.424;45.864;46.488;46.176;46.8;45.864;46.488;45.864;47.112;46.176;47.112;46.488;46.488;45.864;45.552;45.552;45.24;44.928;45.864;45.552;45.552;45.24;44.928;45.552;45.24;45.552;45.24;44.928;45.864;46.488;47.736;48.048;47.424;47.736;47.112;47.424;46.488;47.736;47.424;47.736;47.424;48.048;47.736
2018-7-30;1;48.672;47.736;47.736;47.736;48.048;47.424;47.736;48.048;47.112;47.112;48.048;47.736;47.112;48.36;48.36;48.36;48.048;46.8;46.488;47.112;47.424;45.24;44.616;44.304;44.304;43.992;46.176;47.736;50.544;49.92;49.608;51.792;51.168;53.664;55.224;54.288;56.472;56.784;56.472;58.968;57.408;58.344;58.032;58.344;58.656;61.776;63.024;63.96;64.584;64.896;64.896;65.208;63.648;62.4;61.464;60.528;62.712;63.336;68.016;70.824;73.632;64.584;63.648;59.592;59.592;57.096;56.472;55.848;53.352;53.04;50.544;48.048;48.672;49.296;51.168;46.8;47.112;47.736;48.36;48.984;48.048;47.112;48.984;50.856;49.608;48.048;49.296;49.608;51.792;47.112;48.048;47.424;50.232;49.296;47.424;47.424
2018-7-31;1;47.736;49.296;47.424;45.864;46.176;48.672;50.544;46.8;46.8;46.8;48.672;47.424;45.552;46.488;46.8;46.8;48.672;45.552;45.864;48.672;48.36;43.056;42.432;43.68;46.488;45.864;45.864;47.112;49.92;53.664;50.856;50.856;53.04;53.976;53.352;55.848;53.976;55.536;58.032;58.656;56.472;61.464;66.144;63.336;60.216;60.528;64.272;65.52;66.456;63.96;61.152;61.776;66.768;66.768;68.64;64.584;64.896;62.088;62.4;64.896;67.704;61.776;57.408;59.592;60.528;54.6;52.728;53.04;53.04;51.168;51.168;50.232;49.608;43.992;43.68;46.8;47.112;45.864;44.928;44.928;44.928;46.176;46.8;46.488;46.176;46.8;46.176;46.176;45.864;46.176;45.552;46.176;46.8;46.8;46.176;46.176
2018-8-1;1;47.112;47.112;46.488;46.8;47.112;46.8;46.488;46.8;46.176;46.488;46.8;46.176;46.8;46.176;46.176;45.552;47.112;47.112;47.112;46.488;46.176;44.304;44.616;44.616;46.176;45.552;45.24;45.24;46.488;47.112;50.232;51.168;54.912;52.728;54.288;54.288;56.472;57.408;57.096;57.096;56.16;58.968;62.088;61.464;62.4;63.648;63.024;58.656;58.968;58.968;60.528;60.216;60.528;59.28;64.584;62.712;57.408;59.592;58.032;57.72;57.72;58.656;59.592;56.784;53.976;53.352;52.728;51.48;50.856;49.92;49.608;49.608;48.984;48.672;49.92;50.232;50.232;52.416;51.792;52.728;51.168;52.728;51.48;50.856;52.104;51.168;51.48;51.168;51.168;50.856;50.544;50.544;50.856;50.544;50.544;49.608
2018-8-2;1;50.544;50.544;49.92;49.296;50.544;50.544;49.296;49.92;49.296;49.92;48.984;48.672;49.296;48.984;48.672;48.984;49.296;48.36;48.36;48.672;48.36;46.488;46.8;45.552;46.488;46.8;46.176;48.672;50.544;51.168;51.792;51.48;52.416;54.6;56.472;53.04;56.472;58.968;59.28;57.096;57.096;58.656;56.784;60.216;65.52;63.96;66.456;64.584;65.208;64.896;65.208;65.832;62.712;61.464;63.96;61.152;62.4;63.648;62.712;63.648;59.592;61.152;60.216;60.84;61.152;59.28;57.72;56.472;56.16;55.224;52.104;52.728;51.792;51.48;46.8;48.048;46.8;46.176;47.112;48.984;49.608;50.544;50.544;50.544;49.296;49.92;48.36;48.672;48.984;49.296;48.984;50.544;49.608;49.296;49.296;49.608
2018-8-3;1;49.608;49.296;48.984;49.296;49.608;49.296;49.296;48.672;49.296;48.984;49.296;49.296;48.984;48.984;49.296;49.608;48.672;48.984;48.984;48.984;46.8;46.176;45.864;45.864;46.176;46.488;46.488;48.048;48.36;49.92;53.976;53.04;54.6;55.536;56.472;55.536;58.656;59.28;58.344;57.408;56.472;58.968;60.216;58.344;57.72;61.152;59.28;60.528;58.344;61.464;59.28;58.344;58.344;58.656;59.904;58.968;58.968;57.096;60.216;64.272;60.216;63.024;56.16;56.472;55.224;55.848;53.976;53.352;53.04;52.416;53.04;51.48;52.104;50.856;52.104;49.608;50.856;50.232;52.416;50.856;51.792;51.168;51.48;50.544;52.104;51.792;50.544;51.168;51.168;52.104;51.792;51.48;52.416;52.728;52.728;51.792
2018-8-4;0;52.104;52.416;51.168;52.104;51.792;51.792;51.168;51.792;50.856;50.856;50.232;50.856;51.48;51.168;50.544;50.856;50.544;49.296;49.296;49.92;47.112;44.928;44.928;44.928;45.552;44.928;45.864;44.928;46.8;46.176;45.864;48.048;48.048;48.984;49.608;48.672;48.048;48.984;47.424;48.048;46.488;48.984;48.36;47.424;48.36;47.736;48.672;49.296;48.672;48.672;48.984;48.36;50.232;49.92;48.36;48.984;49.296;49.92;49.92;51.168;49.92;49.296;49.296;50.544;51.168;45.864;46.8;47.736;47.424;47.424;46.176;45.864;45.552;46.176;45.864;46.176;45.552;45.552;45.864;45.864;45.864;47.424;47.424;48.984;48.984;48.984;47.736;48.672;49.296;49.608;46.8;49.296;50.232;50.232;50.544;50.544
2018-8-5;0;50.232;50.232;50.544;49.92;50.232;49.92;49.608;49.92;49.92;49.92;49.608;49.608;49.608;48.984;50.232;49.608;49.608;49.296;49.92;49.296;48.984;48.984;45.552;45.552;46.176;45.864;45.552;46.488;45.552;45.864;46.8;46.8;46.488;46.8;47.112;47.112;47.112;47.424;47.112;46.176;46.488;46.176;46.176;45.864;45.24;45.864;45.552;45.552;45.864;44.616;44.928;44.928;44.616;46.488;46.488;44.616;46.488;46.488;46.488;46.8;46.8;47.112;47.112;47.424;46.176;46.488;46.176;45.864;46.176;46.488;46.176;45.864;46.176;45.864;46.176;45.864;46.176;46.176;46.176;46.488;47.112;46.8;48.984;48.984;48.36;48.36;48.048;45.864;47.112;48.048;47.424;48.048;48.048;47.736;48.672;48.984
2018-8-6;1;48.672;47.736;48.36;48.048;48.048;48.048;48.672;47.424;48.36;47.424;47.424;48.36;48.048;47.736;48.672;46.488;48.36;47.736;47.736;47.424;48.048;45.24;43.992;43.368;43.992;43.992;44.928;46.8;48.36;50.544;50.856;54.288;54.6;55.848;56.472;58.656;58.344;58.032;58.344;58.968;57.72;56.472;57.72;57.408;59.904;60.84;62.088;61.464;61.776;62.712;63.024;64.584;62.712;63.96;63.336;62.4;61.152;63.024;62.712;63.024;61.776;61.464;62.088;62.088;61.776;58.968;56.784;51.48;53.352;52.416;51.792;46.176;46.488;47.112;46.488;46.488;45.864;46.176;46.176;46.488;48.048;48.984;49.92;50.544;49.92;49.296;48.984;48.672;47.112;48.672;48.36;47.424;48.048;47.424;46.8;46.8
2018-8-7;1;46.488;47.112;46.488;46.488;46.176;45.864;45.864;45.864;44.304;45.24;44.304;43.992;44.304;44.304;45.24;43.992;43.992;43.992;43.992;43.992;44.616;41.808;41.496;42.744;41.184;42.12;43.056;45.864;46.176;49.608;48.048;50.856;52.416;52.104;53.352;54.6;56.16;58.968;57.096;54.6;57.408;58.032;58.344;58.344;58.968;58.968;61.464;62.712;66.456;61.776;62.712;61.464;60.216;60.216;59.904;64.896;66.768;64.584;60.84;60.216;63.336;63.024;63.648;63.336;58.032;55.536;55.536;53.976;52.104;54.288;52.728;51.48;50.856;51.48;52.728;51.792;51.792;51.792;51.168;51.792;53.976;52.728;52.104;52.104;51.792;51.48;51.168;52.104;50.544;50.544;52.104;51.48;49.296;51.48;51.168;50.232
2018-8-8;1;49.92;49.608;49.608;50.544;49.92;49.296;48.984;50.856;48.984;49.92;49.296;48.672;49.296;48.048;48.048;47.736;48.36;47.736;47.112;46.488;46.488;46.176;48.048;45.864;46.8;45.24;45.24;46.488;49.296;51.168;49.92;53.976;52.104;51.168;53.352;52.728;55.224;52.104;53.664;53.976;55.848;57.408;56.16;57.408;54.912;55.536;51.792;53.976;60.528;57.408;57.408;57.096;57.72;56.784;59.28;61.464;61.464;63.336;58.968;61.464;60.216;59.904;58.968;58.968;58.032;58.656;58.656;55.224;55.536;54.6;55.224;54.6;53.352;52.104;53.04;50.856;51.48;50.232;51.168;54.6;53.04;51.48;51.48;50.232;49.296;48.984;49.92;49.92;50.232;50.544;49.296;50.544;50.856;50.544;50.544;50.232
2018-8-9;1;49.92;50.544;50.544;50.232;49.296;50.232;50.232;49.296;48.984;49.608;49.92;49.92;49.608;48.984;48.984;48.048;48.672;49.92;48.984;48.36;47.424;44.928;46.176;44.616;46.488;46.176;47.736;46.8;49.608;52.104;54.6;55.848;55.536;55.536;56.472;54.912;57.72;57.72;58.656;59.592;61.152;63.024;62.4;59.592;62.088;62.4;59.28;60.84;63.024;66.456;62.712;62.4;64.584;66.456;63.024;63.96;65.52;70.2;62.4;60.216;66.144;65.52;65.832;65.52;61.776;59.28;58.968;58.344;57.72;56.472;56.16;55.536;52.104;53.664;53.664;53.352;51.48;53.664;52.104;51.168;53.04;52.104;52.104;48.984;49.608;48.672;48.984;48.048;49.296;49.92;49.92;49.92;49.92;49.608;50.544;49.92
2018-8-10;1;50.856;50.544;50.232;50.232;50.232;49.92;49.608;49.92;49.608;49.92;48.048;48.672;47.736;48.984;49.608;48.984;48.984;48.36;49.296;49.296;48.672;48.672;46.176;45.864;45.864;46.488;48.048;48.672;49.608;50.544;49.296;53.352;52.416;51.48;51.168;55.848;58.656;56.784;62.088;63.024;64.584;59.904;62.088;61.464;60.84;60.528;59.28;61.152;61.776;57.408;59.904;62.712;63.336;57.096;58.656;59.592;58.656;58.968;57.72;57.72;57.096;56.784;56.16;54.6;53.976;53.664;54.912;52.416;51.48;49.296;49.608;51.168;54.912;54.288;54.912;55.848;53.664;49.92;49.92;50.232;49.92;50.232;49.608;50.544;48.36;47.736;48.36;47.112;47.424;47.736;47.736;47.424;48.36;48.048;47.424;48.36
2018-8-11;0;48.36;47.736;47.424;48.36;48.36;47.424;47.424;47.112;48.672;47.736;47.424;47.736;46.8;45.864;45.552;45.552;45.864;45.24;44.928;45.24;43.992;45.24;44.304;44.304;43.056;43.056;42.744;42.12;43.368;42.744;43.056;43.056;43.68;43.368;42.744;43.68;43.056;43.68;43.056;44.304;43.68;43.68;45.24;46.176;44.304;42.744;44.304;44.928;44.616;44.616;43.68;43.368;44.304;43.992;43.68;43.056;44.304;44.304;44.928;47.424;45.864;45.864;46.488;47.112;45.864;45.552;45.552;45.552;45.552;45.864;45.864;45.552;45.864;45.552;45.24;46.176;46.176;45.24;45.864;46.176;46.488;47.736;48.36;48.048;46.488;48.048;47.112;47.112;47.424;47.112;46.176;46.176;45.552;45.864;46.176;45.24
2018-8-12;0;46.176;45.552;45.24;45.552;45.24;45.552;46.488;45.552;44.304;43.368;44.616;44.304;43.992;43.68;43.992;44.304;44.304;44.304;44.304;44.304;44.304;44.616;43.68;43.056;41.496;41.184;41.184;41.808;41.184;41.808;41.496;41.808;42.432;41.808;43.368;43.68;43.68;43.68;43.368;44.616;46.176;45.864;45.552;45.552;44.928;45.552;43.68;45.552;45.864;42.12;45.552;44.928;45.24;45.552;45.24;45.24;44.928;43.992;44.928;44.616;43.992;44.304;44.616;44.928;44.928;44.616;44.928;44.928;45.24;44.928;45.552;45.24;44.928;44.928;45.24;44.928;45.552;45.24;43.68;45.552;47.736;48.984;48.672;48.36;48.36;47.112;47.736;47.424;47.424;47.112;47.112;46.488;47.112;46.488;46.8;46.8
2018-8-13;1;46.8;45.864;47.112;45.552;46.488;45.864;45.24;45.864;46.176;46.176;45.864;45.552;45.552;45.24;45.24;44.616;45.552;45.552;44.928;44.928;44.304;42.744;42.432;41.808;42.12;43.056;42.432;44.616;45.552;47.736;48.36;50.856;54.6;54.288;55.224;53.976;56.784;55.224;57.096;53.976;54.6;55.224;57.096;57.408;56.472;59.28;57.096;58.344;59.592;59.904;59.28;61.776;58.344;61.776;61.464;61.776;60.84;58.968;60.528;62.4;60.216;60.216;60.528;58.344;58.032;55.536;55.224;54.912;54.912;51.48;52.416;50.544;48.672;48.672;49.92;48.36;48.048;47.736;48.672;48.048;49.92;49.296;49.608;48.984;49.608;51.168;49.92;50.232;50.232;49.92;49.608;49.608;49.608;49.92;49.608;49.296
2018-8-14;1;49.608;48.36;49.608;49.608;48.984;47.424;48.36;48.048;48.984;48.36;49.296;48.672;48.984;47.424;47.736;47.112;46.176;46.8;46.488;47.736;47.424;46.8;46.176;45.24;45.864;45.552;47.424;47.424;48.672;49.608;50.856;50.856;53.664;54.288;54.288;54.288;58.032;58.656;58.656;57.408;56.16;55.536;56.16;56.472;57.408;58.656;58.344;56.784;56.16;57.408;60.216;58.968;59.904;58.344;58.032;56.472;57.72;56.16;56.472;58.032;57.72;55.536;53.352;56.16;57.408;54.6;52.416;53.976;52.104;51.168;50.856;53.04;50.232;54.288;54.288;53.664;54.6;53.664;55.536;54.6;50.232;51.168;51.168;50.856;50.544;50.544;49.296;50.544;50.232;50.232;49.608;49.296;50.232;50.232;49.92;49.296
2018-8-15;1;50.544;50.232;49.608;48.672;50.232;50.232;49.608;48.048;48.672;49.92;49.608;48.048;49.608;48.672;48.672;49.296;48.36;48.048;48.984;48.672;48.984;48.672;48.048;45.864;45.552;46.488;46.488;48.048;49.296;51.168;50.232;51.48;54.288;53.664;53.976;54.912;58.656;55.536;55.848;55.536;53.352;56.16;54.912;56.784;55.848;54.912;53.976;55.848;57.096;56.472;58.032;56.472;57.096;59.28;60.216;59.904;57.408;57.408;56.784;58.032;58.344;58.032;57.408;57.408;54.6;54.912;53.976;53.04;51.792;50.856;51.48;51.792;49.92;52.104;49.92;48.36;48.984;47.424;48.048;48.984;49.296;49.296;46.8;48.984;48.672;49.296;48.048;49.608;47.736;49.296;47.424;48.984;48.36;48.048;48.672;48.048
