Date;week;0:15:0;0:30:0;0:45:0;1:0:0;1:15:0;1:30:0;1:45:0;2:0:0;2:15:0;2:30:0;2:45:0;3:0:0;3:15:0;3:30:0;3:45:0;4:0:0;4:15:0;4:30:0;4:45:0;5:0:0;5:15:0;5:30:0;5:45:0;6:0:0;6:15:0;6:30:0;6:45:0;7:0:0;7:15:0;7:30:0;7:45:0;8:0:0;8:15:0;8:30:0;8:45:0;9:0:0;9:15:0;9:30:0;9:45:0;10:0:0;10:15:0;10:30:0;10:45:0;11:0:0;11:15:0;11:30:0;11:45:0;12:0:0;12:15:0;12:30:0;12:45:0;13:0:0;13:15:0;13:30:0;13:45:0;14:0:0;14:15:0;14:30:0;14:45:0;15:0:0;15:15:0;15:30:0;15:45:0;16:0:0;16:15:0;16:30:0;16:45:0;17:0:0;17:15:0;17:30:0;17:45:0;18:0:0;18:15:0;18:30:0;18:45:0;19:0:0;19:15:0;19:30:0;19:45:0;20:0:0;20:15:0;20:30:0;20:45:0;21:0:0;21:15:0;21:30:0;21:45:0;22:0:0;22:15:0;22:30:0;22:45:0;23:0:0;23:15:0;23:30:0;23:45:0;0:0:0
2018-4-7;0;43.68;42.744;43.056;42.432;42.744;42.744;42.744;42.744;42.432;42.744;42.432;42.432;43.056;43.056;43.056;42.432;42.432;43.68;42.432;42.432;42.12;42.744;43.056;42.432;40.56;40.248;39.624;41.184;41.184;40.872;40.872;40.56;40.872;40.872;41.184;41.184;40.872;41.184;41.496;42.12;40.872;40.872;41.184;41.808;40.872;41.496;41.184;40.872;41.496;41.496;41.184;40.56;40.872;40.872;40.872;40.56;41.184;40.56;40.872;40.56;40.872;41.184;40.872;41.496;41.496;40.872;41.184;40.248;41.808;41.496;41.808;41.184;42.12;40.872;40.872;41.496;41.184;41.184;43.056;43.368;43.056;43.68;42.744;43.056;43.368;42.744;43.056;43.368;42.744;43.68;43.68;43.368;43.368;43.992;43.992;43.68
2018-4-8;0;43.992;43.992;45.24;44.928;43.68;44.616;44.304;43.68;45.24;43.992;44.304;43.68;44.616;44.304;44.616;44.616;43.992;43.368;44.304;43.368;43.992;43.68;45.552;42.432;42.432;41.496;41.496;42.744;43.056;42.432;41.184;42.744;41.496;42.432;41.808;41.184;40.872;41.496;39.936;41.184;42.12;40.56;41.184;40.248;42.432;41.184;40.872;42.432;41.184;41.808;41.184;41.496;41.184;40.872;41.496;41.496;41.184;41.184;40.56;40.872;42.432;41.496;41.808;41.496;41.496;41.496;41.808;41.184;42.432;41.496;41.496;41.184;41.808;41.184;41.184;42.12;43.992;44.928;46.176;46.176;46.8;45.552;43.056;45.24;43.368;43.992;44.616;44.304;43.992;44.304;43.68;43.992;44.616;43.368;45.24;45.552
2018-4-9;1;43.992;44.928;45.24;43.992;44.304;44.304;43.68;44.616;44.304;43.992;45.24;44.304;44.616;43.992;45.24;43.68;45.24;43.68;44.928;45.24;44.616;43.368;44.304;42.744;40.872;41.496;42.12;44.304;44.928;45.864;43.68;49.296;50.232;51.168;51.168;53.664;54.6;52.416;51.792;51.168;50.856;49.92;52.728;49.296;50.544;49.296;51.168;48.984;49.92;48.048;48.984;50.232;51.48;49.296;52.104;49.608;50.544;51.48;50.544;47.736;51.168;49.296;48.672;51.48;49.296;47.736;47.736;48.048;46.8;43.056;43.368;43.056;42.744;42.744;42.12;43.056;43.68;43.992;50.232;48.984;50.232;48.36;43.992;45.24;45.24;46.8;45.864;46.176;44.616;45.552;43.68;43.68;43.68;43.056;43.368;43.68
2018-4-10;1;43.992;44.304;43.68;43.056;44.928;45.552;44.616;44.928;43.68;43.056;44.304;45.24;43.68;43.68;42.744;43.056;43.68;42.432;43.68;43.368;43.368;41.808;42.744;42.12;41.808;41.496;40.872;42.12;43.368;45.552;46.488;49.92;52.416;50.232;50.856;50.232;51.168;49.608;50.544;49.296;49.92;50.544;50.544;49.296;48.672;48.048;47.736;48.672;49.92;48.048;48.672;51.792;50.544;48.672;50.856;48.984;49.296;49.608;49.296;51.48;51.48;50.856;50.544;50.856;48.984;48.048;47.736;46.176;44.616;44.304;44.616;44.928;43.992;43.68;43.368;43.368;48.984;47.424;47.424;46.176;46.176;45.864;44.928;44.304;44.304;43.68;43.992;43.368;43.68;43.68;43.992;43.368;43.056;44.304;43.056;43.992
2018-4-11;1;44.304;44.304;43.368;44.616;44.304;44.928;43.992;44.304;44.304;43.992;43.992;44.304;44.304;43.992;43.992;44.304;44.616;44.304;43.992;43.68;43.992;43.368;43.368;43.68;41.496;42.12;41.496;42.12;44.304;45.864;46.8;49.296;50.232;51.168;51.48;52.416;51.792;53.04;51.168;50.856;50.544;50.544;49.608;50.544;50.544;49.296;48.672;51.48;47.736;48.984;48.984;52.104;50.232;47.736;50.544;49.608;48.672;49.608;47.736;48.36;48.672;48.048;48.36;46.176;48.672;47.424;50.856;46.488;47.736;44.304;43.992;45.552;44.616;45.552;43.056;44.304;42.432;43.056;44.928;44.928;45.552;44.616;43.68;43.056;43.368;42.744;43.056;43.368;43.368;42.744;43.368;43.368;43.368;43.368;43.368;43.368
2018-4-12;1;42.744;43.368;43.056;43.68;43.368;43.68;43.68;43.68;43.68;43.368;42.744;43.68;43.056;43.68;43.68;43.68;42.744;43.368;43.368;42.12;43.68;43.992;43.68;42.12;41.496;41.184;41.496;42.744;43.056;45.552;48.984;48.048;50.544;50.544;49.296;48.048;50.232;49.92;48.984;49.296;49.296;50.544;49.608;49.608;49.608;48.672;48.984;47.424;48.36;46.8;48.984;50.544;49.608;50.232;47.112;49.296;48.672;49.296;48.048;48.984;48.36;48.36;48.984;48.048;47.112;46.176;46.488;48.984;46.8;45.552;44.304;44.304;42.432;43.68;43.056;43.68;43.992;48.672;48.048;49.608;48.672;49.296;45.552;45.864;43.056;44.304;43.68;43.68;43.992;43.368;43.992;43.68;43.68;43.68;43.68;43.992
2018-4-13;1;43.368;43.368;43.368;43.68;42.744;43.68;43.68;43.68;43.68;43.368;43.056;43.056;43.056;43.056;43.368;43.368;43.368;42.744;43.68;43.68;43.68;43.68;42.432;41.808;42.12;42.432;42.12;42.744;43.68;45.552;46.488;48.048;50.544;48.048;48.672;53.04;52.416;52.728;52.728;52.416;52.104;52.104;52.728;54.6;51.168;50.232;49.608;51.168;49.296;51.792;49.92;51.168;51.48;52.416;49.608;50.544;48.672;48.984;47.736;50.232;48.984;48.36;48.048;47.736;46.488;46.488;45.864;46.488;45.24;43.992;43.368;43.68;42.432;42.12;42.12;43.68;46.488;46.488;48.048;48.672;47.424;47.424;45.864;46.176;45.864;44.616;44.616;44.304;44.304;46.176;44.304;43.992;43.68;43.68;43.68;43.992
2018-4-14;0;43.68;43.368;42.744;43.68;43.368;43.368;43.056;43.368;43.056;43.056;42.744;43.368;43.368;43.056;43.056;43.056;43.368;43.056;42.744;43.056;42.744;42.12;42.432;42.432;40.248;39.936;39.624;39.624;40.248;40.248;39.312;40.56;40.248;40.56;40.248;39.936;40.56;40.56;40.872;42.12;41.808;41.184;41.496;42.432;40.56;41.808;41.184;41.496;41.496;41.496;41.808;41.496;42.12;41.496;41.184;41.184;41.496;41.184;42.744;40.56;42.12;41.808;41.184;41.496;42.432;41.808;41.496;41.496;41.808;41.184;41.184;41.808;41.496;42.12;41.496;41.184;41.496;41.496;42.12;42.744;43.68;44.304;43.68;44.304;43.368;43.368;43.68;43.992;43.68;43.68;43.992;42.744;43.368;43.68;43.68;43.368
2018-4-15;0;43.992;43.68;43.68;43.056;43.056;43.368;43.368;43.368;43.056;43.368;43.368;43.368;43.056;43.368;43.056;43.056;43.056;43.056;43.056;43.056;43.056;42.432;42.12;41.808;41.184;39.936;40.248;39.936;39.624;39.936;40.56;40.56;39.936;40.248;39.936;40.248;40.248;40.248;39.936;39.936;40.56;40.248;40.872;41.184;40.56;40.872;40.248;41.184;40.872;41.808;40.872;41.496;40.872;39.936;42.12;40.56;40.872;41.496;41.184;41.808;40.872;41.496;41.184;42.12;42.12;40.872;41.808;41.808;41.184;40.872;42.12;41.808;42.432;41.496;41.808;42.432;41.496;43.68;44.928;43.368;44.304;43.056;44.304;43.68;43.056;43.056;43.368;43.056;42.12;42.744;43.056;42.744;42.432;42.432;43.056;43.056
2018-4-16;1;43.056;42.12;42.744;42.432;42.744;42.432;42.432;42.744;42.432;42.744;42.432;42.432;41.808;42.432;42.432;42.432;42.432;42.432;41.808;41.496;42.432;43.056;42.12;42.432;39.936;40.872;41.496;41.184;43.68;45.864;46.176;50.544;51.168;50.544;51.48;53.664;52.416;50.544;52.416;53.04;52.416;53.664;53.352;54.288;53.976;52.728;50.856;53.04;52.104;49.92;50.232;48.984;53.04;52.416;54.288;53.04;55.848;54.6;53.04;54.912;54.6;53.04;51.792;49.92;49.92;49.296;48.36;48.048;47.112;45.552;44.928;45.552;44.928;43.992;43.056;47.112;46.8;46.488;47.112;46.8;46.176;46.488;44.304;43.68;43.992;43.056;43.68;43.056;42.432;43.68;43.68;43.056;43.368;42.744;43.368;43.68
2018-4-17;1;43.056;42.744;43.368;42.744;43.056;42.744;43.368;42.744;43.056;43.056;43.368;43.056;42.744;43.68;43.056;41.496;43.056;43.056;43.368;42.744;42.12;43.368;43.056;41.808;41.808;42.432;41.496;42.744;43.992;45.552;46.176;50.232;51.792;52.104;51.168;52.416;53.04;51.792;52.104;52.416;51.792;52.104;51.168;51.48;49.92;49.296;49.608;50.856;49.92;50.544;50.544;48.984;50.856;50.544;49.296;51.168;50.232;51.168;52.728;51.792;52.416;52.416;53.352;52.104;50.232;49.92;47.736;48.048;46.176;44.304;43.992;43.68;41.496;42.432;41.496;41.496;46.176;45.864;43.992;44.928;45.552;46.488;43.992;44.304;43.992;43.992;43.992;43.68;43.68;43.992;43.68;43.992;43.992;43.992;43.68;44.304
2018-4-18;1;43.68;43.68;43.368;43.368;43.68;44.304;43.992;43.68;43.68;43.68;43.68;43.368;43.368;43.368;43.68;43.368;43.68;43.368;43.056;43.992;43.368;42.744;40.56;41.184;39.624;41.496;40.56;42.432;44.304;43.992;45.552;46.488;48.672;48.984;48.984;48.048;49.92;49.296;48.984;50.544;50.856;49.296;49.92;48.672;48.672;49.296;48.36;49.608;47.736;46.8;47.424;46.8;49.296;49.296;48.36;48.984;49.608;48.048;48.36;48.672;49.608;48.672;48.672;48.984;48.36;46.488;47.736;45.864;46.488;45.552;43.992;44.304;45.24;44.304;43.992;43.368;44.304;46.176;46.176;46.8;47.736;46.8;44.616;45.552;43.992;44.304;43.68;43.368;43.368;43.368;43.992;43.992;43.368;43.368;42.744;43.056
2018-4-19;1;43.992;43.368;42.744;43.056;43.368;43.368;43.056;43.056;43.368;43.056;42.744;42.744;43.368;43.056;42.744;42.744;43.368;43.056;42.744;42.432;43.368;42.744;41.496;40.872;40.248;41.496;40.872;41.496;43.368;45.24;44.928;47.112;49.92;49.608;49.92;49.92;48.36;49.608;48.984;49.92;50.232;51.168;50.232;50.856;49.92;48.984;48.048;48.984;48.048;49.608;47.736;49.608;49.608;49.608;48.048;51.168;48.36;51.792;50.232;50.232;48.672;48.048;48.672;50.232;47.736;46.488;48.048;47.112;46.8;43.68;44.928;43.992;43.368;44.928;43.68;43.368;43.992;44.616;46.176;44.616;46.176;45.24;44.304;44.304;44.304;44.616;44.616;44.304;44.304;43.992;43.368;43.368;43.992;43.992;43.368;43.68
2018-4-20;1;44.304;43.68;44.304;43.368;43.68;43.68;43.68;43.68;43.68;43.056;43.056;43.368;43.368;43.368;44.304;42.432;43.68;43.056;43.056;43.368;43.368;42.432;41.808;40.872;40.248;40.56;41.496;42.12;44.928;44.616;47.112;48.048;48.672;48.048;50.856;51.48;51.48;51.792;50.544;48.984;49.296;50.232;48.984;49.92;49.296;51.792;49.296;51.48;48.048;49.608;48.984;51.168;51.792;48.984;49.92;50.544;48.984;51.792;49.92;51.792;48.672;48.672;49.608;49.92;49.92;48.984;47.424;46.488;44.616;42.432;42.12;42.744;42.744;42.12;41.496;40.872;42.12;42.432;45.552;49.92;47.424;45.24;45.552;45.864;44.928;44.304;44.304;43.368;42.744;42.432;43.056;42.744;42.744;43.368;43.056;42.744
2018-4-21;0;42.744;42.12;43.368;42.744;42.432;42.432;42.432;42.12;42.744;42.12;42.432;42.744;42.432;42.744;42.432;42.432;42.432;42.12;41.808;42.432;42.12;42.432;41.184;40.248;39.936;39.936;40.248;39.936;39.936;39.936;39.936;40.248;40.56;39.624;40.248;40.248;40.872;40.248;40.56;41.184;40.56;41.808;41.496;41.496;41.496;42.12;40.872;41.184;41.184;40.56;41.184;41.184;42.12;40.872;41.184;41.496;41.496;42.12;41.184;42.12;41.496;41.184;42.12;42.12;41.808;41.496;41.496;42.12;41.808;40.872;41.496;42.12;41.496;42.12;44.304;42.432;41.808;44.616;44.304;44.616;45.864;45.864;44.616;43.68;44.928;43.68;44.304;43.368;44.304;43.68;43.992;43.368;43.368;43.68;43.056;43.056
2018-4-22;0;43.056;43.368;43.056;43.68;43.368;43.368;43.368;43.68;43.056;42.432;42.744;42.744;43.368;42.744;43.68;43.368;43.056;42.744;42.744;42.744;43.056;43.368;43.056;41.496;40.56;39.936;39.936;39.936;40.872;40.248;39.624;40.872;40.872;41.496;40.872;41.496;40.872;41.184;41.496;41.808;41.808;40.872;42.12;41.496;42.432;41.808;42.12;41.496;42.432;42.432;41.496;42.744;40.872;41.808;42.12;42.12;43.368;41.808;42.12;43.056;41.496;42.432;43.056;42.744;42.432;42.432;42.432;42.744;43.368;42.432;42.12;42.432;42.744;41.808;42.12;42.12;42.432;41.808;42.432;41.496;44.928;44.616;44.616;43.68;44.616;43.992;43.68;43.992;44.304;43.056;43.68;44.304;43.368;43.68;43.368;43.68
2018-4-23;1;44.304;43.368;43.992;43.992;43.68;43.992;43.992;43.368;43.68;43.368;43.68;43.368;43.056;43.368;43.368;43.056;43.368;43.368;43.368;43.68;42.744;43.056;41.184;40.248;40.56;40.872;41.496;43.992;44.304;46.488;45.24;48.984;49.92;49.608;49.608;50.856;51.48;51.168;52.104;51.48;50.544;50.856;50.544;51.792;51.792;51.792;50.232;50.856;49.608;50.544;49.608;49.608;51.168;51.792;52.728;51.792;51.168;51.48;51.168;51.792;50.544;50.544;48.672;48.36;47.424;50.232;46.8;46.8;45.552;44.928;43.992;43.368;43.368;43.056;42.12;43.056;47.424;46.8;48.984;44.928;45.552;45.24;44.928;44.304;43.992;44.304;43.368;43.368;43.992;44.616;43.68;43.992;43.992;43.368;44.304;44.304
2018-4-24;1;43.68;44.304;42.744;43.68;43.68;43.368;43.992;43.992;43.68;43.68;43.68;43.056;43.68;43.368;43.68;43.68;43.68;43.68;43.68;43.056;43.68;43.056;42.744;41.184;41.184;40.872;41.184;44.304;44.928;47.736;46.176;50.232;52.416;50.544;51.168;53.664;51.48;49.608;51.792;50.544;51.792;51.792;51.792;50.232;52.416;51.792;52.104;50.232;52.104;51.168;50.544;51.168;53.976;49.92;51.168;51.168;51.168;51.792;52.728;53.976;51.792;52.416;52.416;51.168;52.104;48.984;49.296;48.672;46.8;46.176;44.928;44.304;44.928;43.992;42.12;43.056;42.744;45.24;46.8;45.864;45.552;44.304;43.056;44.304;43.68;43.992;44.304;44.304;43.992;43.992;43.368;43.992;43.992;43.992;44.304;43.992
2018-4-25;1;43.992;43.368;43.368;43.992;43.992;43.368;43.056;44.304;43.68;43.68;43.056;43.368;43.368;42.744;43.368;43.368;43.68;43.368;43.056;42.744;43.056;42.12;41.184;41.184;40.248;40.248;42.12;42.744;43.68;48.048;44.616;48.048;49.608;50.856;50.544;49.92;51.48;52.104;51.792;50.544;50.856;50.232;49.92;51.792;50.544;48.672;49.92;50.544;52.416;50.544;50.856;49.92;50.232;50.544;52.104;51.792;50.856;50.856;53.352;53.04;52.728;51.168;51.48;50.232;51.48;49.92;49.92;48.048;46.8;46.488;46.176;45.552;44.928;44.304;44.616;43.992;44.616;45.24;46.176;48.36;46.488;47.112;44.928;45.24;45.552;44.616;44.304;43.992;43.992;44.304;43.368;43.68;43.992;43.68;43.368;42.744
2018-4-26;1;43.68;43.68;43.68;42.12;43.368;43.368;43.992;43.68;41.808;43.68;43.368;43.992;41.808;43.368;43.056;41.808;43.992;43.368;43.056;43.368;43.368;40.56;40.56;40.56;40.56;41.184;41.184;43.056;43.68;45.552;47.736;49.92;51.48;50.856;51.168;52.416;54.912;52.104;51.48;52.104;52.728;55.536;54.6;55.224;56.784;53.664;52.104;53.976;52.104;50.232;50.856;53.976;53.664;51.168;53.664;52.728;50.232;53.352;53.664;52.104;51.792;53.664;52.728;53.352;52.416;51.168;50.232;49.92;46.8;46.488;44.928;44.304;42.12;41.808;43.368;43.992;41.808;42.432;43.368;43.056;43.992;43.992;44.304;42.12;42.432;42.432;43.992;42.432;42.12;43.68;41.808;42.432;43.056;43.056;43.368;43.056
2018-4-27;1;42.744;43.368;42.744;42.432;43.056;43.056;42.432;43.056;43.056;43.056;43.368;42.744;42.12;42.744;43.992;41.808;42.744;43.368;43.992;41.808;43.992;41.496;42.432;40.56;39.936;40.872;40.56;42.12;44.616;47.112;48.36;48.672;49.296;49.92;49.608;49.296;48.672;49.296;47.736;49.608;47.736;48.36;49.296;47.736;49.608;48.048;47.736;47.424;48.048;45.864;48.048;47.736;46.8;49.608;48.048;49.296;48.672;48.672;47.424;47.112;46.488;49.608;49.92;48.36;47.736;45.864;45.864;45.552;43.992;44.616;43.992;43.368;43.68;43.368;43.056;42.744;42.432;44.928;43.056;45.552;44.928;45.24;43.368;43.056;43.368;43.992;43.992;43.992;43.056;44.304;43.992;44.304;43.68;42.744;44.304;44.304
2018-4-28;0;43.992;44.304;43.056;43.68;44.304;43.992;43.68;43.68;43.68;44.304;43.68;44.616;43.992;43.68;43.368;44.304;44.304;44.304;42.744;43.992;44.928;43.68;43.368;40.56;41.808;41.184;42.12;41.184;40.248;41.808;41.496;42.12;41.496;40.56;42.12;43.056;41.808;42.12;40.248;42.432;42.432;42.432;42.12;42.12;41.496;41.496;41.496;41.496;41.496;42.432;41.496;42.12;41.808;42.12;42.432;42.432;42.744;41.808;41.184;42.12;42.432;41.496;42.12;41.808;42.12;42.12;41.808;41.808;41.808;43.056;41.496;41.808;42.432;42.12;42.12;41.808;41.808;42.432;42.432;41.496;42.432;43.992;44.616;45.552;44.304;44.928;44.304;44.304;43.992;45.24;43.992;42.744;44.616;43.68;44.616;43.992
2018-4-29;0;43.992;43.992;43.992;44.616;44.304;43.68;44.616;44.616;43.992;43.992;43.368;44.304;44.304;44.304;43.68;43.056;44.928;43.992;43.992;44.304;44.304;41.808;41.496;40.248;41.184;40.872;41.496;40.872;41.184;41.184;41.496;39.936;41.808;41.496;41.496;41.808;41.496;41.184;41.808;41.496;41.808;41.496;41.808;42.432;42.432;42.744;42.744;42.432;43.056;42.744;43.056;43.368;43.68;42.432;43.056;43.056;43.368;42.432;43.68;42.12;43.68;42.432;43.368;42.744;43.368;42.432;42.744;42.744;43.368;43.056;41.808;42.744;43.368;42.12;43.68;42.744;42.432;42.744;42.12;43.368;44.616;43.68;43.68;44.928;43.992;44.616;43.992;44.304;44.304;44.304;44.616;44.304;44.928;44.928;44.928;43.992
2018-4-30;1;44.616;44.616;44.616;43.992;44.928;44.304;44.304;45.24;45.24;44.616;44.304;44.304;43.992;43.68;45.552;44.304;45.24;44.616;44.304;44.616;43.992;43.368;43.368;43.056;42.12;41.808;43.68;42.744;44.304;43.68;48.048;48.048;50.232;49.608;48.048;47.736;47.736;48.672;50.856;49.608;48.984;49.92;48.048;48.36;48.048;48.36;47.736;47.424;49.608;47.736;50.232;46.8;48.048;47.736;47.112;50.856;48.984;50.856;48.672;50.544;48.984;49.608;48.984;47.424;49.92;48.672;47.424;49.296;47.112;45.552;45.24;44.616;43.992;43.992;42.744;43.68;43.368;43.992;42.744;43.992;48.984;49.296;47.736;47.112;45.552;45.24;44.928;45.24;45.864;46.8;44.616;44.928;44.616;44.928;44.616;44.616
2018-5-1;1;44.616;44.616;44.928;44.616;44.304;43.992;43.992;43.992;43.68;44.928;43.992;43.68;43.68;44.304;42.744;44.304;43.992;43.68;43.68;42.12;41.808;41.496;41.496;40.872;41.496;41.184;41.808;41.184;41.184;42.432;41.496;41.496;42.432;42.432;42.432;42.12;42.12;43.368;43.056;41.808;42.12;42.12;42.744;42.432;42.432;43.056;42.432;42.12;42.744;41.496;41.184;41.496;41.808;42.744;42.12;42.744;42.432;43.368;42.744;42.744;41.808;43.056;42.432;43.68;43.368;42.744;43.68;42.12;43.056;42.432;42.744;41.808;42.744;43.368;41.808;42.432;42.432;42.432;42.744;43.368;44.304;44.616;45.24;44.928;44.304;44.928;43.992;44.304;44.304;43.992;43.992;43.992;43.992;43.992;44.304;43.68
2018-5-2;1;44.616;44.304;43.68;44.304;43.368;44.616;43.992;43.68;43.68;43.68;43.992;43.68;43.68;43.68;43.368;43.992;44.616;43.992;44.304;44.616;44.304;43.68;42.744;42.744;41.808;42.12;42.432;44.928;44.928;45.24;45.552;48.984;48.984;51.792;50.544;52.728;54.912;52.104;54.6;53.04;53.352;52.728;52.728;54.6;52.728;52.416;51.48;52.728;49.92;50.232;52.104;50.856;52.104;52.104;52.728;50.544;53.352;55.536;55.224;55.848;56.784;53.664;53.352;52.728;53.664;53.352;50.232;50.232;48.36;46.8;46.176;45.24;44.928;44.304;43.368;43.68;44.616;42.744;46.8;46.176;47.112;45.864;47.424;46.176;46.488;46.176;45.552;45.24;44.304;45.24;44.616;45.24;45.24;45.24;44.616;44.928
2018-5-3;1;44.928;44.928;44.616;44.304;45.24;44.616;44.616;44.304;44.304;44.616;43.992;43.68;44.616;44.304;44.616;43.992;43.68;45.24;43.68;44.616;43.056;40.248;41.808;41.496;41.496;42.12;43.368;43.368;43.68;47.736;46.8;48.048;50.856;51.168;50.856;49.608;50.232;53.352;51.168;51.48;52.728;51.48;50.544;50.856;50.856;50.232;51.792;52.104;53.352;51.48;52.104;50.856;52.728;51.792;53.04;52.416;52.416;52.728;52.104;53.04;56.472;53.664;54.6;53.976;52.416;52.416;52.416;49.296;48.984;47.736;46.176;48.36;44.928;45.24;44.616;44.928;44.616;45.24;45.24;45.864;46.488;45.552;44.928;44.616;44.928;44.928;44.928;45.864;45.24;44.304;45.24;44.928;44.616;45.24;44.616;44.928
2018-5-4;1;44.928;45.24;44.616;44.928;44.616;45.24;43.992;44.616;44.304;43.992;44.928;43.68;44.616;44.304;43.992;44.304;44.304;43.992;44.616;43.992;43.68;40.248;42.12;41.184;41.496;42.12;41.808;43.056;44.304;45.864;46.488;48.984;48.984;48.36;48.048;48.672;49.92;48.984;50.232;48.36;48.672;47.736;48.984;48.36;49.608;47.424;49.608;49.296;48.672;47.424;48.984;48.36;48.672;48.36;48.984;48.048;46.8;48.672;48.984;49.92;48.048;48.048;48.048;48.672;46.176;46.488;45.24;46.488;44.928;43.68;44.616;43.68;44.616;42.744;43.368;43.368;41.808;42.432;42.12;43.68;43.68;46.8;45.864;46.176;45.552;43.992;43.992;44.304;44.304;44.928;44.928;44.304;43.992;43.992;43.992;44.304
2018-5-5;0;44.616;43.68;43.992;43.368;44.304;42.744;44.304;44.304;43.992;43.992;43.368;44.304;43.68;43.992;43.368;43.992;42.432;44.616;43.68;43.992;43.68;42.432;41.184;40.872;42.12;41.496;41.496;41.496;41.808;41.496;40.872;41.184;41.808;41.496;41.496;42.432;41.184;40.56;40.56;40.872;41.808;41.184;40.872;40.872;41.808;40.872;41.496;41.184;40.872;40.872;41.184;40.872;41.184;42.432;40.248;41.496;41.808;41.808;41.496;41.496;41.184;41.184;42.12;40.872;43.368;41.496;41.496;41.496;41.496;41.808;39.936;41.184;42.12;41.496;41.496;40.872;42.432;41.496;40.872;41.808;41.184;42.432;43.992;43.68;44.304;43.056;43.368;43.68;43.368;43.68;43.368;43.368;43.368;43.056;43.992;43.68
2018-5-6;0;43.056;43.056;43.368;43.056;43.68;43.056;43.368;43.056;42.432;43.056;43.056;43.056;43.056;42.744;41.808;42.432;43.056;43.056;42.744;43.056;42.744;43.056;43.368;41.496;40.248;39.624;40.248;40.872;40.56;40.56;39.936;39.312;40.56;41.184;39.936;39.936;41.184;40.872;41.496;40.872;41.184;41.808;40.56;41.184;41.184;41.184;41.184;41.184;41.184;40.872;40.56;40.872;40.248;39.936;40.56;40.56;41.184;40.872;40.872;40.872;42.12;40.872;40.56;41.184;40.872;40.872;42.432;40.872;40.872;40.872;40.56;41.808;41.184;40.872;41.496;41.496;40.872;41.184;40.56;41.496;40.56;42.744;42.744;43.68;43.368;43.68;43.368;43.368;44.304;43.992;43.368;43.68;43.368;43.056;43.68;43.992
2018-5-7;1;43.056;43.056;43.056;43.056;43.68;43.368;42.744;43.056;42.744;43.368;43.368;43.056;42.744;43.056;43.056;43.056;43.368;43.056;42.744;43.056;41.496;39.624;40.872;39.936;41.184;40.872;41.496;43.056;44.928;43.368;43.68;48.984;48.672;49.296;48.36;51.792;49.608;48.672;47.736;48.672;48.984;48.048;48.36;46.488;47.112;48.36;46.8;46.176;46.488;47.424;47.112;47.112;49.296;47.112;47.112;48.048;49.608;47.112;47.424;48.36;48.048;47.112;48.048;47.736;47.112;45.864;45.552;45.24;46.488;44.616;43.992;42.744;43.056;43.056;43.68;42.744;43.056;45.24;45.24;45.24;45.864;46.8;46.488;45.24;45.552;45.24;44.928;45.864;45.24;44.616;44.304;44.304;44.616;44.616;43.992;43.992
2018-5-8;1;45.24;43.992;44.928;44.304;43.992;44.304;44.304;44.304;43.992;44.616;43.68;43.992;43.992;44.304;43.68;44.304;43.68;44.304;44.304;42.12;40.872;41.184;40.872;41.184;40.872;41.184;41.496;41.184;40.56;40.872;41.184;41.496;42.12;42.12;41.184;41.496;41.496;41.184;41.808;41.808;41.496;42.12;41.496;41.808;41.808;42.744;42.12;43.368;41.808;42.12;41.496;42.744;41.808;41.808;41.808;41.808;41.808;41.808;41.184;40.248;42.12;42.12;43.056;42.744;41.496;42.432;41.184;41.808;41.496;41.184;41.184;41.496;41.184;41.808;41.496;41.184;41.808;41.184;40.872;41.496;43.68;43.992;44.928;43.992;44.616;43.992;43.68;43.68;44.616;43.992;44.616;43.992;44.304;43.992;43.992;44.304
2018-5-9;1;44.304;43.992;43.992;44.616;43.992;43.992;43.992;43.992;43.992;43.992;43.68;43.992;44.304;43.992;43.68;43.368;43.68;43.992;43.368;43.992;41.184;41.184;40.872;41.184;40.872;41.496;42.12;43.056;44.304;44.928;44.928;46.488;48.984;51.168;51.168;51.168;52.416;51.48;51.792;52.416;50.544;52.104;50.856;51.168;51.168;51.168;49.92;50.856;51.168;48.984;50.232;50.232;50.544;50.232;50.856;52.416;50.232;51.792;51.792;53.352;52.104;52.416;50.544;51.792;51.48;48.048;47.736;48.048;46.8;45.864;43.68;42.744;43.992;43.056;44.304;43.68;44.304;44.616;43.68;44.928;45.864;44.616;44.616;44.304;43.368;43.992;43.68;43.68;43.68;43.68;42.432;43.68;43.68;43.68;43.992;43.056
2018-5-10;1;43.992;43.68;43.68;43.68;43.368;42.744;43.992;43.68;43.056;43.68;43.68;42.744;43.368;43.368;42.744;43.056;43.056;43.368;43.368;43.368;43.368;40.872;39.624;42.12;40.56;40.56;41.184;41.808;41.808;43.68;45.864;45.552;47.112;49.296;49.296;48.36;47.736;46.488;47.736;46.8;48.672;49.92;48.984;47.424;49.296;48.672;47.424;49.608;48.984;50.232;49.608;48.984;48.36;49.296;48.672;49.296;48.984;49.296;48.36;50.232;49.92;49.92;49.92;49.608;48.672;48.984;48.672;47.424;46.8;45.24;45.552;43.056;42.432;42.12;42.432;42.744;42.12;42.12;42.432;42.12;44.616;45.24;45.552;44.616;45.864;45.552;45.864;43.992;43.68;43.68;43.68;43.992;43.992;43.368;44.616;42.744
