Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,-8,3,0,-8,0,0
1,1,1,0,0,-8.4,3,0,-8.4,0,0
1,1,2,0,0,-8.9,3,0,-8.9,0,0
1,1,3,0,0,-9.3,3,0,-9.3,0,0
1,1,4,0,0,-9.2,2,0,-9.2,0,0
1,1,5,0,0,-9.1,2,0,-9.1,0,0
1,1,6,0,0,-9,2,0,-9,0,0
1,1,7,0,16,-8,2,15.518,-9.895,62.077,40.535
1,1,8,0,100,-7,2,175.853,-4.142,687.149,652.189
1,1,9,0,184,-6,2,254.856,-0.246,979.819,937.328
1,1,10,327,126,-5.1,1,345.171,5.428,1270.784,1220.016
1,1,11,325,132,-4.3,1,363.739,7.316,1334.555,1281.868
1,1,12,148,132,-3.4,1,246.754,4.448,920.384,879.487
1,1,13,0,118,-4.2,1,129.596,-0.999,499.82,469.262
1,1,14,0,40,-5,1,38.683,-5.741,152.155,128.904
1,1,15,0,0,-5.8,1,0,-5.8,0,0
1,1,16,0,0,-5.5,1,0,-5.5,0,0
1,1,17,0,0,-5.3,1,0,-5.3,0,0
1,1,18,0,0,-5,2,0,-5,0,0
1,1,19,0,0,-5,2,0,-5,0,0
1,1,20,0,0,-4.9,2,0,-4.9,0,0
1,1,21,0,0,-4.9,3,0,-4.9,0,0
1,1,22,0,0,-5,3,0,-5,0,0
1,1,23,0,0,-5.1,3,0,-5.1,0,0
1,2,0,0,0,-5.2,3,0,-5.2,0,0
1,2,1,0,0,-5.4,2,0,-5.4,0,0
1,2,2,0,0,-5.5,2,0,-5.5,0,0
1,2,3,0,0,-5.7,2,0,-5.7,0,0
1,2,4,0,0,-5.2,1,0,-5.2,0,0
1,2,5,0,0,-4.6,1,0,-4.6,0,0
1,2,6,0,0,-4.1,1,0,-4.1,0,0
1,2,7,0,6,-3.7,0,5.819,-8.217,23.121,2.295
1,2,8,0,31,-3.3,0,31.627,-6.561,124.817,102.093
1,2,9,0,52,-2.9,0,50.635,-4.802,198.397,174.238
1,2,10,4,65,-2.1,0,65.062,-2.896,252.61,227.363
1,2,11,3,69,-1.4,0,68.198,-1.688,263.595,238.124
1,2,12,3,60,-0.6,1,58.784,-0.998,226.52,201.8
1,2,13,0,42,-0.7,0,39.84,-2.569,154.666,131.365
1,2,14,0,17,-0.9,0,16.094,-4.275,62.924,41.366
1,2,15,0,0,-1,0,0,-1,0,0
1,2,16,0,0,-0.9,0,0,-0.9,0,0
1,2,17,0,0,-0.9,1,0,-0.9,0,0
1,2,18,0,0,-0.8,2,0,-0.8,0,0
1,2,19,0,0,-1,2,0,-1,0,0
1,2,20,0,0,-1.2,2,0,-1.2,0,0
1,2,21,0,0,-1.4,2,0,-1.4,0,0
1,2,22,0,0,-1.1,2,0,-1.1,0,0
1,2,23,0,0,-0.8,2,0,-0.8,0,0
1,3,0,0,0,-0.5,2,0,-0.5,0,0
1,3,1,0,0,-0.8,3,0,-0.8,0,0
1,3,2,0,0,-1,4,0,-1,0,0
1,3,3,0,0,-1.3,6,0,-1.3,0,0
1,3,4,0,0,-1,5,0,-1,0,0
1,3,5,0,0,-0.7,5,0,-0.7,0,0
1,3,6,0,0,-0.4,5,0,-0.4,0,0
1,3,7,0,14,0.7,4,13.578,-0.714,52.304,30.943
1,3,8,0,31,1.9,3,31.566,0.786,120.831,98.182
1,3,9,0,52,3,3,50.598,2.429,192.343,168.305
1,3,10,3,67,2.9,3,66.645,2.788,252.732,227.482
1,3,11,3,69,2.7,3,68.168,2.671,258.686,233.315
1,3,12,3,60,2.6,3,58.768,2.338,223.294,198.639
1,3,13,0,42,2.6,3,39.84,1.833,151.831,128.586
1,3,14,0,17,2.6,3,16.094,1.178,61.506,39.974
1,3,15,0,0,2.6,3,0,2.6,0,0
1,3,16,0,0,2.6,3,0,2.6,0,0
1,3,17,0,0,2.7,3,0,2.7,0,0
1,3,18,0,0,2.7,4,0,2.7,0,0
1,3,19,0,0,2.5,3,0,2.5,0,0
1,3,20,0,0,2.4,2,0,2.4,0,0
1,3,21,0,0,2.2,2,0,2.2,0,0
1,3,22,0,0,2,2,0,2,0,0
1,3,23,0,0,1.8,2,0,1.8,0,0
1,4,0,0,0,1.6,3,0,1.6,0,0
1,4,1,0,0,1.6,3,0,1.6,0,0
1,4,2,0,0,1.5,3,0,1.5,0,0
1,4,3,0,0,1.5,3,0,1.5,0,0
1,4,4,0,0,2.1,3,0,2.1,0,0
1,4,5,0,0,2.8,3,0,2.8,0,0
1,4,6,0,0,3.4,3,0,3.4,0,0
1,4,7,0,14,3.5,3,13.578,1.91,51.728,30.378
1,4,8,0,71,3.7,3,101.344,4.361,382.085,354.127
1,4,9,0,120,3.8,3,141.321,5.713,529.719,498.481
1,4,10,66,134,3.7,4,193.615,6.661,717.884,682.17
1,4,11,180,146,3.7,5,286.111,8.197,1050.443,1006.015
1,4,12,144,134,3.6,6,246.996,7.042,911.551,870.888
1,4,13,0,137,2.9,5,154.707,4.892,581.945,549.498
1,4,14,0,59,2.1,4,61.433,2.117,233.842,208.975
1,4,15,0,0,1.4,4,0,1.4,0,0
1,4,16,0,0,1.2,3,0,1.2,0,0
1,4,17,0,0,1,2,0,1,0,0
1,4,18,0,0,0.8,1,0,0.8,0,0
1,4,19,0,0,0.6,1,0,0.6,0,0
1,4,20,0,0,0.3,1,0,0.3,0,0
1,4,21,0,0,0.1,2,0,0.1,0,0
1,4,22,0,0,0.3,3,0,0.3,0,0
1,4,23,0,0,0.5,5,0,0.5,0,0
1,5,0,0,0,0.7,7,0,0.7,0,0
1,5,1,0,0,1.2,7,0,1.2,0,0
1,5,2,0,0,1.8,7,0,1.8,0,0
1,5,3,0,0,2.3,7,0,2.3,0,0
1,5,4,0,0,2.8,7,0,2.8,0,0
1,5,5,0,0,3.2,7,0,3.2,0,0
1,5,6,0,0,3.7,8,0,3.7,0,0
1,5,7,0,15,3.8,7,14.548,2.854,55.202,33.787
1,5,8,0,31,3.9,7,31.41,3.242,118.99,96.377
1,5,9,0,54,4,7,52.777,3.704,199.54,175.359
1,5,10,65,135,4,7,194.222,6.003,722.298,686.475
1,5,11,180,147,4,7,287.439,7.655,1057.942,1013.306
1,5,12,257,130,4,7,318.139,8.25,1163.68,1116.05
1,5,13,0,138,3.4,6,155.563,5.265,584.229,551.728
1,5,14,0,52,2.9,5,52.396,2.718,198.933,174.764
1,5,15,0,0,2.3,4,0,2.3,0,0
1,5,16,0,0,2.1,4,0,2.1,0,0
1,5,17,0,0,1.9,4,0,1.9,0,0
1,5,18,0,0,1.7,5,0,1.7,0,0
1,5,19,0,0,1.5,4,0,1.5,0,0
1,5,20,0,0,1.4,4,0,1.4,0,0
1,5,21,0,0,1.2,4,0,1.2,0,0
1,5,22,0,0,1.1,4,0,1.1,0,0
1,5,23,0,0,1.1,4,0,1.1,0,0
1,6,0,0,0,1,5,0,1,0,0
1,6,1,0,0,0.8,4,0,0.8,0,0
1,6,2,0,0,0.6,3,0,0.6,0,0
1,6,3,0,0,0.4,2,0,0.4,0,0
1,6,4,0,0,0.3,1,0,0.3,0,0
1,6,5,0,0,0.2,1,0,0.2,0,0
1,6,6,0,0,0.1,1,0,0.1,0,0
1,6,7,0,20,0.7,2,19.397,-1.018,74.815,53.036
1,6,8,0,105,1.2,3,183.148,3.921,691.802,656.729
1,6,9,0,202,1.8,4,285.229,6.893,1063.698,1018.901
1,6,10,541,101,2.2,3,443.767,12.099,1578.9,1518.51
1,6,11,625,94,2.6,2,513.755,16.329,1802.972,1735.03
1,6,12,528,100,3,1,453.725,18.086,1579.33,1518.926
1,6,13,0,170,2.5,1,202.093,9.251,745.965,709.555
1,6,14,0,76,1.9,1,83.64,3.215,316.887,290.314
1,6,15,0,0,1.4,1,0,1.4,0,0
1,6,16,0,0,0.6,1,0,0.6,0,0
1,6,17,0,0,-0.2,1,0,-0.2,0,0
1,6,18,0,0,-1,1,0,-1,0,0
1,6,19,0,0,-1.5,1,0,-1.5,0,0
1,6,20,0,0,-1.9,2,0,-1.9,0,0
1,6,21,0,0,-2.4,3,0,-2.4,0,0
1,6,22,0,0,-1.8,2,0,-1.8,0,0
1,6,23,0,0,-1.2,2,0,-1.2,0,0
1,7,0,0,0,-0.6,2,0,-0.6,0,0
1,7,1,0,0,-0.1,3,0,-0.1,0,0
1,7,2,0,0,0.4,4,0,0.4,0,0
1,7,3,0,0,0.9,5,0,0.9,0,0
1,7,4,0,0,1,4,0,1,0,0
1,7,5,0,0,1,3,0,1,0,0
1,7,6,0,0,1.1,3,0,1.1,0,0
1,7,7,0,24,1.5,3,23.276,0.134,89.345,67.294
1,7,8,0,106,2,3,183.919,4.752,692.245,657.161
1,7,9,0,122,2.4,4,143.046,4.316,539.412,507.951
1,7,10,64,136,2.6,3,194.492,5.956,723.58,687.726
1,7,11,3,70,2.8,2,69.099,3.286,261.539,236.11
1,7,12,3,61,3,2,59.742,2.736,226.62,201.898
1,7,13,0,43,2.6,1,40.79,1.555,155.635,132.316
1,7,14,0,19,2.2,1,17.991,0.237,69.028,47.357
1,7,15,0,0,1.8,1,0,1.8,0,0
1,7,16,0,0,1.5,0,0,1.5,0,0
1,7,17,0,0,1.1,0,0,1.1,0,0
1,7,18,0,0,0.8,0,0,0.8,0,0
1,7,19,0,0,0.9,0,0,0.9,0,0
1,7,20,0,0,1,0,0,1,0,0
1,7,21,0,0,1.1,1,0,1.1,0,0
1,7,22,0,0,0.7,1,0,0.7,0,0
1,7,23,0,0,0.2,1,0,0.2,0,0
1,8,0,0,0,-0.2,1,0,-0.2,0,0
1,8,1,0,0,-0.3,0,0,-0.3,0,0
1,8,2,0,0,-0.5,0,0,-0.5,0,0
1,8,3,0,0,-0.6,0,0,-0.6,0,0
1,8,4,0,0,-0.6,0,0,-0.6,0,0
1,8,5,0,0,-0.6,0,0,-0.6,0,0
1,8,6,0,0,-0.6,1,0,-0.6,0,0
1,8,7,0,16,0.4,1,15.518,-1.926,60.08,38.575
1,8,8,0,74,1.5,2,104.427,2.3,397.185,368.901
1,8,9,0,123,2.5,3,144.046,4.486,542.788,511.249
1,8,10,181,142,3.1,4,276.921,7.926,1015.065,971.613
1,8,11,313,139,3.6,5,367.278,9.832,1334.706,1282.015
1,8,12,331,126,4.2,7,358.78,9.191,1305.092,1253.296
1,8,13,0,142,4,6,159.386,5.99,596.72,563.926
1,8,14,0,64,3.7,5,66.695,3.812,252.045,226.81
1,8,15,0,0,3.5,5,0,3.5,0,0
1,8,16,0,0,3.4,5,0,3.4,0,0
1,8,17,0,0,3.3,5,0,3.3,0,0
1,8,18,0,0,3.2,5,0,3.2,0,0
1,8,19,0,0,3,4,0,3,0,0
1,8,20,0,0,2.8,3,0,2.8,0,0
1,8,21,0,0,2.6,3,0,2.6,0,0
1,8,22,0,0,2.5,3,0,2.5,0,0
1,8,23,0,0,2.3,3,0,2.3,0,0
1,9,0,0,0,2.2,4,0,2.2,0,0
1,9,1,0,0,1.7,3,0,1.7,0,0
1,9,2,0,0,1.3,2,0,1.3,0,0
1,9,3,0,0,0.8,1,0,0.8,0,0
1,9,4,0,0,0.7,1,0,0.7,0,0
1,9,5,0,0,0.7,1,0,0.7,0,0
1,9,6,0,0,0.6,2,0,0.6,0,0
1,9,7,0,17,1,3,16.487,-0.543,63.467,41.899
1,9,8,0,74,1.4,5,103.387,1.984,393.757,365.547
1,9,9,0,155,1.8,7,194.744,3.855,735.812,699.654
1,9,10,316,132,2.7,5,347.747,8.407,1265.797,1215.177
1,9,11,405,128,3.6,4,418.594,12.026,1504.1,1446.127
1,9,12,426,116,4.5,3,413.653,13.993,1470.802,1413.888
1,9,13,0,165,4.2,3,191.789,8.246,711.043,675.498
1,9,14,0,76,3.8,3,82.168,4.489,309.616,283.195
1,9,15,0,0,3.5,3,0,3.5,0,0
1,9,16,0,0,1.8,2,0,1.8,0,0
1,9,17,0,0,0,1,0,0,0,0
1,9,18,0,0,-1.7,1,0,-1.7,0,0
1,9,19,0,0,-1.5,1,0,-1.5,0,0
1,9,20,0,0,-1.2,1,0,-1.2,0,0
1,9,21,0,0,-1,1,0,-1,0,0
1,9,22,0,0,-1,1,0,-1,0,0
1,9,23,0,0,-1,2,0,-1,0,0
1,10,0,0,0,-1,3,0,-1,0,0
1,10,1,0,0,-1.2,2,0,-1.2,0,0
1,10,2,0,0,-1.3,2,0,-1.3,0,0
1,10,3,0,0,-1.5,2,0,-1.5,0,0
1,10,4,0,0,-1.1,2,0,-1.1,0,0
1,10,5,0,0,-0.8,2,0,-0.8,0,0
1,10,6,0,0,-0.4,3,0,-0.4,0,0
1,10,7,0,8,-0.3,3,7.759,-2.077,30.059,9.107
1,10,8,0,34,-0.2,3,34.779,-1.267,134.285,111.379
1,10,9,0,55,-0.1,3,53.59,-0.61,206.348,182.032
1,10,10,3,68,-0.1,2,67.422,-0.228,258.971,233.594
1,10,11,3,71,-0.2,1,70.043,-0.201,269.063,243.48
1,10,12,3,62,-0.2,1,60.713,-0.514,233.498,208.638
1,10,13,0,44,-0.2,1,41.74,-1.241,161.146,137.72
1,10,14,0,20,-0.1,1,18.94,-2.06,73.37,51.618
1,10,15,0,0,-0.1,2,0,-0.1,0,0
1,10,16,0,0,-0.2,1,0,-0.2,0,0
1,10,17,0,0,-0.4,0,0,-0.4,0,0
1,10,18,0,0,-0.5,0,0,-0.5,0,0
1,10,19,0,0,-0.8,0,0,-0.8,0,0
1,10,20,0,0,-1,0,0,-1,0,0
1,10,21,0,0,-1.3,0,0,-1.3,0,0
1,10,22,0,0,-1.4,0,0,-1.4,0,0
1,10,23,0,0,-1.4,0,0,-1.4,0,0
1,11,0,0,0,-1.5,0,0,-1.5,0,0
1,11,1,0,0,-1.4,0,0,-1.4,0,0
1,11,2,0,0,-1.3,0,0,-1.3,0,0
1,11,3,0,0,-1.2,0,0,-1.2,0,0
1,11,4,0,0,-1,0,0,-1,0,0
1,11,5,0,0,-0.9,0,0,-0.9,0,0
1,11,6,0,0,-0.7,0,0,-0.7,0,0
1,11,7,0,8,-0.7,0,7.759,-4.997,30.425,9.466
1,11,8,0,77,-0.8,0,107.284,-0.028,412.086,383.478
1,11,9,0,126,-0.8,0,146.798,3.683,555.061,523.239
1,11,10,62,139,-0.5,0,196.232,6.655,728.17,692.202
1,11,11,60,146,-0.2,0,202.59,7.786,749.308,712.815
1,11,12,44,130,0.1,1,171.445,4.428,643.632,609.724
1,11,13,0,101,-0.1,0,104.353,3.372,395.096,366.858
1,11,14,0,47,-0.2,0,45.563,-0.754,175.545,151.837
1,11,15,0,0,-0.4,0,0,-0.4,0,0
1,11,16,0,0,-0.6,0,0,-0.6,0,0
1,11,17,0,0,-0.8,0,0,-0.8,0,0
1,11,18,0,0,-1,0,0,-1,0,0
1,11,19,0,0,-1.2,0,0,-1.2,0,0
1,11,20,0,0,-1.4,0,0,-1.4,0,0
1,11,21,0,0,-1.6,0,0,-1.6,0,0
1,11,22,0,0,-2.5,0,0,-2.5,0,0
1,11,23,0,0,-3.5,1,0,-3.5,0,0
1,12,0,0,0,-4.4,2,0,-4.4,0,0
1,12,1,0,0,-4.5,2,0,-4.5,0,0
1,12,2,0,0,-4.7,2,0,-4.7,0,0
1,12,3,0,0,-4.8,2,0,-4.8,0,0
1,12,4,0,0,-5.1,2,0,-5.1,0,0
1,12,5,0,0,-5.3,2,0,-5.3,0,0
1,12,6,0,0,-5.6,3,0,-5.6,0,0
1,12,7,0,49,-4.8,3,47.522,-5.592,186.808,162.879
1,12,8,0,187,-4,3,431.349,5.029,1621.607,1559.814
1,12,9,649,80,-3.2,3,417.5,6.554,1487.328,1429.89
1,12,10,687,94,-2,2,524.577,12.071,1865.346,1795.219
1,12,11,695,91,-0.8,2,561.41,14.606,1987.229,1912.728
1,12,12,680,67,0.4,2,518.494,14.737,1830.618,1761.712
1,12,13,0,245,-0.1,2,316.144,8.57,1170.426,1122.602
1,12,14,0,94,-0.5,2,105.523,1.492,402.731,374.327
1,12,15,0,0,-1,3,0,-1,0,0
1,12,16,0,0,-1.6,3,0,-1.6,0,0
1,12,17,0,0,-2.2,3,0,-2.2,0,0
1,12,18,0,0,-2.8,4,0,-2.8,0,0
1,12,19,0,0,-3.3,3,0,-3.3,0,0
1,12,20,0,0,-3.9,2,0,-3.9,0,0
1,12,21,0,0,-4.4,2,0,-4.4,0,0
1,12,22,0,0,-4.8,2,0,-4.8,0,0
1,12,23,0,0,-5.3,2,0,-5.3,0,0
1,13,0,0,0,-5.7,3,0,-5.7,0,0
1,13,1,0,0,-5.8,3,0,-5.8,0,0
1,13,2,0,0,-6,3,0,-6,0,0
1,13,3,0,0,-6.1,3,0,-6.1,0,0
1,13,4,0,0,-6.3,3,0,-6.3,0,0
1,13,5,0,0,-6.6,3,0,-6.6,0,0
1,13,6,0,0,-6.8,4,0,-6.8,0,0
1,13,7,0,51,-5.9,3,49.462,-6.646,195.276,171.179
1,13,8,0,190,-5.1,2,433.947,5.211,1630.103,1568.028
1,13,9,650,80,-4.2,1,419.016,9.675,1473.128,1416.141
1,13,10,688,94,-3.2,2,526.451,10.968,1881.691,1810.986
1,13,11,697,90,-2.3,3,563.09,11.259,2023.537,1947.705
1,13,12,681,65,-1.3,5,518.247,8.361,1882.518,1811.783
1,13,13,0,248,-1.2,5,319.146,4.473,1202.661,1153.901
1,13,14,0,118,-1,5,140.617,0.819,538.198,506.765
1,13,15,0,0,-0.9,6,0,-0.9,0,0
1,13,16,0,0,-1.5,4,0,-1.5,0,0
1,13,17,0,0,-2.2,2,0,-2.2,0,0
1,13,18,0,0,-2.8,1,0,-2.8,0,0
1,13,19,0,0,-3.1,1,0,-3.1,0,0
1,13,20,0,0,-3.5,1,0,-3.5,0,0
1,13,21,0,0,-3.8,1,0,-3.8,0,0
1,13,22,0,0,-3,2,0,-3,0,0
1,13,23,0,0,-2.3,3,0,-2.3,0,0
1,14,0,0,0,-1.5,4,0,-1.5,0,0
1,14,1,0,0,-1.5,3,0,-1.5,0,0
1,14,2,0,0,-1.6,3,0,-1.6,0,0
1,14,3,0,0,-1.6,3,0,-1.6,0,0
1,14,4,0,0,-1.5,3,0,-1.5,0,0
1,14,5,0,0,-1.5,3,0,-1.5,0,0
1,14,6,0,0,-1.4,3,0,-1.4,0,0
1,14,7,0,9,-1.3,2,8.729,-3.349,33.996,12.971
1,14,8,0,79,-1.2,2,107.338,-0.356,412.864,384.239
1,14,9,53,115,-1.1,2,163.373,1.739,616.938,583.666
1,14,10,60,142,-0.5,3,198.112,3.01,747.044,710.608
1,14,11,57,149,0,4,203.82,3.3,768.867,731.884
1,14,12,43,134,0.6,5,175.264,2.915,662.46,628.098
1,14,13,0,104,-0.3,3,107.128,0.955,409.785,381.227
1,14,14,0,22,-1.1,2,20.837,-2.372,80.825,58.934
1,14,15,0,0,-2,1,0,-2,0,0
1,14,16,0,0,-2,1,0,-2,0,0
1,14,17,0,0,-2.1,1,0,-2.1,0,0
1,14,18,0,0,-2.1,1,0,-2.1,0,0
1,14,19,0,0,-2.3,1,0,-2.3,0,0
1,14,20,0,0,-2.5,1,0,-2.5,0,0
1,14,21,0,0,-2.7,2,0,-2.7,0,0
1,14,22,0,0,-2.8,2,0,-2.8,0,0
1,14,23,0,0,-3,2,0,-3,0,0
1,15,0,0,0,-3.1,3,0,-3.1,0,0
1,15,1,0,0,-3.2,2,0,-3.2,0,0
1,15,2,0,0,-3.4,2,0,-3.4,0,0
1,15,3,0,0,-3.5,2,0,-3.5,0,0
1,15,4,0,0,-3.3,2,0,-3.3,0,0
1,15,5,0,0,-3.2,3,0,-3.2,0,0
1,15,6,0,0,-3,4,0,-3,0,0
1,15,7,0,11,-2.9,3,10.668,-4.625,41.77,20.603
1,15,8,0,35,-2.9,2,35.213,-4.152,137.6,114.63
1,15,9,3,56,-2.8,2,55.759,-3.355,216.832,192.307
1,15,10,3,70,-2.7,2,69.298,-2.779,269.043,243.461
1,15,11,3,73,-2.7,2,71.937,-2.648,279.199,253.407
1,15,12,3,64,-2.6,3,62.654,-2.783,243.277,218.219
1,15,13,0,45,-2.7,2,42.69,-3.525,166.388,142.859
1,15,14,0,22,-2.7,2,20.837,-4.241,81.454,59.55
1,15,15,0,0,-2.8,2,0,-2.8,0,0
1,15,16,0,0,-2.9,2,0,-2.9,0,0
1,15,17,0,0,-3,2,0,-3,0,0
1,15,18,0,0,-3.1,3,0,-3.1,0,0
1,15,19,0,0,-3.1,3,0,-3.1,0,0
1,15,20,0,0,-3.2,3,0,-3.2,0,0
1,15,21,0,0,-3.2,3,0,-3.2,0,0
1,15,22,0,0,-3.3,3,0,-3.3,0,0
1,15,23,0,0,-3.4,3,0,-3.4,0,0
1,16,0,0,0,-3.5,3,0,-3.5,0,0
1,16,1,0,0,-3.6,2,0,-3.6,0,0
1,16,2,0,0,-3.6,2,0,-3.6,0,0
1,16,3,0,0,-3.7,2,0,-3.7,0,0
1,16,4,0,0,-3.5,2,0,-3.5,0,0
1,16,5,0,0,-3.4,2,0,-3.4,0,0
1,16,6,0,0,-3.2,3,0,-3.2,0,0
1,16,7,0,11,-3,2,10.668,-5.01,41.836,20.668
1,16,8,0,36,-2.9,1,36.296,-4.478,142.025,118.969
1,16,9,3,56,-2.7,1,55.68,-3.426,216.588,192.067
1,16,10,3,71,-2.7,1,70.31,-2.783,272.983,247.32
1,16,11,3,73,-2.7,1,71.892,-2.633,279.006,253.219
1,16,12,3,64,-2.7,2,62.662,-2.907,243.436,218.375
1,16,13,0,47,-2.7,2,44.593,-3.47,173.765,150.092
1,16,14,0,22,-2.6,2,20.837,-4.133,81.417,59.514
1,16,15,0,0,-2.6,3,0,-2.6,0,0
1,16,16,0,0,-2.5,3,0,-2.5,0,0
1,16,17,0,0,-2.3,3,0,-2.3,0,0
1,16,18,0,0,-2.2,4,0,-2.2,0,0
1,16,19,0,0,-2.3,4,0,-2.3,0,0
1,16,20,0,0,-2.5,4,0,-2.5,0,0
1,16,21,0,0,-2.6,4,0,-2.6,0,0
1,16,22,0,0,-2.2,5,0,-2.2,0,0
1,16,23,0,0,-1.7,6,0,-1.7,0,0
1,17,0,0,0,-1.3,8,0,-1.3,0,0
1,17,1,0,0,-1.4,8,0,-1.4,0,0
1,17,2,0,0,-1.4,8,0,-1.4,0,0
1,17,3,0,0,-1.5,8,0,-1.5,0,0
1,17,4,0,0,-1.3,9,0,-1.3,0,0
1,17,5,0,0,-1,10,0,-1,0,0
1,17,6,0,0,-0.8,11,0,-0.8,0,0
1,17,7,0,11,-0.4,10,10.668,-1.197,41.179,20.023
1,17,8,0,36,0,9,36.102,-0.503,138.948,115.952
1,17,9,3,57,0.4,9,56.702,0.199,217.257,192.723
1,17,10,3,71,0.6,9,70.248,0.6,268.908,243.328
1,17,11,3,75,0.8,9,73.949,0.862,282.826,256.96
1,17,12,3,64,1,10,62.67,0.917,239.601,214.617
1,17,13,2,46,1.5,9,44.78,1.159,170.993,147.375
1,17,14,0,23,2.1,8,21.786,1.378,83.185,61.25
1,17,15,0,0,2.6,7,0,2.6,0,0
1,17,16,0,0,2.8,7,0,2.8,0,0
1,17,17,0,0,3,7,0,3,0,0
1,17,18,0,0,3.2,7,0,3.2,0,0
1,17,19,0,0,2.1,6,0,2.1,0,0
1,17,20,0,0,1.1,6,0,1.1,0,0
1,17,21,0,0,0,6,0,0,0,0
1,17,22,0,0,0,5,0,0,0,0
1,17,23,0,0,0,5,0,0,0,0
1,18,0,0,0,0,5,0,0,0,0
1,18,1,0,0,0,5,0,0,0,0
1,18,2,0,0,0,5,0,0,0,0
1,18,3,0,0,0,6,0,0,0,0
1,18,4,0,0,-0.2,5,0,-0.2,0,0
1,18,5,0,0,-0.4,4,0,-0.4,0,0
1,18,6,0,0,-0.6,3,0,-0.6,0,0
1,18,7,0,27,-0.3,3,26.186,-1.609,101.25,78.974
1,18,8,0,37,0.1,3,37.16,-0.85,143.229,120.15
1,18,9,3,57,0.4,3,56.618,-0.023,217.141,192.61
1,18,10,3,71,0.2,4,70.186,0.184,269.146,243.561
1,18,11,55,154,0,5,207.859,2.731,786.34,748.917
1,18,12,39,138,-0.2,6,176.757,1.878,671.433,636.854
1,18,13,24,102,-0.3,6,123.413,0.793,470.627,440.725
1,18,14,0,23,-0.4,6,21.785,-1.177,84.084,62.131
1,18,15,0,0,-0.5,6,0,-0.5,0,0
1,18,16,0,0,-0.7,5,0,-0.7,0,0
1,18,17,0,0,-1,5,0,-1,0,0
1,18,18,0,0,-1.2,5,0,-1.2,0,0
1,18,19,0,0,-1.3,5,0,-1.3,0,0
1,18,20,0,0,-1.3,5,0,-1.3,0,0
1,18,21,0,0,-1.4,6,0,-1.4,0,0
1,18,22,0,0,-1.4,5,0,-1.4,0,0
1,18,23,0,0,-1.4,5,0,-1.4,0,0
1,19,0,0,0,-1.4,5,0,-1.4,0,0
1,19,1,0,0,-1.7,5,0,-1.7,0,0
1,19,2,0,0,-2.1,5,0,-2.1,0,0
1,19,3,0,0,-2.4,6,0,-2.4,0,0
1,19,4,0,0,-2.7,5,0,-2.7,0,0
1,19,5,0,0,-2.9,4,0,-2.9,0,0
1,19,6,0,0,-3.2,3,0,-3.2,0,0
1,19,7,0,12,-3.1,3,11.638,-4.801,45.6,24.363
1,19,8,0,85,-2.9,4,111.367,-2.101,431.5,402.466
1,19,9,52,120,-2.8,5,167.246,-0.81,638.851,605.057
1,19,10,58,148,-2.7,5,203.066,0.092,775.717,738.562
1,19,11,54,155,-2.7,5,208.181,0.253,795.963,758.296
1,19,12,39,139,-2.6,6,177.735,-0.512,682.035,647.199
1,19,13,22,103,-2.8,5,123.263,-1.567,474.91,444.913
1,19,14,0,24,-3,4,22.735,-3.947,88.765,66.724
1,19,15,0,0,-3.2,4,0,-3.2,0,0
1,19,16,0,0,-3.1,3,0,-3.1,0,0
1,19,17,0,0,-3.1,2,0,-3.1,0,0
1,19,18,0,0,-3,2,0,-3,0,0
1,19,19,0,0,-3.1,2,0,-3.1,0,0
1,19,20,0,0,-3.2,3,0,-3.2,0,0
1,19,21,0,0,-3.3,4,0,-3.3,0,0
1,19,22,0,0,-3.5,4,0,-3.5,0,0
1,19,23,0,0,-3.7,5,0,-3.7,0,0
1,20,0,0,0,-3.9,6,0,-3.9,0,0
1,20,1,0,0,-4.1,6,0,-4.1,0,0
1,20,2,0,0,-4.2,6,0,-4.2,0,0
1,20,3,0,0,-4.4,6,0,-4.4,0,0
1,20,4,0,0,-4.3,5,0,-4.3,0,0
1,20,5,0,0,-4.3,4,0,-4.3,0,0
1,20,6,0,0,-4.2,4,0,-4.2,0,0
1,20,7,0,29,-3.7,4,28.126,-4.805,110.203,87.757
1,20,8,0,86,-3.2,5,111.63,-2.45,433.148,404.078
1,20,9,147,129,-2.7,6,232.211,0.223,875.187,835.48
1,20,10,57,149,-2.6,7,203.377,-0.285,778.259,741.04
1,20,11,53,156,-2.5,8,208.491,-0.341,799.237,761.487
1,20,12,3,67,-2.4,9,65.555,-2.356,254.109,228.831
1,20,13,2,48,-2.7,9,46.701,-3.021,181.495,157.67
1,20,14,0,24,-3.1,9,22.734,-3.763,88.696,66.657
1,20,15,0,0,-3.4,10,0,-3.4,0,0
1,20,16,0,0,-2.6,10,0,-2.6,0,0
1,20,17,0,0,-1.8,10,0,-1.8,0,0
1,20,18,0,0,-1,11,0,-1,0,0
1,20,19,0,0,-0.7,11,0,-0.7,0,0
1,20,20,0,0,-0.4,12,0,-0.4,0,0
1,20,21,0,0,-0.1,13,0,-0.1,0,0
1,20,22,0,0,-0.1,12,0,-0.1,0,0
1,20,23,0,0,-0.2,11,0,-0.2,0,0
