Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,22,8,233,217,5.1,9,364.393,9.287,1327.759,1275.278
3,22,9,343,239,6.7,11,513.238,12.227,1860.009,1790.07
3,22,10,279,278,7.2,9,542.867,14.066,1958.499,1885.041
3,22,11,114,304,7.6,8,419.807,13.246,1521.807,1463.266
3,22,12,33,259,8.1,7,297.694,12.192,1084.473,1039.096
3,22,13,27,223,8.1,6,251.099,11.659,916.68,875.881
3,22,14,21,173,8,5,183.739,10.605,673.369,638.744
3,22,15,20,117,8,4,123.58,9.519,453.68,424.157
3,22,16,0,59,7.4,4,56.358,7.275,209.828,185.442
3,22,17,0,0,6.8,4,0,6.8,0,0
3,22,18,0,0,6.2,5,0,6.2,0,0
3,22,19,0,0,6.5,6,0,6.5,0,0
3,22,20,0,0,6.9,7,0,6.9,0,0
3,22,21,0,0,7.2,8,0,7.2,0,0
3,22,22,0,0,6.6,7,0,6.6,0,0
3,22,23,0,0,6,7,0,6,0,0
3,23,0,0,0,5.4,7,0,5.4,0,0
3,23,1,0,0,5,7,0,5,0,0
3,23,2,0,0,4.7,7,0,4.7,0,0
3,23,3,0,0,4.3,7,0,4.3,0,0
3,23,4,0,0,4.8,7,0,4.8,0,0
3,23,5,0,45,5.3,7,43.643,4.83,164.212,140.726
3,23,6,0,121,5.8,7,126.163,6.708,470.875,440.968
3,23,7,93,164,6.3,6,205.738,8.817,746.11,709.696
3,23,8,31,200,6.7,6,217.169,9.527,798.422,760.692
3,23,9,34,244,7.2,6,278.038,11.122,1016.941,973.438
3,23,10,38,272,7.2,5,315.231,12.431,1146.979,1099.829
3,23,11,38,278,7.3,5,323.435,12.754,1175.338,1127.372
3,23,12,33,261,7.3,5,299.702,12.302,1091.269,1045.7
3,23,13,27,225,6.7,5,253.103,10.742,927.757,886.663
3,23,14,22,175,6,5,186.395,8.646,688.98,653.975
3,23,15,20,119,5.4,6,125.563,6.572,466.964,437.145
3,23,16,0,62,4.7,6,59.295,4.613,223.31,198.655
3,23,17,0,0,4.1,7,0,4.1,0,0
3,23,18,0,0,3.4,8,0,3.4,0,0
3,23,19,0,0,3.1,8,0,3.1,0,0
3,23,20,0,0,2.7,8,0,2.7,0,0
3,23,21,0,0,2.4,8,0,2.4,0,0
3,23,22,0,0,2.6,8,0,2.6,0,0
3,23,23,0,0,2.8,8,0,2.8,0,0
3,24,0,0,0,3,8,0,3,0,0
3,24,1,0,0,2.8,6,0,2.8,0,0
3,24,2,0,0,2.7,5,0,2.7,0,0
3,24,3,0,0,2.5,4,0,2.5,0,0
3,24,4,0,0,2.4,4,0,2.4,0,0
3,24,5,0,35,2.4,4,33.945,1.455,129.571,106.755
3,24,6,0,99,2.3,4,100.097,2.918,379.719,351.812
3,24,7,94,167,2.7,4,209.265,5.915,768.828,731.846
3,24,8,92,227,3,4,289.394,8.247,1066.411,1021.539
3,24,9,190,272,3.4,4,431.773,11.991,1569.537,1509.453
3,24,10,281,282,4.6,4,550.357,16.123,1967.523,1893.738
3,24,11,281,289,5.8,4,573.44,18.085,2033.333,1957.141
3,24,12,334,263,7,5,587.028,18.044,2081.359,2003.385
3,24,13,285,244,7.6,5,501.327,16.994,1783.806,1716.528
3,24,14,303,193,8.2,5,419.041,15.844,1490.829,1433.279
3,24,15,282,136,8.8,5,292.071,13.821,1030.204,986.336
3,24,16,0,114,6.9,4,112.567,8.402,417.051,388.334
3,24,17,0,0,4.9,3,0,4.9,0,0
3,24,18,0,0,3,3,0,3,0,0
3,24,19,0,0,2.8,3,0,2.8,0,0
3,24,20,0,0,2.7,3,0,2.7,0,0
3,24,21,0,0,2.5,3,0,2.5,0,0
3,24,22,0,0,2.6,3,0,2.6,0,0
3,24,23,0,0,2.8,3,0,2.8,0,0
3,25,0,0,0,2.9,3,0,2.9,0,0
3,25,1,0,0,2.7,2,0,2.7,0,0
3,25,2,0,0,2.4,2,0,2.4,0,0
3,25,3,0,0,2.2,2,0,2.2,0,0
3,25,4,0,0,4.7,3,0,4.7,0,0
3,25,5,0,73,7.1,4,70.799,7.022,263.882,238.405
3,25,6,0,200,9.6,6,217.639,12.28,792.698,755.114
3,25,7,380,146,10.7,8,304.209,14.366,1040.603,996.448
3,25,8,314,211,11.7,10,412.57,16.315,1454.879,1398.468
3,25,9,256,264,12.8,12,471.462,17.609,1670.086,1606.679
3,25,10,371,262,13.8,10,603.973,21.01,2111.112,2032.023
3,25,11,372,267,14.8,8,629.852,23.682,2176.224,2094.666
3,25,12,407,245,15.8,6,642.985,26.768,2189.101,2107.051
3,25,13,350,232,15.9,5,540.759,26.204,1843.394,1774.04
3,25,14,309,194,16.1,4,424.706,25.065,1448.317,1392.113
3,25,15,290,137,16.2,4,297.685,22.159,1010.953,967.613
3,25,16,0,118,15,4,116.494,16.69,416.006,387.313
3,25,17,0,4,13.8,4,3.78,12.563,13.751,0
3,25,18,0,0,12.6,4,0,12.6,0,0
3,25,19,0,0,12.6,4,0,12.6,0,0
3,25,20,0,0,12.5,5,0,12.5,0,0
3,25,21,0,0,12.5,6,0,12.5,0,0
3,25,22,0,0,11.6,5,0,11.6,0,0
3,25,23,0,0,10.8,4,0,10.8,0,0
3,26,0,0,0,9.9,3,0,9.9,0,0
3,26,1,0,0,10.2,4,0,10.2,0,0
3,26,2,0,0,10.6,6,0,10.6,0,0
3,26,3,0,0,10.9,8,0,10.9,0,0
3,26,4,0,0,10.9,7,0,10.9,0,0
3,26,5,0,57,10.9,6,55.281,10.63,202.823,178.576
3,26,6,0,104,10.9,6,104.107,11.562,380.391,352.47
3,26,7,30,154,11.7,5,164.794,13.721,591.926,559.245
3,26,8,30,207,12.5,5,223.418,15.783,799.145,761.397
3,26,9,34,250,13.3,5,283.909,17.876,1007.571,964.324
3,26,10,115,306,13.9,6,417.619,20.433,1465.026,1408.295
3,26,11,210,307,14.6,7,519.953,22.325,1808.434,1740.302
3,26,12,253,286,15.2,9,543.08,22.156,1889.978,1818.978
3,26,13,290,246,15.3,9,508.482,21.798,1770.085,1703.281
3,26,14,310,196,15.3,9,428.064,20.664,1490.201,1432.671
3,26,15,456,116,15.4,9,367.851,19.874,1254.125,1203.852
3,26,16,0,137,14.7,8,136.341,16.052,488.283,457.986
3,26,17,0,8,13.9,8,7.566,13.125,27.456,6.551
3,26,18,0,0,13.2,8,0,13.2,0,0
3,26,19,0,0,13.1,8,0,13.1,0,0
3,26,20,0,0,12.9,8,0,12.9,0,0
3,26,21,0,0,12.8,9,0,12.8,0,0
3,26,22,0,0,12.7,9,0,12.7,0,0
3,26,23,0,0,12.7,9,0,12.7,0,0
3,27,0,0,0,12.6,10,0,12.6,0,0
3,27,1,0,0,11.9,7,0,11.9,0,0
3,27,2,0,0,11.1,5,0,11.1,0,0
3,27,3,0,0,10.4,3,0,10.4,0,0
3,27,4,0,0,10.8,3,0,10.8,0,0
3,27,5,0,83,11.3,3,80.497,11.506,294.198,268.097
3,27,6,0,186,11.7,3,195.417,14.936,703.376,668.019
3,27,7,376,151,13.4,5,310.621,18.454,1046.455,1002.137
3,27,8,380,202,15,7,443.508,21.385,1526.446,1467.756
3,27,9,413,231,16.7,9,561.308,23.866,1929.762,1857.34
3,27,10,372,265,17.2,9,610.165,25.136,2092.469,2014.08
3,27,11,374,270,17.7,9,636.787,26.046,2176.075,2094.523
3,27,12,256,287,18.2,10,547.223,24.844,1880.703,1810.033
3,27,13,218,261,18,8,456.957,24.307,1572.864,1512.671
3,27,14,137,217,17.9,7,324.45,22.562,1123.129,1076.659
3,27,15,131,152,17.7,6,226.535,20.96,781.865,744.555
3,27,16,0,104,15.7,5,101.425,16.726,362.134,334.604
3,27,17,0,8,13.6,4,7.566,12.412,27.542,6.636
3,27,18,0,0,11.6,3,0,11.6,0,0
3,27,19,0,0,11.5,3,0,11.5,0,0
3,27,20,0,0,11.5,3,0,11.5,0,0
3,27,21,0,0,11.4,3,0,11.4,0,0
3,27,22,0,0,11.2,3,0,11.2,0,0
3,27,23,0,0,11,3,0,11,0,0
3,28,0,0,0,10.8,4,0,10.8,0,0
3,28,1,0,0,10.3,3,0,10.3,0,0
3,28,2,0,0,9.9,3,0,9.9,0,0
3,28,3,0,0,9.4,3,0,9.4,0,0
3,28,4,0,0,9.4,3,0,9.4,0,0
3,28,5,0,55,9.3,3,53.342,8.783,197.298,173.161
3,28,6,0,108,9.3,3,107.176,10.268,393.845,365.633
3,28,7,91,177,11.3,3,218.426,15.168,772.323,735.253
3,28,8,93,237,13.2,4,300.571,18.779,1057.459,1012.836
3,28,9,190,281,15.2,5,442.98,23.034,1532.182,1473.308
3,28,10,115,311,15.3,4,423.155,24.031,1459.965,1403.394
3,28,11,115,317,15.4,3,446.659,25.569,1530.485,1471.666
3,28,12,34,272,15.5,2,311.715,23.592,1078.214,1033.012
3,28,13,28,235,15.1,1,263.904,22.934,915.451,874.684
3,28,14,24,186,14.6,1,198.687,20.114,697.707,662.489
3,28,15,23,130,14.2,1,141.671,17.518,501.99,471.383
3,28,16,0,74,12.8,1,70.953,13.439,257.1,231.761
3,28,17,0,12,11.4,2,11.357,9.893,41.804,20.637
3,28,18,0,0,10,3,0,10,0,0
3,28,19,0,0,9.7,3,0,9.7,0,0
3,28,20,0,0,9.5,3,0,9.5,0,0
3,28,21,0,0,9.2,3,0,9.2,0,0
3,28,22,0,0,9.1,3,0,9.1,0,0
3,28,23,0,0,8.9,3,0,8.9,0,0
3,29,0,0,0,8.8,4,0,8.8,0,0
3,29,1,0,0,8,4,0,8,0,0
3,29,2,0,0,7.3,4,0,7.3,0,0
3,29,3,0,0,6.5,4,0,6.5,0,0
3,29,4,0,0,6.3,4,0,6.3,0,0
3,29,5,0,21,6.1,4,19.232,4.855,72.355,50.621
3,29,6,0,49,5.9,4,46.795,5.314,175.705,151.994
3,29,7,3,75,6,4,72.758,6.059,271.875,246.234
3,29,8,2,100,6.1,4,96.8,6.757,361.08,333.573
3,29,9,3,121,6.2,4,118.297,7.393,440.136,410.912
3,29,10,3,135,6.1,3,132.354,7.848,491.516,461.146
3,29,11,3,138,6.1,3,135.438,7.964,502.729,472.105
3,29,12,3,129,6,3,126.483,7.65,470.128,440.238
3,29,13,2,110,6.3,2,106.749,7.622,396.816,368.54
3,29,14,2,87,6.5,1,84.11,7.29,313.058,286.565
3,29,15,2,61,6.8,1,58.969,6.595,220.012,195.423
3,29,16,0,34,6.7,1,32.231,5.421,120.964,98.313
3,29,17,0,5,6.7,1,4.726,4.315,17.822,0
3,29,18,0,0,6.6,1,0,6.6,0,0
3,29,19,0,0,6.5,1,0,6.5,0,0
3,29,20,0,0,6.3,1,0,6.3,0,0
3,29,21,0,0,6.2,2,0,6.2,0,0
3,29,22,0,0,6.1,2,0,6.1,0,0
3,29,23,0,0,6,2,0,6,0,0
3,30,0,0,0,5.9,2,0,5.9,0,0
3,30,1,0,0,5.8,2,0,5.8,0,0
3,30,2,0,0,5.6,2,0,5.6,0,0
3,30,3,0,0,5.5,2,0,5.5,0,0
3,30,4,0,0,5.5,1,0,5.5,0,0
3,30,5,0,21,5.5,1,19.312,3.404,73.108,51.361
3,30,6,0,50,5.5,1,47.72,4.497,179.807,156.016
3,30,7,3,76,5.8,1,73.718,5.872,275.694,249.975
3,30,8,2,101,6.1,1,97.764,7.16,364.043,336.473
3,30,9,3,122,6.4,1,119.27,8.338,441.938,412.674
3,30,10,115,315,7.9,2,427.544,18.062,1516.392,1458.025
3,30,11,288,299,9.4,3,594.242,23.158,2058.849,1981.713
3,30,12,417,251,10.9,4,663.026,25.189,2274.705,2189.339
3,30,13,364,236,11.8,4,559.705,23.986,1928.562,1856.183
3,30,14,495,163,12.8,5,531.484,22.766,1829.547,1760.678
3,30,15,485,117,13.7,6,387.421,20.023,1321.242,1268.959
3,30,16,0,157,12.7,4,155.997,15.434,560.233,528.292
3,30,17,0,34,11.6,3,32.307,11.027,118.327,95.726
3,30,18,0,0,10.6,2,0,10.6,0,0
3,30,19,0,0,9.3,1,0,9.3,0,0
3,30,20,0,0,8,0,0,8,0,0
3,30,21,0,0,6.7,0,0,6.7,0,0
3,30,22,0,0,5.8,0,0,5.8,0,0
3,30,23,0,0,4.9,1,0,4.9,0,0
3,31,0,0,0,4,2,0,4,0,0
3,31,1,0,0,3.3,2,0,3.3,0,0
3,31,2,0,0,2.5,2,0,2.5,0,0
3,31,3,0,0,1.8,2,0,1.8,0,0
3,31,4,0,0,1.9,2,0,1.9,0,0
3,31,5,0,124,2,2,59.85,1.464,228.445,203.687
3,31,6,632,60,2.1,2,190.45,5.524,564.838,532.789
3,31,7,711,71,5,2,377.803,14.096,1266.922,1216.269
3,31,8,746,94,7.9,3,564.378,20.851,1934.669,1862.071
3,31,9,763,113,10.8,4,713.507,26.116,2423.695,2332.396
3,31,10,771,126,11.8,4,815.757,29.585,2737.676,2633.198
3,31,11,654,185,12.8,5,816.776,28.723,2755.634,2650.375
3,31,12,608,191,13.8,6,773.235,27.28,2626.269,2526.572
3,31,13,548,187,14.5,6,668.445,26.09,2279.434,2193.882
3,31,14,500,163,15.1,6,535.864,24.23,1832.288,1763.324
3,31,15,493,117,15.9,6,392.489,22.341,1324.549,1272.166
3,31,16,0,162,15.4,6,160.871,17.56,572.214,539.993
3,31,17,0,33,14.8,5,31.331,14.325,113.079,90.579
3,31,18,0,0,14.3,5,0,14.3,0,0
3,31,19,0,0,13.2,5,0,13.2,0,0
3,31,20,0,0,12.1,5,0,12.1,0,0
3,31,21,0,0,11,5,0,11,0,0
3,31,22,0,0,10,4,0,10,0,0
3,31,23,0,0,8.9,3,0,8.9,0,0
4,1,0,0,0,9.2,4,0,9.2,0,0
4,1,1,0,0,8,4,0,8,0,0
4,1,2,0,0,6.7,4,0,6.7,0,0
4,1,3,0,0,5.5,5,0,5.5,0,0
4,1,4,0,0,5.4,4,0,5.4,0,0
4,1,5,0,52,5.4,3,41.563,4.537,156.582,133.245
4,1,6,105,120,5.3,3,142.237,7.074,505.405,474.721
4,1,7,86,188,6.3,2,227.822,11.075,822.38,784.039
4,1,8,29,219,7.4,3,234.378,11.977,853.119,813.985
4,1,9,33,263,8.4,3,296.028,14.501,1066.902,1022.016
4,1,10,113,320,9.7,3,431.322,19.229,1521.763,1463.224
4,1,11,114,326,10.9,4,455.655,20.344,1599.863,1538.786
4,1,12,189,308,12.1,5,500.912,21.294,1750.687,1684.549
4,1,13,87,274,12.3,4,354.469,19.671,1247.78,1197.695
4,1,14,76,221,12.6,4,278.42,17.977,985.986,943.328
4,1,15,24,137,12.8,4,149.119,15.145,534.175,502.834
4,1,16,0,83,11.5,3,79.636,12.076,290.317,264.296
4,1,17,0,17,10.3,3,16.1,9.093,59.469,37.975
4,1,18,0,0,9,3,0,9,0,0
4,1,19,0,0,9.4,3,0,9.4,0,0
4,1,20,0,0,9.7,3,0,9.7,0,0
4,1,21,0,0,10.1,4,0,10.1,0,0
4,1,22,0,0,9.6,4,0,9.6,0,0
4,1,23,0,0,9.1,4,0,9.1,0,0
4,2,0,0,0,8.6,4,0,8.6,0,0
4,2,1,0,0,9.1,4,0,9.1,0,0
4,2,2,0,0,9.5,4,0,9.5,0,0
4,2,3,0,0,10,4,0,10,0,0
4,2,4,0,0,10,3,0,10,0,0
4,2,5,0,24,9.9,2,22.024,8.402,81.597,59.691
4,2,6,2,52,9.9,2,49.954,9.272,183.909,160.037
4,2,7,2,78,11.4,2,75.195,11.61,274.424,248.732
4,2,8,30,222,12.8,3,237.973,17.067,846.683,807.716
4,2,9,34,266,14.3,4,299.853,19.905,1054.538,1009.996
4,2,10,112,322,15.3,4,432.632,23.938,1493.54,1435.904
4,2,11,115,328,16.2,5,458.744,24.567,1579.439,1519.032
4,2,12,190,310,17.2,6,504.168,25.52,1727.706,1662.353
4,2,13,163,279,17.1,5,432.638,25.084,1484.57,1427.22
4,2,14,147,228,17,5,343.498,23.127,1186.333,1138.048
4,2,15,141,163,16.9,5,243.857,20.931,842.484,803.626
4,2,16,0,106,15,4,102.527,16.262,366.834,339.204
4,2,17,0,20,13.2,4,18.949,12.262,69.022,47.351
4,2,18,0,0,11.3,4,0,11.3,0,0
4,2,19,0,0,10.5,3,0,10.5,0,0
4,2,20,0,0,9.8,3,0,9.8,0,0
4,2,21,0,0,9,3,0,9,0,0
4,2,22,0,0,8.8,3,0,8.8,0,0
4,2,23,0,0,8.7,3,0,8.7,0,0
4,3,0,0,0,8.5,3,0,8.5,0,0
4,3,1,0,0,7.8,3,0,7.8,0,0
4,3,2,0,0,7,3,0,7,0,0
4,3,3,0,0,6.3,3,0,6.3,0,0
4,3,4,0,0,7.1,3,0,7.1,0,0
4,3,5,0,83,7.8,3,57.916,7.376,215.533,191.033
4,3,6,255,120,8.6,4,175.638,11.01,584.964,552.446
4,3,7,162,196,9.2,4,272.104,14.022,962.043,920.032
4,3,8,30,224,9.7,4,239.909,14.02,865.402,825.95
4,3,9,3,125,10.3,5,122.174,11.694,446.086,416.731
4,3,10,3,140,10.3,4,137.238,12.011,500.433,469.862
4,3,11,3,142,10.4,4,139.343,12.192,507.714,476.977
4,3,12,3,133,10.4,4,130.396,11.997,475.52,445.51
4,3,13,29,246,11,4,275.587,15.815,987.711,945.005
4,3,14,26,198,11.6,4,218.336,15.465,783.176,745.833
4,3,15,77,161,12.2,5,202.393,15.156,721.309,685.511
4,3,16,0,109,10.7,4,105.416,11.881,384.632,356.619
4,3,17,0,28,9.1,3,26.558,8.207,98.479,76.255
4,3,18,0,0,7.6,3,0,7.6,0,0
4,3,19,0,0,7.3,3,0,7.3,0,0
4,3,20,0,0,7.1,3,0,7.1,0,0
4,3,21,0,0,6.8,3,0,6.8,0,0
4,3,22,0,0,5.9,2,0,5.9,0,0
4,3,23,0,0,4.9,2,0,4.9,0,0
4,4,0,0,0,4,2,0,4,0,0
4,4,1,0,0,3.8,2,0,3.8,0,0
4,4,2,0,0,3.5,2,0,3.5,0,0
4,4,3,0,0,3.3,2,0,3.3,0,0
4,4,4,0,0,4.3,2,0,4.3,0,0
4,4,5,0,118,5.4,2,68.68,5.154,258.055,232.697
4,4,6,590,82,6.4,3,213.155,10.015,649.098,615.059
4,4,7,534,138,9.3,4,379.788,16.592,1288.216,1236.928
4,4,8,551,175,12.2,5,537.389,21.982,1844.203,1774.82
4,4,9,596,190,15.1,7,677.129,25.484,2310.985,2224.193
4,4,10,642,191,15.9,7,787.561,28.214,2661.913,2560.698
4,4,11,650,191,16.8,7,826.432,29.864,2773.47,2667.432
4,4,12,609,196,17.6,7,785.059,30.051,2631.78,2531.849
4,4,13,370,243,18,6,575.273,28.002,1945.512,1872.523
4,4,14,279,217,18.3,6,432.824,25.53,1475.457,1418.395
4,4,15,205,164,18.7,6,284.831,23.143,971.028,928.775
4,4,16,0,138,17.4,5,134.632,19.199,475.319,445.313
4,4,17,0,37,16,4,35.081,15.537,125.929,103.183
4,4,18,0,0,14.7,4,0,14.7,0,0
4,4,19,0,0,14.6,5,0,14.6,0,0
4,4,20,0,0,14.5,6,0,14.5,0,0
4,4,21,0,0,14.4,8,0,14.4,0,0
4,4,22,0,0,14.3,8,0,14.3,0,0
4,4,23,0,0,14.1,8,0,14.1,0,0
4,5,0,0,0,14,9,0,14,0,0
4,5,1,0,0,13,7,0,13,0,0
4,5,2,0,0,12.1,5,0,12.1,0,0
4,5,3,0,0,11.1,4,0,11.1,0,0
4,5,4,0,0,11.4,3,0,11.4,0,0
4,5,5,0,108,11.8,2,68.324,11.643,249.558,224.373
4,5,6,587,84,12.1,2,216.937,16.323,645.894,611.931
4,5,7,534,140,13.9,2,383.831,23.159,1264.964,1214.37
4,5,8,369,224,15.6,2,471.034,27.701,1579.854,1519.433
4,5,9,407,251,17.4,3,589.36,31.007,1961.298,1887.738
4,5,10,371,282,18.2,3,636.327,33.17,2100.849,2022.145
4,5,11,213,327,19.1,3,547.568,32.118,1818.352,1749.875
4,5,12,106,318,19.9,4,425.983,28.893,1436.851,1381.007
4,5,13,231,276,20.3,2,496.257,33.126,1638.209,1575.865
4,5,14,281,218,20.7,1,435.615,34.587,1421.713,1366.342
4,5,15,512,121,21.1,0,411.103,38.209,1287.393,1236.129
4,5,16,0,181,19.7,2,178.739,24.121,616.826,583.557
4,5,17,0,52,18.3,5,49.2,18.259,174.447,150.76
4,5,18,0,0,16.9,8,0,16.9,0,0
4,5,19,0,0,15.5,7,0,15.5,0,0
4,5,20,0,0,14.1,6,0,14.1,0,0
4,5,21,0,0,12.7,6,0,12.7,0,0
4,5,22,0,0,12.5,6,0,12.5,0,0
4,5,23,0,0,12.2,6,0,12.2,0,0
4,6,0,0,0,12,6,0,12,0,0
4,6,1,0,0,11.3,5,0,11.3,0,0
4,6,2,0,0,10.7,5,0,10.7,0,0
4,6,3,0,0,10,5,0,10,0,0
4,6,4,0,0,10.7,5,0,10.7,0,0
4,6,5,0,155,11.5,5,75.529,11.586,275.944,250.22
4,6,6,654,51,12.2,5,202.655,14.924,584.318,551.815
4,6,7,720,78,14,4,405.892,21.854,1327.92,1275.435
4,6,8,750,100,15.7,4,589.593,27.946,1961.589,1888.019
4,6,9,765,118,17.5,4,735.598,33.204,2417.941,2326.875
4,6,10,645,192,18.1,5,794.838,33.486,2619.242,2519.842
4,6,11,455,261,18.6,6,721.454,31.183,2406.272,2315.678
4,6,12,352,281,19.2,7,631.094,29.088,2126.063,2046.41
4,6,13,233,277,18.7,6,499.195,27.174,1695.884,1631.61
4,6,14,82,231,18.3,6,292.934,22.968,1013.954,970.532
4,6,15,28,148,17.8,6,162.228,19.884,568.718,536.579
4,6,16,0,94,17,6,90.188,17.628,320.699,294.046
4,6,17,0,36,16.2,7,34.132,15.769,122.394,99.716
4,6,18,0,0,15.4,8,0,15.4,0,0
4,6,19,0,0,14.2,6,0,14.2,0,0
4,6,20,0,0,13.1,5,0,13.1,0,0
4,6,21,0,0,11.9,4,0,11.9,0,0
4,6,22,0,0,11.4,2,0,11.4,0,0
4,6,23,0,0,10.9,1,0,10.9,0,0
4,7,0,0,0,10.4,0,0,10.4,0,0
4,7,1,0,0,10.4,0,0,10.4,0,0
4,7,2,0,0,10.4,1,0,10.4,0,0
4,7,3,0,0,10.4,2,0,10.4,0,0
4,7,4,0,0,10.1,3,0,10.1,0,0
4,7,5,0,29,9.7,4,26.554,8.659,98.272,76.052
4,7,6,2,56,9.4,6,53.724,9.118,197.968,173.818
4,7,7,2,84,9.4,6,80.966,9.637,298.103,271.921
4,7,8,2,108,9.4,6,104.499,10.09,384.206,356.202
4,7,9,3,130,9.4,7,127.055,10.414,466.544,436.735
4,7,10,3,143,9.3,6,140.154,10.681,514.082,483.201
4,7,11,3,147,9.3,6,144.25,10.771,528.908,497.688
4,7,12,3,138,9.2,6,135.301,10.517,496.646,466.16
4,7,13,3,119,9.7,6,116.375,10.674,426.857,397.925
4,7,14,27,206,10.1,6,226.967,13.01,823.177,784.815
4,7,15,28,150,10.6,7,164.209,12.355,595.604,562.836
4,7,16,0,97,10.2,6,93.082,10.805,341.246,314.16
4,7,17,0,31,9.8,5,29.406,9.114,108.608,86.192
4,7,18,0,0,9.4,4,0,9.4,0,0
4,7,19,0,0,9.1,3,0,9.1,0,0
4,7,20,0,0,8.9,2,0,8.9,0,0
4,7,21,0,0,8.6,2,0,8.6,0,0
4,7,22,0,0,7.7,2,0,7.7,0,0
4,7,23,0,0,6.9,2,0,6.9,0,0
4,8,0,0,0,6,3,0,6,0,0
4,8,1,0,0,6.8,4,0,6.8,0,0
4,8,2,0,0,7.6,5,0,7.6,0,0
4,8,3,0,0,8.4,6,0,8.4,0,0
4,8,4,0,5,9.4,6,0,9.4,0,0
4,8,5,0,99,10.3,7,69.14,10.276,254.063,228.787
4,8,6,32,123,11.3,8,127.896,12.225,458.832,429.194
4,8,7,28,182,12.2,7,190.74,14.29,685.107,650.196
4,8,8,2,109,13.1,6,105.464,13.988,381.12,353.183
4,8,9,3,131,14,5,128.028,15.326,459.963,430.3
4,8,10,3,145,13.8,4,142.121,15.674,509.834,479.049
4,8,11,3,148,13.7,3,145.229,15.894,520.478,489.451
4,8,12,3,138,13.5,3,135.293,15.457,485.82,455.578
4,8,13,3,119,13.3,3,116.372,14.765,419.157,390.394
4,8,14,2,97,13.2,4,93.815,13.964,339.088,312.047
4,8,15,2,70,13,5,67.589,13.104,245.114,220.019
4,8,16,0,43,12.3,4,40.786,11.76,148.896,125.708
4,8,17,0,15,11.5,3,14.198,10.159,52.201,30.842
4,8,18,0,0,10.8,2,0,10.8,0,0
4,8,19,0,0,10.3,2,0,10.3,0,0
4,8,20,0,0,9.9,3,0,9.9,0,0
4,8,21,0,0,9.4,4,0,9.4,0,0
4,8,22,0,0,9.3,4,0,9.3,0,0
4,8,23,0,0,9.3,5,0,9.3,0,0
4,9,0,0,0,9.2,6,0,9.2,0,0
4,9,1,0,0,8.5,5,0,8.5,0,0
4,9,2,0,0,7.7,4,0,7.7,0,0
4,9,3,0,0,7,3,0,7,0,0
4,9,4,0,9,7.5,3,0,7.5,0,0
4,9,5,0,124,8.1,4,78.414,8.203,290.771,264.741
4,9,6,580,91,8.6,5,231.807,11.868,717.429,681.727
4,9,7,297,194,9.7,5,336.396,15.287,1173.247,1125.341
4,9,8,231,261,10.7,5,420.165,18.11,1479.674,1422.479
4,9,9,103,311,11.8,5,401.876,18.998,1418.452,1363.183
4,9,10,116,337,12.8,4,452.401,22.095,1575.453,1515.175
4,9,11,41,313,13.9,4,361.336,21.309,1263.289,1212.744
4,9,12,37,295,14.9,4,337.282,21.589,1177.639,1129.607
4,9,13,31,258,14.6,4,289.167,20.183,1016.025,972.546
4,9,14,28,210,14.4,5,231.634,18.071,821.196,782.885
4,9,15,29,154,14.1,6,168.71,16.172,601.592,568.683
4,9,16,0,101,13.5,5,96.887,14.312,349.709,322.444
4,9,17,0,16,13,5,15.147,12.076,55.218,33.803
4,9,18,0,0,12.4,5,0,12.4,0,0
4,9,19,0,0,11.5,4,0,11.5,0,0
4,9,20,0,0,10.7,3,0,10.7,0,0
4,9,21,0,0,9.8,2,0,9.8,0,0
4,9,22,0,0,9.2,2,0,9.2,0,0
4,9,23,0,0,8.6,2,0,8.6,0,0
4,10,0,0,0,8,3,0,8,0,0
4,10,1,0,0,7.9,3,0,7.9,0,0
4,10,2,0,0,7.7,3,0,7.7,0,0
4,10,3,0,0,7.6,3,0,7.6,0,0
4,10,4,0,4,7.7,3,0,7.7,0,0
4,10,5,0,33,7.8,3,30.092,6.681,112.325,89.839
4,10,6,3,60,7.9,3,57.782,7.558,214.193,189.72
4,10,7,2,86,8,3,82.869,8.363,306.83,280.467
4,10,8,2,111,8.2,3,107.396,9.245,396.332,368.067
4,10,9,3,132,8.3,4,128.989,9.774,474.983,444.985
4,10,10,3,147,8.3,3,144.074,10.382,529.155,497.929
4,10,11,3,150,8.3,2,147.186,10.837,539.512,508.049
4,10,12,3,140,8.3,2,137.25,10.571,503.681,473.036
4,10,13,3,122,8.3,2,119.306,10.031,438.85,409.655
4,10,14,29,212,8.4,2,234.327,13.272,848.883,809.859
4,10,15,29,155,8.4,2,169.653,11.893,616.669,583.403
4,10,16,0,104,8.2,2,99.772,9.501,367.873,340.22
4,10,17,0,38,8.1,2,36.027,7.338,134.097,111.195
4,10,18,0,0,7.9,3,0,7.9,0,0
4,10,19,0,0,7.3,3,0,7.3,0,0
4,10,20,0,0,6.8,3,0,6.8,0,0
4,10,21,0,0,6.2,3,0,6.2,0,0
4,10,22,0,0,5.4,3,0,5.4,0,0
4,10,23,0,0,4.6,3,0,4.6,0,0
4,11,0,0,0,3.8,3,0,3.8,0,0
