,date,shops,office_building,industrial_park,fve,mve,wpg,price
31059.0,20/08/2020 12:45,0.0,63.024,11.468,152.3944,666.22,178.81,"54,60"
31060.0,20/08/2020 13:00,0.0,66.456,10.736,142.8952,663.68,180.27,"54,56"
31061.0,20/08/2020 13:15,0.0,62.712,9.604,126.8112,660.26,174.89,"54,56"
31062.0,20/08/2020 13:30,0.0,62.712,11.276,94.7972,648.14,181.96,"54,56"
31063.0,20/08/2020 13:45,0.0,66.768,13.404,93.5156,564.54,181.24,"54,56"
31064.0,20/08/2020 14:00,0.0,65.832,12.092,69.5532,541.76,171.62,"54,00"
31065.0,20/08/2020 14:15,0.0,69.888,11.776,51.0772,543.48,172.64,"54,00"
31066.0,20/08/2020 14:30,0.0,74.568,20.344,50.5092,544.06,174.56,"54,00"
31067.0,20/08/2020 14:45,0.0,37.44,12.124,48.7076,544.2,174.39,"54,00"
31068.0,20/08/2020 15:00,0.0,67.704,9.872,18.6788,544.52,181.24,"54,60"
31069.0,20/08/2020 15:15,0.0,67.704,10.16,2.8912,545.96,179.71,"54,60"
31070.0,20/08/2020 15:30,0.0,68.952,10.616,0.9216,546.38,174.53,"54,60"
31071.0,20/08/2020 15:45,0.0,68.952,11.32,0.25,546.42,172.36,"54,60"
31072.0,20/08/2020 16:00,0.0,69.888,14.112,0.0,543.08,169.98,"57,00"
31073.0,20/08/2020 16:15,0.0,65.208,13.232,0.0,533.9,160.29,"57,00"
31074.0,20/08/2020 16:30,0.0,61.464,13.148,0.0,485.78,153.47,"57,00"
31075.0,20/08/2020 16:45,0.0,60.528,11.248,0.0,415.0,146.98,"57,00"
31076.0,20/08/2020 17:00,0.0,56.472,12.74,0.0,437.48,142.06,"54,00"
31077.0,20/08/2020 17:15,0.0,57.408,20.04,0.0,440.28,137.11,"54,00"
31078.0,20/08/2020 17:30,0.0,58.032,12.388,0.0,438.26,126.0,"54,00"
31079.0,20/08/2020 17:45,0.0,54.6,12.076,0.0,435.6,113.2,"54,00"
31080.0,20/08/2020 18:00,0.0,53.664,11.968,0.0,434.9,107.97,"51,00"
31081.0,20/08/2020 18:15,0.0,50.856,11.484,0.0,434.62,103.58,"51,00"
31082.0,20/08/2020 18:30,0.0,49.92,11.568,0.0,435.54,96.07,"51,00"
31083.0,20/08/2020 18:45,0.0,51.48,11.972,0.0,438.7,88.96,"51,00"
31084.0,20/08/2020 19:00,0.0,52.416,11.792,0.0,439.08,85.64,"47,70"
31085.0,20/08/2020 19:15,0.0,51.168,12.484,0.0,439.38,93.21,"47,70"
31086.0,20/08/2020 19:30,0.0,48.36,12.264,0.0,439.9,95.55,"47,70"
31087.0,20/08/2020 19:45,0.0,48.36,15.556,0.0,439.54,91.62,"47,70"
31088.0,20/08/2020 20:00,0.0,50.232,17.2,0.0,452.28,89.43,"41,98"
31089.0,20/08/2020 20:15,0.0,51.168,11.888,0.0,515.9,90.28,"41,98"
31090.0,20/08/2020 20:30,0.0,50.856,11.184,0.0,513.66,94.21,"41,98"
31091.0,20/08/2020 20:45,0.0,50.856,11.248,0.0,510.34,95.96,"41,98"
31092.0,20/08/2020 21:00,0.0,48.984,11.664,0.0,510.06,99.21,"38,09"
31093.0,20/08/2020 21:15,0.0,50.544,11.732,0.0,507.76,108.43,"38,09"
31094.0,20/08/2020 21:30,0.0,50.232,11.488,0.0,437.92,116.88,"38,09"
31095.0,20/08/2020 21:45,0.0,49.92,12.168,0.0,414.5,112.1,"38,09"
31096.0,20/08/2020 22:00,0.0,49.92,11.54,0.0,418.08,106.7,"35,53"
31097.0,20/08/2020 22:15,0.0,50.232,11.12,0.0,421.24,103.19,"35,53"
31098.0,20/08/2020 22:30,0.0,48.672,17.524,0.0,421.76,107.58,"35,53"
31099.0,20/08/2020 22:45,0.0,49.608,13.804,0.0,438.52,104.73,"35,53"
31100.0,20/08/2020 23:00,0.0,49.608,11.132,0.0,540.34,107.3,"31,82"
31101.0,20/08/2020 23:15,0.0,48.672,10.608,0.0,642.1,108.55,"31,82"
31102.0,20/08/2020 23:30,0.0,48.984,10.556,0.0,681.86,103.78,"31,82"
31103.0,20/08/2020 23:45,0.0,49.608,10.908,0.0,681.74,104.84,"31,82"
31104.0,21/08/2020 00:00,0.0,49.608,10.348,0.0,679.5,106.47,"40,05"
31105.0,21/08/2020 00:15,0.0,49.608,11.852,0.0,676.38,108.06,"40,05"
31106.0,21/08/2020 00:30,0.0,49.92,10.084,0.0,674.3,108.85,"40,05"
31107.0,21/08/2020 00:45,0.0,49.296,11.088,0.0,672.64,103.1,"40,05"
31108.0,21/08/2020 01:00,0.0,48.36,14.432,0.0,654.3,100.46,"32,38"
31109.0,21/08/2020 01:15,0.0,48.36,16.124,0.0,603.6,101.3,"32,38"
31110.0,21/08/2020 01:30,0.0,49.296,10.596,0.0,552.22,98.31,"32,38"
31111.0,21/08/2020 01:45,0.0,47.736,10.62,0.0,568.04,97.08,"32,38"
31112.0,21/08/2020 02:00,0.0,49.296,10.036,0.0,642.1,94.28,"31,47"
31113.0,21/08/2020 02:15,0.0,48.984,9.712,0.0,640.92,89.66,"31,47"
31114.0,21/08/2020 02:30,0.0,49.296,9.092,0.0,640.8,90.3,"31,47"
31115.0,21/08/2020 02:45,0.0,48.672,9.428,0.0,638.68,90.52,"31,47"
31116.0,21/08/2020 03:00,0.0,48.672,10.912,0.0,676.68,85.06,"30,68"
31117.0,21/08/2020 03:15,0.0,48.048,10.152,0.0,738.56,81.77,"30,68"
31118.0,21/08/2020 03:30,0.0,49.296,12.004,0.0,736.96,83.45,"30,68"
31119.0,21/08/2020 03:45,0.0,48.36,16.804,0.0,739.06,85.51,"30,68"
31120.0,21/08/2020 04:00,0.0,48.672,10.736,0.0,742.04,81.6,"30,85"
31121.0,21/08/2020 04:15,0.0,48.672,10.2,0.0,739.84,75.94,"30,85"
31122.0,21/08/2020 04:30,0.0,48.36,10.576,0.0,740.8,71.21,"30,85"
31123.0,21/08/2020 04:45,0.0,49.296,10.408,0.0,747.94,63.64,"30,85"
31124.0,21/08/2020 05:00,0.0,47.112,11.132,0.0,751.8,57.5,"35,01"
31125.0,21/08/2020 05:15,0.0,48.048,10.852,0.0,745.28,48.67,"35,01"
31126.0,21/08/2020 05:30,0.0,48.672,11.768,0.0,746.04,37.89,"35,01"
31127.0,21/08/2020 05:45,0.0,47.112,12.056,0.0,745.86,31.76,"35,01"
31128.0,21/08/2020 06:00,0.0,45.864,12.792,0.0,739.0,29.21,"50,40"
31129.0,21/08/2020 06:15,0.0,46.488,18.66,0.0,718.28,28.97,"50,40"
31130.0,21/08/2020 06:30,0.0,47.424,11.192,0.0,651.16,32.94,"50,40"
31131.0,21/08/2020 06:45,0.0,46.8,10.888,0.0,636.58,38.23,"50,40"
31132.0,21/08/2020 07:00,0.0,48.672,11.276,0.0,635.28,43.91,"55,80"
31133.0,21/08/2020 07:15,0.0,50.544,8.52,0.0,638.2,49.03,"55,80"
31134.0,21/08/2020 07:30,0.0,53.04,7.916,0.0008,714.94,56.21,"55,80"
31135.0,21/08/2020 07:45,0.0,49.92,9.1,1.76,716.46,63.59,"55,80"
31136.0,21/08/2020 08:00,0.0,54.288,8.088,14.2588,716.82,67.4,"53,08"
31137.0,21/08/2020 08:15,0.0,53.04,7.7,18.878,714.76,71.58,"53,08"
31138.0,21/08/2020 08:30,0.0,55.224,10.12,23.1556,711.7,73.31,"53,08"
31139.0,21/08/2020 08:45,0.0,53.976,15.796,57.9456,691.68,76.24,"53,08"
31140.0,21/08/2020 09:00,0.0,54.912,8.22,135.1828,668.74,76.74,"57,47"
31141.0,21/08/2020 09:15,0.0,54.912,8.096,249.0528,608.38,79.07,"57,47"
31142.0,21/08/2020 09:30,0.0,56.16,8.044,302.5796,609.2,84.49,"57,47"
31143.0,21/08/2020 09:45,0.0,54.6,8.308,425.418,668.02,89.4,"57,47"
31144.0,21/08/2020 10:00,0.0,56.472,8.36,389.3792,696.96,94.53,"54,97"
31145.0,21/08/2020 10:15,0.0,56.16,8.628,377.7328,1144.9,96.09,"54,97"
31146.0,21/08/2020 10:30,0.0,54.288,8.18,361.9324,1058.72,102.65,"54,97"
31147.0,21/08/2020 10:45,0.0,55.848,8.66,386.162,940.12,103.9,"54,97"
31148.0,21/08/2020 11:00,0.0,56.16,7.784,393.8352,937.66,106.26,"55,00"
31149.0,21/08/2020 11:15,0.0,57.408,14.44,369.344,655.3,115.99,"55,00"
31150.0,21/08/2020 11:30,0.0,59.592,11.552,340.5936,493.3,124.93,"55,00"
31151.0,21/08/2020 11:45,0.0,58.656,8.18,419.0092,392.68,125.32,"55,00"
31152.0,21/08/2020 12:00,0.0,56.16,7.484,460.0908,400.84,132.24,"55,52"
31153.0,21/08/2020 12:15,0.0,55.224,8.04,479.4164,454.84,133.47,"55,52"
31154.0,21/08/2020 12:30,0.0,57.096,9.164,561.8004,584.66,137.06,"55,52"
31155.0,21/08/2020 12:45,0.0,56.16,7.82,497.8764,723.66,135.92,"55,52"
31156.0,21/08/2020 13:00,0.0,58.032,8.416,447.8652,818.66,136.27,"56,00"
31157.0,21/08/2020 13:15,0.0,58.968,8.0,306.0592,865.66,133.08,"56,00"
31158.0,21/08/2020 13:30,0.0,58.968,8.18,214.5836,858.84,136.67,"56,00"
31159.0,21/08/2020 13:45,0.0,59.28,10.944,186.1424,849.3,131.36,"56,00"
31160.0,21/08/2020 14:00,0.0,61.464,14.804,160.1392,847.76,132.25,"54,72"
31161.0,21/08/2020 14:15,0.0,59.28,7.904,165.6392,848.52,129.82,"54,72"
31162.0,21/08/2020 14:30,0.0,58.032,7.68,95.7508,820.22,131.24,"54,72"
31163.0,21/08/2020 14:45,0.0,58.344,8.828,87.01,733.92,129.32,"54,72"
31164.0,21/08/2020 15:00,0.0,60.216,9.756,82.8324,720.74,126.01,"57,05"
31165.0,21/08/2020 15:15,0.0,62.088,9.44,47.406,708.62,126.32,"57,05"
31166.0,21/08/2020 15:30,0.0,59.28,10.984,19.2852,629.62,124.56,"57,05"
31167.0,21/08/2020 15:45,0.0,59.592,11.576,6.5732,609.16,124.36,"57,05"
31168.0,21/08/2020 16:00,0.0,60.216,12.812,0.3,615.64,112.78,"62,00"
31169.0,21/08/2020 16:15,0.0,58.032,14.024,0.0,667.46,110.94,"62,00"
31170.0,21/08/2020 16:30,0.0,57.72,19.608,0.0,715.28,102.63,"62,00"
31171.0,21/08/2020 16:45,0.0,54.6,12.116,0.0,780.64,98.84,"62,00"
31172.0,21/08/2020 17:00,0.0,53.352,11.36,0.0,778.22,97.0,"59,00"
31173.0,21/08/2020 17:15,0.0,54.6,11.908,0.0,771.52,93.75,"59,00"
31174.0,21/08/2020 17:30,0.0,53.976,10.912,0.0,768.52,89.95,"59,00"
31175.0,21/08/2020 17:45,0.0,51.48,11.48,0.0,770.52,86.25,"59,00"
31176.0,21/08/2020 18:00,0.0,51.168,10.904,0.0,759.46,84.68,"58,33"
31177.0,21/08/2020 18:15,0.0,52.104,11.708,0.0,729.3,87.16,"58,33"
31178.0,21/08/2020 18:30,0.0,51.792,11.796,0.0,672.0,82.36,"58,33"
31179.0,21/08/2020 18:45,0.0,50.232,11.912,0.0,674.18,85.71,"58,33"
31180.0,21/08/2020 19:00,0.0,49.296,19.132,0.0,674.12,89.84,"53,00"
31181.0,21/08/2020 19:15,0.0,47.424,12.196,0.0,674.0,101.53,"53,00"
31182.0,21/08/2020 19:30,0.0,48.048,11.068,0.0,675.0,109.54,"53,00"
31183.0,21/08/2020 19:45,0.0,46.176,11.16,0.0,675.88,114.03,"53,00"
31184.0,21/08/2020 20:00,0.0,48.048,10.88,0.0,672.1,122.41,"47,40"
31185.0,21/08/2020 20:15,0.0,49.608,11.16,0.0,674.64,129.03,"47,40"
31186.0,21/08/2020 20:30,0.0,49.608,11.3,0.0,674.2,132.71,"47,40"
31187.0,21/08/2020 20:45,0.0,47.736,10.676,0.0,668.06,138.47,"47,40"
31188.0,21/08/2020 21:00,0.0,47.424,11.104,0.0,670.4,143.03,"40,04"
31189.0,21/08/2020 21:15,0.0,48.36,12.684,0.0,672.54,149.03,"40,04"
31190.0,21/08/2020 21:30,0.0,49.92,20.584,0.0,671.54,151.2,"40,04"
31191.0,21/08/2020 21:45,0.0,50.232,11.756,0.0,665.36,150.44,"40,04"
31192.0,21/08/2020 22:00,0.0,50.856,11.152,0.0,654.3,153.72,"40,30"
31193.0,21/08/2020 22:15,0.0,49.92,10.492,0.0,647.3,152.99,"40,30"
31194.0,21/08/2020 22:30,0.0,49.296,10.044,0.0,573.24,150.07,"40,30"
31195.0,21/08/2020 22:45,0.0,49.608,9.904,0.0,531.44,148.54,"40,30"
31196.0,21/08/2020 23:00,0.0,48.36,10.212,0.0,526.02,142.39,"37,17"
31197.0,21/08/2020 23:15,0.0,49.296,10.544,0.0,529.08,138.74,"37,17"
31198.0,21/08/2020 23:30,0.0,48.672,9.908,0.0,520.08,138.11,"37,17"
31199.0,21/08/2020 23:45,0.0,49.608,14.492,0.0,519.9,136.77,"37,17"
31200.0,22/08/2020 00:00,0.0,48.984,14.508,0.0,518.9,130.22,"35,52"
31201.0,22/08/2020 00:15,0.0,48.984,9.896,0.0,520.78,127.63,"35,52"
31202.0,22/08/2020 00:30,0.0,48.672,9.744,0.0,523.9,119.88,"35,52"
31203.0,22/08/2020 00:45,0.0,48.984,9.86,0.0,535.84,114.28,"35,52"
31204.0,22/08/2020 01:00,0.0,48.36,9.26,0.0,549.6,110.36,"33,00"
31205.0,22/08/2020 01:15,0.0,48.048,8.864,0.0,636.6,106.09,"33,00"
31206.0,22/08/2020 01:30,0.0,46.8,9.492,0.0,667.3,102.65,"33,00"
31207.0,22/08/2020 01:45,0.0,48.984,9.844,0.0,707.54,99.28,"33,00"
31208.0,22/08/2020 02:00,0.0,48.048,9.176,0.0,705.56,97.13,"30,75"
31209.0,22/08/2020 02:15,0.0,48.672,16.124,0.0,701.06,93.48,"30,75"
31210.0,22/08/2020 02:30,0.0,48.048,13.684,0.0,646.38,90.07,"30,75"
31211.0,22/08/2020 02:45,0.0,48.36,10.508,0.0,599.26,89.41,"30,75"
31212.0,22/08/2020 03:00,0.0,48.36,13.24,0.0,584.76,86.11,"28,76"
31213.0,22/08/2020 03:15,0.0,48.672,12.5,0.0,582.56,86.51,"28,76"
31214.0,22/08/2020 03:30,0.0,47.736,11.252,0.0,578.32,86.8,"28,76"
31215.0,22/08/2020 03:45,0.0,48.048,16.252,0.0,580.26,86.58,"28,76"
31216.0,22/08/2020 04:00,0.0,48.36,21.02,0.0,489.96,86.31,"28,33"
31217.0,22/08/2020 04:15,0.0,47.736,10.588,0.0,469.84,80.29,"28,33"
31218.0,22/08/2020 04:30,0.0,48.984,14.492,0.0,472.6,76.06,"28,33"
31219.0,22/08/2020 04:45,0.0,47.424,19.704,0.0,553.06,71.84,"28,33"
31220.0,22/08/2020 05:00,0.0,48.048,23.42,0.0,601.28,65.36,"30,48"
31221.0,22/08/2020 05:15,0.0,48.672,30.808,0.0,656.8,58.79,"30,48"
31222.0,22/08/2020 05:30,0.0,45.552,31.664,0.0,657.62,48.55,"30,48"
31223.0,22/08/2020 05:45,0.0,45.552,30.46,0.0,656.5,37.59,"30,48"
31224.0,22/08/2020 06:00,0.0,43.992,23.28,0.0,655.44,30.03,"32,26"
31225.0,22/08/2020 06:15,0.0,44.928,28.06,0.0,651.5,26.95,"32,26"
31226.0,22/08/2020 06:30,0.0,45.864,30.288,0.0,652.26,23.22,"32,26"
31227.0,22/08/2020 06:45,0.0,48.36,24.048,0.0,643.44,22.22,"32,26"
31228.0,22/08/2020 07:00,0.0,48.672,17.188,0.0,628.44,21.42,"37,02"
31229.0,22/08/2020 07:15,0.0,49.92,13.344,0.04,552.32,22.25,"37,02"
31230.0,22/08/2020 07:30,0.0,50.856,20.704,2.5296,534.14,24.8,"37,02"
31231.0,22/08/2020 07:45,0.0,51.48,28.064,17.3836,536.08,27.58,"37,02"
31232.0,22/08/2020 08:00,0.0,51.792,43.484,32.5992,535.42,30.36,"39,98"
31233.0,22/08/2020 08:15,0.0,55.848,53.068,75.5652,535.96,32.95,"39,98"
31234.0,22/08/2020 08:30,0.0,54.912,42.444,122.6608,536.84,36.28,"39,98"
31235.0,22/08/2020 08:45,0.0,57.72,50.172,147.3216,537.56,37.35,"39,98"
31236.0,22/08/2020 09:00,0.0,56.784,39.852,145.0584,539.32,37.42,"40,95"
31237.0,22/08/2020 09:15,0.0,58.344,33.756,174.7752,540.26,40.48,"40,95"
31238.0,22/08/2020 09:30,0.0,59.28,33.26,180.954,542.02,40.93,"40,95"
31239.0,22/08/2020 09:45,0.0,58.344,41.284,199.508,622.84,41.79,"40,95"
31240.0,22/08/2020 10:00,0.0,59.28,41.828,198.864,647.72,41.52,"40,05"
31241.0,22/08/2020 10:15,0.0,58.968,47.564,199.3128,705.54,40.52,"40,05"
31242.0,22/08/2020 10:30,0.0,57.096,35.608,209.6936,699.5,41.93,"40,05"
31243.0,22/08/2020 10:45,0.0,55.536,33.592,234.6608,695.68,42.39,"40,05"
31244.0,22/08/2020 11:00,0.0,56.784,42.136,248.6016,713.44,40.44,"40,43"
31245.0,22/08/2020 11:15,0.0,57.72,37.316,280.56,803.44,39.33,"40,43"
31246.0,22/08/2020 11:30,0.0,57.408,63.092,270.032,929.26,39.97,"40,43"
31247.0,22/08/2020 11:45,0.0,56.472,41.668,270.5372,1084.82,34.89,"40,43"
31248.0,22/08/2020 12:00,0.0,58.344,37.7,232.4588,1267.14,35.72,"41,99"
31249.0,22/08/2020 12:15,0.0,58.656,38.008,227.9016,1298.74,35.99,"41,99"
31250.0,22/08/2020 12:30,0.0,58.344,45.708,212.6076,1101.0,31.95,"41,99"
31251.0,22/08/2020 12:45,0.0,59.592,45.808,236.2732,1015.38,31.52,"41,99"
31252.0,22/08/2020 13:00,0.0,59.592,30.988,234.9664,943.12,31.94,"40,43"
31253.0,22/08/2020 13:15,0.0,58.344,30.588,222.2668,945.06,29.72,"40,43"
31254.0,22/08/2020 13:30,0.0,57.72,30.624,216.3676,943.12,27.85,"40,43"
31255.0,22/08/2020 13:45,0.0,60.84,39.568,237.4056,940.06,30.32,"40,43"
31256.0,22/08/2020 14:00,0.0,61.152,36.404,214.132,937.94,25.66,"43,01"
31257.0,22/08/2020 14:15,0.0,61.464,26.776,186.1088,589.76,25.08,"43,01"
31258.0,22/08/2020 14:30,0.0,59.904,24.876,128.39,568.76,24.82,"43,01"
31259.0,22/08/2020 14:45,0.0,58.344,22.892,87.814,573.76,23.95,"43,01"
31260.0,22/08/2020 15:00,0.0,58.968,20.348,46.7432,574.46,21.47,"48,02"
31261.0,22/08/2020 15:15,0.0,59.592,20.184,19.3168,579.64,20.42,"48,02"
31262.0,22/08/2020 15:30,0.0,58.656,22.248,4.5336,587.58,19.88,"48,02"
31263.0,22/08/2020 15:45,0.0,62.712,20.88,1.036,698.64,18.28,"48,02"
31264.0,22/08/2020 16:00,0.0,59.592,19.512,0.0,840.76,18.77,"54,40"
31265.0,22/08/2020 16:15,0.0,59.592,17.212,0.0,867.64,17.82,"54,40"
31266.0,22/08/2020 16:30,0.0,56.784,17.676,0.0,850.52,16.24,"54,40"
31267.0,22/08/2020 16:45,0.0,54.912,15.8,0.0,805.58,15.56,"54,40"
31268.0,22/08/2020 17:00,0.0,55.536,15.236,0.0,744.98,13.51,"57,39"
31269.0,22/08/2020 17:15,0.0,53.664,14.256,0.0,747.72,12.96,"57,39"
31270.0,22/08/2020 17:30,0.0,52.104,18.632,0.0,748.38,12.2,"57,39"
31271.0,22/08/2020 17:45,0.0,52.104,17.828,0.0,734.38,12.48,"57,39"
31272.0,22/08/2020 18:00,0.0,49.92,13.132,0.0,703.16,12.36,"52,65"
31273.0,22/08/2020 18:15,0.0,50.544,11.76,0.0,605.48,13.97,"52,65"
31274.0,22/08/2020 18:30,0.0,50.856,11.904,0.0,594.42,14.18,"52,65"
31275.0,22/08/2020 18:45,0.0,46.8,12.012,0.0,586.42,17.45,"52,65"
31276.0,22/08/2020 19:00,0.0,48.672,11.008,0.0,487.56,18.71,"50,70"
31277.0,22/08/2020 19:15,0.0,47.736,12.2,0.0,484.84,21.82,"50,70"
31278.0,22/08/2020 19:30,0.0,47.112,15.972,0.0,543.98,26.88,"50,70"
31279.0,22/08/2020 19:45,0.0,49.92,11.64,0.0,570.42,31.19,"50,70"
31280.0,22/08/2020 20:00,0.0,51.792,10.796,0.0,567.8,33.27,"45,31"
31281.0,22/08/2020 20:15,0.0,53.04,10.632,0.0,566.46,35.63,"45,31"
31282.0,22/08/2020 20:30,0.0,53.976,10.98,0.0,544.7,39.07,"45,31"
31283.0,22/08/2020 20:45,0.0,53.04,9.928,0.0,467.34,42.74,"45,31"
31284.0,22/08/2020 21:00,0.0,53.352,15.776,0.0,469.04,46.16,"40,09"
31285.0,22/08/2020 21:15,0.0,53.04,13.628,0.0,471.86,52.84,"40,09"
31286.0,22/08/2020 21:30,0.0,52.728,10.608,0.0,470.68,59.05,"40,09"
31287.0,22/08/2020 21:45,0.0,49.296,10.112,0.0,470.5,66.39,"40,09"
31288.0,22/08/2020 22:00,0.0,50.856,10.424,0.0,472.26,67.95,"36,10"
31289.0,22/08/2020 22:15,0.0,49.608,10.34,0.0,472.36,74.14,"36,10"
31290.0,22/08/2020 22:30,0.0,49.92,9.336,0.0,478.32,79.33,"36,10"
31291.0,22/08/2020 22:45,0.0,48.048,9.136,0.0,551.8,84.79,"36,10"
31292.0,22/08/2020 23:00,0.0,49.296,9.596,0.0,580.6,87.16,"26,75"
31293.0,22/08/2020 23:15,0.0,48.984,9.768,0.0,638.18,92.4,"26,75"
31294.0,22/08/2020 23:30,0.0,48.36,9.936,0.0,630.94,96.5,"26,75"
31295.0,22/08/2020 23:45,0.0,48.672,9.04,0.0,632.9,100.85,"26,75"
31296.0,23/08/2020 00:00,0.0,47.736,9.256,0.0,575.78,104.06,"26,75"
31297.0,23/08/2020 00:15,0.0,48.36,9.936,0.0,522.18,105.78,"26,75"
31298.0,23/08/2020 00:30,0.0,49.92,9.604,0.0,521.16,106.57,"26,75"
31299.0,23/08/2020 00:45,0.0,49.296,9.696,0.0,524.78,108.1,"26,75"
31300.0,23/08/2020 01:00,0.0,48.672,9.132,0.0,511.34,109.74,"26,27"
31301.0,23/08/2020 01:15,0.0,48.36,9.276,0.0,513.0,111.19,"26,27"
31302.0,23/08/2020 01:30,0.0,48.048,9.48,0.0,515.02,110.81,"26,27"
31303.0,23/08/2020 01:45,0.0,47.736,9.256,0.0,496.46,110.38,"26,27"
31304.0,23/08/2020 02:00,0.0,48.984,9.432,0.0,404.52,109.8,"24,85"
31305.0,23/08/2020 02:15,0.0,48.984,12.836,0.0,411.22,104.64,"24,85"
31306.0,23/08/2020 02:30,0.0,48.984,16.636,0.0,481.1,101.59,"24,85"
31307.0,23/08/2020 02:45,0.0,49.296,13.7,0.0,535.98,99.38,"24,85"
31308.0,23/08/2020 03:00,0.0,47.424,12.34,0.0,583.68,97.97,"23,44"
31309.0,23/08/2020 03:15,0.0,48.048,15.392,0.0,583.5,100.76,"23,44"
31310.0,23/08/2020 03:30,0.0,48.984,30.78,0.0,582.26,98.2,"23,44"
31311.0,23/08/2020 03:45,0.0,48.672,21.888,0.0,579.14,97.66,"23,44"
31312.0,23/08/2020 04:00,0.0,47.736,26.228,0.0,577.22,96.89,"24,75"
31313.0,23/08/2020 04:15,0.0,47.736,22.208,0.0,573.9,91.86,"24,75"
31314.0,23/08/2020 04:30,0.0,47.736,27.14,0.0,565.78,88.81,"24,75"
31315.0,23/08/2020 04:45,0.0,47.424,24.728,0.0,564.92,85.7,"24,75"
31316.0,23/08/2020 05:00,0.0,47.736,20.584,0.0,554.12,81.1,"26,85"
31317.0,23/08/2020 05:15,0.0,47.112,14.888,0.0,482.94,72.2,"26,85"
31318.0,23/08/2020 05:30,0.0,47.736,21.268,0.0,457.34,57.35,"26,85"
31319.0,23/08/2020 05:45,0.0,46.8,28.412,0.0,459.34,45.61,"26,85"
31320.0,23/08/2020 06:00,0.0,46.176,28.608,0.0,457.82,36.11,"26,74"
31321.0,23/08/2020 06:15,0.0,45.24,24.948,0.0,458.78,27.47,"26,74"
31322.0,23/08/2020 06:30,0.0,46.176,23.124,0.0,461.66,21.63,"26,74"
31323.0,23/08/2020 06:45,0.0,45.864,23.28,0.0,463.6,20.39,"26,74"
31324.0,23/08/2020 07:00,0.0,47.736,25.116,0.0,460.24,21.26,"25,90"
31325.0,23/08/2020 07:15,0.0,48.672,17.848,0.0,465.94,21.58,"25,90"
31326.0,23/08/2020 07:30,0.0,50.544,16.884,0.0696,465.82,21.93,"25,90"
31327.0,23/08/2020 07:45,0.0,50.544,13.316,12.6724,463.7,22.29,"25,90"
31328.0,23/08/2020 08:00,0.0,51.48,20.744,43.6448,464.42,24.62,"30,00"
31329.0,23/08/2020 08:15,0.0,52.104,21.968,35.0056,462.6,27.64,"30,00"
31330.0,23/08/2020 08:30,0.0,53.352,21.308,109.3388,462.04,31.77,"30,00"
31331.0,23/08/2020 08:45,0.0,53.976,18.648,132.2268,462.1,36.68,"30,00"
31332.0,23/08/2020 09:00,0.0,53.976,13.752,170.2752,459.92,41.61,"38,90"
31333.0,23/08/2020 09:15,0.0,56.16,11.264,199.8872,463.52,48.94,"38,90"
31334.0,23/08/2020 09:30,0.0,56.784,11.824,159.3468,464.12,55.5,"38,90"
31335.0,23/08/2020 09:45,0.0,55.536,16.632,167.3528,449.06,61.16,"38,90"
31336.0,23/08/2020 10:00,0.0,56.472,17.176,181.9664,481.12,61.51,"30,90"
31337.0,23/08/2020 10:15,0.0,56.472,14.068,200.2392,486.02,68.4,"30,90"
31338.0,23/08/2020 10:30,0.0,56.16,15.256,229.138,478.3,73.44,"30,90"
31339.0,23/08/2020 10:45,0.0,54.6,17.408,244.074,472.14,82.34,"30,90"
31340.0,23/08/2020 11:00,0.0,57.72,13.28,237.612,469.72,87.1,"36,70"
31341.0,23/08/2020 11:15,0.0,57.096,14.084,221.2612,476.76,96.13,"36,70"
31342.0,23/08/2020 11:30,0.0,58.032,13.364,234.592,561.2,101.29,"36,70"
31343.0,23/08/2020 11:45,0.0,56.784,11.336,264.5044,625.48,103.92,"36,70"
31344.0,23/08/2020 12:00,0.0,62.088,9.692,342.9584,643.76,112.11,"30,08"
31345.0,23/08/2020 12:15,0.0,60.528,9.444,350.1196,642.02,115.63,"30,08"
31346.0,23/08/2020 12:30,0.0,67.08,12.364,393.5924,640.44,116.72,"30,08"
31347.0,23/08/2020 12:45,0.0,63.648,9.976,368.3592,641.6,120.83,"30,08"
31348.0,23/08/2020 13:00,0.0,60.84,10.672,305.9904,639.66,128.62,"36,70"
31349.0,23/08/2020 13:15,0.0,58.344,12.044,259.4224,638.48,136.49,"36,70"
31350.0,23/08/2020 13:30,0.0,58.032,9.836,225.7956,639.36,133.9,"36,70"
31351.0,23/08/2020 13:45,0.0,57.408,10.088,153.5552,638.3,136.54,"36,70"
31352.0,23/08/2020 14:00,0.0,58.344,10.448,126.0116,636.68,138.2,"39,00"
31353.0,23/08/2020 14:15,0.0,63.024,12.02,83.6916,633.4,134.91,"39,00"
31354.0,23/08/2020 14:30,0.0,64.272,11.06,71.696,642.36,136.77,"39,00"
31355.0,23/08/2020 14:45,0.0,60.528,10.204,47.1664,685.3,137.71,"39,00"
31356.0,23/08/2020 15:00,0.0,62.712,8.244,23.6444,713.18,134.77,"42,00"
31357.0,23/08/2020 15:15,0.0,60.216,8.644,6.1956,712.06,137.19,"42,00"
31358.0,23/08/2020 15:30,0.0,59.592,7.82,0.3904,709.94,136.09,"42,00"
31359.0,23/08/2020 15:45,0.0,60.84,9.272,0.0004,708.28,140.58,"42,00"
