,date,shops,office_building,industrial_park,fve,mve,wpg,price
0.0,01/01/2020 00:00,17.804,40.56,18.04,0.0,2708.2,90.12,"33,20"
1.0,01/01/2020 00:15,12.96,42.12,17.132,0.0,2939.06,89.54,"33,20"
2.0,01/01/2020 00:30,12.94,41.808,16.244,0.0,2923.67,81.32,"33,20"
3.0,01/01/2020 00:45,13.1,41.808,15.964,0.0,2914.28,74.89,"33,20"
4.0,01/01/2020 01:00,17.8,41.808,20.932,0.0,2954.06,73.86,"30,40"
5.0,01/01/2020 01:15,13.432,41.496,15.96,0.0,2948.46,72.66,"30,40"
6.0,01/01/2020 01:30,13.628,41.496,16.18,0.0,2926.26,71.28,"30,40"
7.0,01/01/2020 01:45,12.552,41.808,18.688,0.0,2917.78,73.35,"30,40"
8.0,01/01/2020 02:00,13.652,42.12,18.412,0.0,2915.36,67.41,"28,53"
9.0,01/01/2020 02:15,13.348,41.808,18.764,0.0,2910.04,62.97,"28,53"
10.0,01/01/2020 02:30,12.112,41.496,18.196,0.0,2913.24,59.93,"28,53"
11.0,01/01/2020 02:45,13.684,41.808,18.816,0.0,2953.88,58.95,"28,53"
12.0,01/01/2020 03:00,13.24,41.496,21.088,0.0,2949.74,59.63,"27,37"
13.0,01/01/2020 03:15,13.484,42.432,20.652,0.0,2926.22,59.98,"27,37"
14.0,01/01/2020 03:30,12.636,41.808,25.088,0.0,2920.56,57.28,"27,37"
15.0,01/01/2020 03:45,16.28,41.496,26.988,0.0,2916.32,60.58,"27,37"
16.0,01/01/2020 04:00,13.224,41.184,30.332,0.0,2912.32,63.22,"26,38"
17.0,01/01/2020 04:15,12.644,41.808,25.592,0.0,2918.76,66.71,"26,38"
18.0,01/01/2020 04:30,14.088,42.744,24.168,0.0,2945.66,67.0,"26,38"
19.0,01/01/2020 04:45,12.412,41.808,40.548,0.0,2951.24,69.17,"26,38"
20.0,01/01/2020 05:00,14.3,41.808,36.516,0.0,2922.48,70.23,"26,50"
21.0,01/01/2020 05:15,13.176,41.184,34.528,0.0,2909.52,73.19,"26,50"
22.0,01/01/2020 05:30,16.5,41.808,48.98,0.0,2930.82,75.21,"26,50"
23.0,01/01/2020 05:45,13.776,41.808,88.916,0.0,2933.46,73.79,"26,50"
24.0,01/01/2020 06:00,18.888,41.808,101.508,0.0,2945.7,70.42,"27,01"
25.0,01/01/2020 06:15,20.508,41.808,122.972,0.0,2996.22,59.42,"27,01"
26.0,01/01/2020 06:30,21.684,41.184,143.032,0.0,3027.56,49.54,"27,01"
27.0,01/01/2020 06:45,20.584,41.496,162.592,0.0,3036.56,42.71,"27,01"
28.0,01/01/2020 07:00,21.124,39.312,144.272,0.0,2997.78,33.4,"27,40"
29.0,01/01/2020 07:15,30.984,39.0,133.188,0.0,2974.6,29.79,"27,40"
30.0,01/01/2020 07:30,23.448,38.064,152.5,0.0,2980.14,26.94,"27,40"
31.0,01/01/2020 07:45,16.128,37.44,135.464,0.0,1687.0,26.98,"27,40"
32.0,01/01/2020 08:00,15.88,37.128,153.052,0.0,1959.24,30.65,"27,99"
33.0,01/01/2020 08:15,16.456,37.128,144.768,0.0,1680.98,32.59,"27,99"
34.0,01/01/2020 08:30,24.664,37.128,150.956,7.5,2864.18,35.93,"27,99"
35.0,01/01/2020 08:45,39.208,37.128,164.452,12.0004,3016.86,42.35,"27,99"
36.0,01/01/2020 09:00,40.88,36.816,136.848,16.6516,2979.24,48.4,"27,71"
37.0,01/01/2020 09:15,35.596,37.752,134.788,34.4688,2933.28,54.84,"27,71"
38.0,01/01/2020 09:30,31.076,37.128,151.928,59.5292,3000.92,57.49,"27,71"
39.0,01/01/2020 09:45,33.268,38.064,151.732,65.8368,3019.46,62.99,"27,71"
40.0,01/01/2020 10:00,31.684,38.688,137.108,77.6696,3022.38,60.56,"28,40"
41.0,01/01/2020 10:15,30.576,38.064,115.752,69.1556,3001.74,60.72,"28,40"
42.0,01/01/2020 10:30,27.36,38.376,109.832,66.0168,2982.38,59.72,"28,40"
43.0,01/01/2020 10:45,32.528,37.752,105.064,71.906,2991.24,62.87,"28,40"
44.0,01/01/2020 11:00,34.248,37.44,122.492,123.8276,3028.66,65.34,"28,98"
45.0,01/01/2020 11:15,25.416,37.752,151.472,143.1424,3022.14,58.26,"28,98"
46.0,01/01/2020 11:30,20.784,37.128,148.292,148.3224,3027.4,54.08,"28,98"
47.0,01/01/2020 11:45,22.884,38.064,141.364,161.9312,3034.48,56.09,"28,98"
48.0,01/01/2020 12:00,25.868,37.128,147.368,156.2076,3027.02,49.8,"29,50"
49.0,01/01/2020 12:15,25.644,37.752,140.64,238.7408,3029.52,49.17,"29,50"
50.0,01/01/2020 12:30,23.996,37.128,134.596,188.3152,3039.04,49.72,"29,50"
51.0,01/01/2020 12:45,26.664,37.752,145.016,152.7752,3043.74,50.06,"29,50"
52.0,01/01/2020 13:00,20.924,38.064,118.856,133.6736,3050.8,50.98,"29,43"
53.0,01/01/2020 13:15,22.12,37.128,107.564,128.2584,3059.44,50.05,"29,43"
54.0,01/01/2020 13:30,21.96,37.128,91.164,121.6456,3060.54,52.14,"29,43"
55.0,01/01/2020 13:45,30.104,38.064,87.812,81.8928,3013.6,48.48,"29,43"
56.0,01/01/2020 14:00,17.348,37.752,74.588,94.19,2983.66,50.57,"30,51"
57.0,01/01/2020 14:15,22.62,37.44,69.16,71.0752,2994.24,49.04,"30,51"
58.0,01/01/2020 14:30,30.444,37.752,64.756,104.044,3004.76,51.07,"30,51"
59.0,01/01/2020 14:45,21.764,38.064,66.836,112.7996,3013.92,52.92,"30,51"
60.0,01/01/2020 15:00,23.46,37.44,66.396,72.6164,3022.98,55.37,"33,32"
61.0,01/01/2020 15:15,25.416,37.752,57.728,35.7696,3018.56,58.44,"33,32"
62.0,01/01/2020 15:30,28.12,37.128,60.352,5.8844,2970.74,62.32,"33,32"
63.0,01/01/2020 15:45,27.136,38.064,55.872,0.122,2972.38,62.94,"33,32"
64.0,01/01/2020 16:00,26.976,37.128,47.616,0.0,2992.54,69.39,"38,11"
65.0,01/01/2020 16:15,31.04,38.376,39.256,0.0,3001.84,66.69,"38,11"
66.0,01/01/2020 16:30,29.56,39.936,36.436,0.0,2963.46,68.87,"38,11"
67.0,01/01/2020 16:45,32.6,40.872,34.724,0.0,2909.46,77.15,"38,11"
68.0,01/01/2020 17:00,39.568,40.56,40.428,0.0,2938.76,79.38,"41,24"
69.0,01/01/2020 17:15,31.652,39.936,27.872,0.0,2956.28,80.81,"41,24"
70.0,01/01/2020 17:30,39.468,40.248,20.316,0.0,2961.32,84.02,"41,24"
71.0,01/01/2020 17:45,34.532,40.56,20.716,0.0,2936.44,93.79,"41,24"
72.0,01/01/2020 18:00,43.372,40.56,20.484,0.0,2916.48,103.79,"42,66"
73.0,01/01/2020 18:15,33.296,40.56,22.74,0.0,2934.24,123.98,"42,66"
74.0,01/01/2020 18:30,38.12,39.936,29.868,0.0,2946.0,136.76,"42,66"
75.0,01/01/2020 18:45,31.38,40.56,27.2,0.0,2951.18,154.33,"42,66"
76.0,01/01/2020 19:00,43.228,40.56,23.34,0.0,2946.52,177.84,"42,08"
77.0,01/01/2020 19:15,39.912,41.184,20.304,0.0,2915.98,197.43,"42,08"
78.0,01/01/2020 19:30,35.308,40.248,22.272,0.0,2919.5,209.34,"42,08"
79.0,01/01/2020 19:45,33.764,39.936,17.144,0.0,2933.08,219.14,"42,08"
80.0,01/01/2020 20:00,39.04,39.936,14.28,0.0,2951.62,222.24,"39,51"
81.0,01/01/2020 20:15,46.908,40.56,14.728,0.0,2968.96,225.69,"39,51"
82.0,01/01/2020 20:30,41.692,40.248,20.14,0.0,2936.52,234.28,"39,51"
83.0,01/01/2020 20:45,30.16,40.248,13.344,0.0,2945.98,238.21,"39,51"
84.0,01/01/2020 21:00,23.656,40.248,17.172,0.0,2945.92,236.6,"37,50"
85.0,01/01/2020 21:15,19.216,40.248,14.448,0.0,2965.3,232.53,"37,50"
86.0,01/01/2020 21:30,26.308,39.936,9.416,0.0,2975.12,235.51,"37,50"
87.0,01/01/2020 21:45,22.036,40.248,12.472,0.0,2972.76,229.36,"37,50"
88.0,01/01/2020 22:00,19.256,41.184,8.928,0.0,2970.4,222.33,"35,60"
89.0,01/01/2020 22:15,16.792,39.936,9.096,0.0,2966.4,219.88,"35,60"
90.0,01/01/2020 22:30,18.396,39.624,8.064,0.0,2989.52,214.94,"35,60"
91.0,01/01/2020 22:45,17.988,40.56,9.56,0.0,3022.74,208.29,"35,60"
92.0,01/01/2020 23:00,19.068,40.248,9.612,0.0,3028.44,205.95,"31,60"
93.0,01/01/2020 23:15,16.84,39.936,10.328,0.0,2973.9,202.66,"31,60"
94.0,01/01/2020 23:30,16.196,40.56,8.792,0.0,2957.94,194.85,"31,60"
95.0,01/01/2020 23:45,20.704,40.248,9.624,0.0,2988.46,195.25,"31,60"
96.0,02/01/2020 00:00,13.68,40.248,12.036,0.0,3009.94,189.37,"32,01"
97.0,02/01/2020 00:15,15.956,41.184,11.176,0.0,2990.52,187.77,"32,01"
98.0,02/01/2020 00:30,20.636,40.56,11.172,0.0,2978.1,176.51,"32,01"
99.0,02/01/2020 00:45,18.156,40.248,12.14,0.0,2975.1,178.12,"32,01"
100.0,02/01/2020 01:00,15.86,40.248,10.56,0.0,2957.92,175.56,"31,50"
101.0,02/01/2020 01:15,17.52,40.56,11.772,0.0,2978.04,171.97,"31,50"
102.0,02/01/2020 01:30,17.068,40.872,10.136,0.0,2986.26,167.16,"31,50"
103.0,02/01/2020 01:45,17.188,40.248,10.784,0.0,2987.2,162.18,"31,50"
104.0,02/01/2020 02:00,15.844,40.56,11.512,0.0,2965.06,163.95,"29,66"
105.0,02/01/2020 02:15,15.132,40.248,9.692,0.0,2964.88,161.54,"29,66"
106.0,02/01/2020 02:30,17.3,40.248,11.916,0.0,2980.5,158.54,"29,66"
107.0,02/01/2020 02:45,18.008,39.624,11.432,0.0,2987.82,160.76,"29,66"
108.0,02/01/2020 03:00,15.6,39.936,13.132,0.0,2995.1,162.4,"28,70"
109.0,02/01/2020 03:15,15.464,40.248,12.676,0.0,2993.26,162.63,"28,70"
110.0,02/01/2020 03:30,20.412,40.248,21.892,0.0,2990.72,164.82,"28,70"
111.0,02/01/2020 03:45,16.28,40.248,25.888,0.0,2988.54,168.6,"28,70"
112.0,02/01/2020 04:00,17.52,40.872,20.664,0.0,2986.0,167.22,"29,18"
113.0,02/01/2020 04:15,21.912,40.56,21.884,0.0,2988.88,171.52,"29,18"
114.0,02/01/2020 04:30,21.688,40.248,25.472,0.0,2987.16,173.6,"29,18"
115.0,02/01/2020 04:45,17.032,39.936,32.344,0.0,2983.94,176.93,"29,18"
116.0,02/01/2020 05:00,17.584,40.248,24.688,0.0,2979.24,177.3,"32,01"
117.0,02/01/2020 05:15,20.32,39.624,27.536,0.0,2950.52,175.1,"32,01"
118.0,02/01/2020 05:30,20.0,39.936,59.468,0.0,2941.9,174.53,"32,01"
119.0,02/01/2020 05:45,17.68,42.12,70.552,0.0,2941.5,160.93,"32,01"
120.0,02/01/2020 06:00,22.832,42.12,83.812,0.0,2936.96,144.45,"36,26"
121.0,02/01/2020 06:15,28.904,43.056,118.82,0.0,2901.48,123.95,"36,26"
122.0,02/01/2020 06:30,23.5,44.304,130.056,0.0,2903.94,107.65,"36,26"
123.0,02/01/2020 06:45,25.72,44.616,126.92,0.0,2914.28,87.8,"36,26"
124.0,02/01/2020 07:00,25.188,44.616,133.6,0.0,2913.26,67.01,"41,50"
125.0,02/01/2020 07:15,27.496,46.176,121.32,0.0,2916.66,53.54,"41,50"
126.0,02/01/2020 07:30,23.072,47.424,138.764,0.0,2908.18,48.32,"41,50"
127.0,02/01/2020 07:45,15.632,49.296,153.26,0.002,2492.46,45.79,"41,50"
128.0,02/01/2020 08:00,19.464,52.728,143.424,0.3988,1608.76,47.74,"45,65"
129.0,02/01/2020 08:15,43.628,51.792,131.364,7.1156,2450.98,54.06,"45,65"
130.0,02/01/2020 08:30,77.776,48.672,115.18,30.3364,2968.24,61.75,"45,65"
131.0,02/01/2020 08:45,135.8,49.296,130.956,118.9672,3053.56,73.8,"45,65"
132.0,02/01/2020 09:00,184.204,50.544,117.328,204.6936,3015.74,91.48,"48,01"
133.0,02/01/2020 09:15,221.04,49.296,129.536,203.8784,2929.48,105.25,"48,01"
134.0,02/01/2020 09:30,203.972,49.608,139.276,238.9668,3006.76,117.53,"48,01"
135.0,02/01/2020 09:45,199.972,47.736,120.68,331.7168,2998.22,127.59,"48,01"
136.0,02/01/2020 10:00,179.196,47.736,129.328,372.0312,3017.46,132.66,"45,00"
137.0,02/01/2020 10:15,181.032,49.296,92.852,315.596,3048.84,136.08,"45,00"
138.0,02/01/2020 10:30,180.02,48.672,105.22,368.8508,3002.66,133.89,"45,00"
139.0,02/01/2020 10:45,167.592,47.112,100.672,444.7804,2965.98,138.2,"45,00"
140.0,02/01/2020 11:00,165.14,48.048,105.376,392.4616,2900.7,139.93,"45,00"
141.0,02/01/2020 11:15,162.244,47.112,127.232,442.022,2972.3,143.41,"45,00"
142.0,02/01/2020 11:30,173.832,47.112,129.22,551.6232,2997.64,147.56,"45,00"
143.0,02/01/2020 11:45,173.188,47.424,113.328,607.6804,2952.12,142.6,"45,00"
144.0,02/01/2020 12:00,165.08,47.424,126.792,847.8332,2961.02,145.31,"45,98"
145.0,02/01/2020 12:15,164.14,48.672,147.444,645.4284,2985.14,148.62,"45,98"
146.0,02/01/2020 12:30,164.124,46.488,121.368,680.0616,2992.44,149.76,"45,98"
147.0,02/01/2020 12:45,164.252,45.552,115.832,1085.2024,2994.92,155.26,"45,98"
148.0,02/01/2020 13:00,154.104,47.112,111.108,1376.234,2993.62,154.59,"48,00"
149.0,02/01/2020 13:15,179.944,46.8,120.316,1028.1684,2994.2,160.42,"48,00"
150.0,02/01/2020 13:30,174.476,48.048,95.74,868.1532,2992.9,165.96,"48,00"
151.0,02/01/2020 13:45,159.536,46.176,82.192,906.2472,2984.14,166.09,"48,00"
152.0,02/01/2020 14:00,157.332,45.864,74.812,645.916,2954.1,163.57,"46,83"
153.0,02/01/2020 14:15,151.08,48.048,85.3,677.3204,2942.16,166.93,"46,83"
154.0,02/01/2020 14:30,147.94,47.424,88.588,434.6756,2964.56,170.64,"46,83"
155.0,02/01/2020 14:45,145.512,47.424,70.836,244.1476,2971.02,175.74,"46,83"
156.0,02/01/2020 15:00,146.624,47.424,66.872,152.4052,2973.52,174.38,"51,36"
157.0,02/01/2020 15:15,146.412,46.8,74.388,128.1236,2974.82,171.49,"51,36"
158.0,02/01/2020 15:30,145.472,49.92,76.244,88.1828,2975.64,176.37,"51,36"
159.0,02/01/2020 15:45,150.312,51.48,63.664,38.8824,2976.7,177.31,"51,36"
160.0,02/01/2020 16:00,151.64,51.48,58.936,4.0248,2975.22,178.99,"69,74"
161.0,02/01/2020 16:15,149.176,51.168,60.444,0.0,2977.4,169.67,"69,74"
162.0,02/01/2020 16:30,157.66,51.792,64.316,0.0,2977.4,171.34,"69,74"
163.0,02/01/2020 16:45,160.072,51.792,50.048,0.0,2951.82,163.71,"69,74"
164.0,02/01/2020 17:00,165.936,50.232,54.88,0.0,2936.04,161.93,"59,99"
165.0,02/01/2020 17:15,161.796,47.736,49.2,0.0,2963.6,154.23,"59,99"
166.0,02/01/2020 17:30,166.732,46.8,44.568,0.0,2995.62,152.29,"59,99"
167.0,02/01/2020 17:45,160.46,46.8,44.636,0.0,2985.48,153.01,"59,99"
168.0,02/01/2020 18:00,157.904,47.424,44.14,0.0,2938.26,160.65,"49,16"
169.0,02/01/2020 18:15,152.944,46.488,52.728,0.0,2969.34,175.36,"49,16"
170.0,02/01/2020 18:30,155.424,45.24,44.152,0.0,2988.12,193.58,"49,16"
171.0,02/01/2020 18:45,151.728,44.616,43.48,0.0,2989.96,209.06,"49,16"
172.0,02/01/2020 19:00,147.592,42.12,41.756,0.0,2963.96,228.9,"55,20"
173.0,02/01/2020 19:15,150.904,42.432,35.388,0.0,2952.96,248.82,"55,20"
174.0,02/01/2020 19:30,146.788,43.368,25.652,0.0,2946.42,263.38,"55,20"
175.0,02/01/2020 19:45,137.764,42.432,20.42,0.0,2975.18,273.39,"55,20"
176.0,02/01/2020 20:00,132.3,42.432,19.156,0.0,3019.58,276.7,"46,28"
177.0,02/01/2020 20:15,79.016,42.432,25.76,0.0,3053.94,281.29,"46,28"
178.0,02/01/2020 20:30,37.008,42.744,24.748,0.0,3064.4,282.17,"46,28"
179.0,02/01/2020 20:45,21.436,42.12,24.156,0.0,3087.36,281.19,"46,28"
180.0,02/01/2020 21:00,20.316,42.744,22.136,0.0,3015.74,280.65,"41,50"
181.0,02/01/2020 21:15,18.656,42.432,24.176,0.0,2940.7,273.46,"41,50"
182.0,02/01/2020 21:30,20.16,42.432,16.956,0.0,3008.54,270.46,"41,50"
183.0,02/01/2020 21:45,19.384,41.496,13.64,0.0,3048.86,266.65,"41,50"
184.0,02/01/2020 22:00,16.412,40.872,11.076,0.0,3008.22,255.15,"38,00"
185.0,02/01/2020 22:15,15.508,40.56,9.8,0.0,3008.72,248.73,"38,00"
186.0,02/01/2020 22:30,14.772,39.936,9.212,0.0,3039.44,242.96,"38,00"
187.0,02/01/2020 22:45,13.812,40.56,8.62,0.0,3042.3,238.81,"38,00"
188.0,02/01/2020 23:00,14.868,40.248,9.28,0.0,3040.2,230.34,"26,50"
189.0,02/01/2020 23:15,14.928,40.872,8.116,0.0,3010.6,223.8,"26,50"
190.0,02/01/2020 23:30,16.928,40.56,8.62,0.0,3016.92,217.9,"26,50"
191.0,02/01/2020 23:45,15.564,40.56,8.396,0.0,3035.44,216.74,"26,50"
192.0,03/01/2020 00:00,12.696,40.872,8.976,0.0,2956.64,212.13,"29,92"
193.0,03/01/2020 00:15,15.636,40.872,9.488,0.0,2894.07,207.01,"29,92"
194.0,03/01/2020 00:30,14.472,40.56,8.904,0.0,2967.5,199.85,"29,92"
195.0,03/01/2020 00:45,17.732,40.56,9.116,0.0,2995.72,194.74,"29,92"
196.0,03/01/2020 01:00,16.592,40.872,8.94,0.0,3004.3,186.26,"27,50"
197.0,03/01/2020 01:15,14.092,41.184,10.256,0.0,3008.44,185.87,"27,50"
198.0,03/01/2020 01:30,17.316,40.872,9.088,0.0,3009.12,185.24,"27,50"
199.0,03/01/2020 01:45,15.944,41.184,9.196,0.0,3011.74,175.78,"27,50"
200.0,03/01/2020 02:00,15.8,40.56,13.588,0.0,3004.88,166.25,"27,54"
201.0,03/01/2020 02:15,16.084,41.184,13.008,0.0,3024.44,161.94,"27,54"
202.0,03/01/2020 02:30,16.432,40.56,9.736,0.0,3039.68,159.96,"27,54"
203.0,03/01/2020 02:45,15.628,41.184,9.556,0.0,3052.18,157.68,"27,54"
204.0,03/01/2020 03:00,16.444,40.56,8.996,0.0,3080.98,157.2,"25,40"
205.0,03/01/2020 03:15,17.204,41.496,9.18,0.0,3028.78,156.62,"25,40"
206.0,03/01/2020 03:30,18.004,40.56,9.248,0.0,2892.96,152.82,"25,40"
207.0,03/01/2020 03:45,16.532,40.872,9.72,0.0,2942.28,151.67,"25,40"
208.0,03/01/2020 04:00,17.648,40.872,8.688,0.0,2977.4,152.76,"28,50"
209.0,03/01/2020 04:15,17.188,40.872,10.96,0.0,2944.94,154.51,"28,50"
210.0,03/01/2020 04:30,16.264,40.872,17.464,0.0,2940.94,156.63,"28,50"
211.0,03/01/2020 04:45,17.436,40.248,12.192,0.0,2982.76,153.06,"28,50"
212.0,03/01/2020 05:00,17.928,40.56,10.36,0.0,3005.7,148.91,"32,04"
213.0,03/01/2020 05:15,18.828,40.248,14.236,0.0,3018.46,140.09,"32,04"
214.0,03/01/2020 05:30,21.548,39.936,13.152,0.0,3012.42,134.17,"32,04"
215.0,03/01/2020 05:45,16.516,39.936,12.784,0.0,3031.02,128.02,"32,04"
216.0,03/01/2020 06:00,20.664,40.56,13.612,0.0,2979.9,117.03,"35,22"
217.0,03/01/2020 06:15,23.564,40.56,11.032,0.0,2893.36,96.61,"35,22"
218.0,03/01/2020 06:30,24.644,40.872,10.096,0.0,2951.12,74.88,"35,22"
219.0,03/01/2020 06:45,25.444,42.432,11.492,0.0,2977.2,61.24,"35,22"
220.0,03/01/2020 07:00,17.5,43.992,6.836,0.0,2965.02,53.2,"41,00"
221.0,03/01/2020 07:15,18.952,44.928,6.52,0.0,2955.98,49.07,"41,00"
222.0,03/01/2020 07:30,17.784,45.864,6.116,0.0,2945.74,47.4,"41,00"
223.0,03/01/2020 07:45,19.252,47.424,11.336,2.3284,2937.98,43.13,"41,00"
224.0,03/01/2020 08:00,23.388,45.24,8.892,90.8604,2918.08,38.1,"42,69"
225.0,03/01/2020 08:15,32.204,46.176,6.152,265.6184,2931.62,42.31,"42,69"
226.0,03/01/2020 08:30,86.964,48.048,6.316,455.8288,2944.4,50.09,"42,69"
227.0,03/01/2020 08:45,139.588,49.296,6.792,677.954,2898.3,55.47,"42,69"
228.0,03/01/2020 09:00,209.084,49.608,6.468,941.1784,2922.3,60.87,"43,20"
229.0,03/01/2020 09:15,208.464,48.36,8.5,1176.6656,2926.8,68.05,"43,20"
230.0,03/01/2020 09:30,190.652,50.856,6.236,1358.2512,2958.9,79.49,"43,20"
231.0,03/01/2020 09:45,204.092,48.048,7.136,1600.9116,2160.9,90.45,"43,20"
232.0,03/01/2020 10:00,205.008,48.984,7.028,1735.1748,2363.32,91.94,"42,32"
233.0,03/01/2020 10:15,200.544,48.048,7.18,1956.9224,2010.74,91.55,"42,32"
234.0,03/01/2020 10:30,200.776,47.112,7.716,1976.6884,2606.74,94.36,"42,32"
235.0,03/01/2020 10:45,207.316,47.736,5.712,2013.1444,2940.5,93.93,"42,32"
236.0,03/01/2020 11:00,204.516,48.048,12.528,2092.5792,2970.34,91.74,"42,29"
237.0,03/01/2020 11:15,202.584,48.36,14.172,1959.3348,3028.32,86.73,"42,29"
238.0,03/01/2020 11:30,208.7,48.36,8.544,1646.2904,2699.28,85.0,"42,29"
239.0,03/01/2020 11:45,208.992,49.296,7.292,1741.4132,1991.12,82.87,"42,29"
240.0,03/01/2020 12:00,204.94,47.424,6.5,940.3376,2111.54,84.08,"42,41"
241.0,03/01/2020 12:15,196.456,48.672,5.636,440.074,1915.18,85.67,"42,41"
242.0,03/01/2020 12:30,201.712,47.736,5.276,370.2016,2574.96,83.85,"42,41"
243.0,03/01/2020 12:45,207.304,46.176,7.564,256.144,2827.38,78.8,"42,41"
244.0,03/01/2020 13:00,208.548,46.488,7.068,321.1832,2885.36,75.84,"41,98"
245.0,03/01/2020 13:15,203.252,48.672,6.136,232.702,2927.3,72.51,"41,98"
246.0,03/01/2020 13:30,205.048,48.672,6.248,131.1424,2961.56,72.93,"41,98"
247.0,03/01/2020 13:45,191.156,48.048,7.612,94.3984,2973.56,76.22,"41,98"
248.0,03/01/2020 14:00,195.544,48.048,7.244,34.7304,3019.1,74.93,"41,51"
249.0,03/01/2020 14:15,178.864,48.672,5.304,34.1688,3022.04,73.6,"41,51"
250.0,03/01/2020 14:30,191.988,48.048,5.856,29.46,3028.0,74.88,"41,51"
251.0,03/01/2020 14:45,197.928,47.736,6.916,12.576,3035.24,76.96,"41,51"
252.0,03/01/2020 15:00,193.576,47.736,6.044,0.0364,3039.44,80.27,"41,00"
253.0,03/01/2020 15:15,192.504,48.672,5.248,0.5,3038.88,85.38,"41,00"
254.0,03/01/2020 15:30,196.884,51.792,6.352,2.25,3042.58,83.51,"41,00"
255.0,03/01/2020 15:45,196.104,55.224,6.944,0.0,3038.08,95.5,"41,00"
256.0,03/01/2020 16:00,200.728,54.6,9.104,0.0,2993.24,108.69,"42,59"
257.0,03/01/2020 16:15,202.104,52.416,8.36,0.0,2981.48,112.81,"42,59"
258.0,03/01/2020 16:30,181.392,52.104,8.844,0.0,2961.34,119.7,"42,59"
259.0,03/01/2020 16:45,174.108,52.416,10.088,0.0,3009.34,119.32,"42,59"
260.0,03/01/2020 17:00,178.18,51.792,10.156,0.0,3008.52,120.61,"43,00"
261.0,03/01/2020 17:15,172.264,51.792,10.216,0.0,3010.04,121.06,"43,00"
262.0,03/01/2020 17:30,173.02,50.544,9.816,0.0,3021.56,120.42,"43,00"
263.0,03/01/2020 17:45,174.332,50.544,9.936,0.0,3026.82,128.52,"43,00"
264.0,03/01/2020 18:00,171.304,48.36,10.124,0.0,3024.66,146.67,"41,96"
265.0,03/01/2020 18:15,161.212,46.8,10.748,0.0,3025.56,157.71,"41,96"
266.0,03/01/2020 18:30,163.332,47.112,11.092,0.0,3012.52,170.1,"41,96"
267.0,03/01/2020 18:45,156.48,47.112,10.532,0.0,2989.56,184.0,"41,96"
268.0,03/01/2020 19:00,169.468,45.552,10.904,0.0,2971.58,195.81,"42,21"
269.0,03/01/2020 19:15,159.072,45.24,10.812,0.0,3015.34,205.17,"42,21"
270.0,03/01/2020 19:30,151.428,44.928,11.688,0.0,3027.88,221.86,"42,21"
271.0,03/01/2020 19:45,145.42,45.864,10.9,0.0,3028.82,232.88,"42,21"
272.0,03/01/2020 20:00,141.196,45.864,9.992,0.0,3020.18,234.71,"39,88"
273.0,03/01/2020 20:15,95.052,45.24,9.092,0.0,3015.04,232.52,"39,88"
274.0,03/01/2020 20:30,40.616,44.928,9.24,0.0,3016.58,227.21,"39,88"
275.0,03/01/2020 20:45,19.792,45.24,11.644,0.0,3020.42,219.24,"39,88"
276.0,03/01/2020 21:00,20.912,44.304,15.864,0.0,3032.56,210.36,"33,57"
277.0,03/01/2020 21:15,18.976,44.616,10.088,0.0,3028.58,202.35,"33,57"
278.0,03/01/2020 21:30,18.784,44.304,8.952,0.0,3031.7,192.98,"33,57"
279.0,03/01/2020 21:45,18.392,45.864,9.452,0.0,3032.44,184.65,"33,57"
280.0,03/01/2020 22:00,17.148,44.928,9.776,0.0,3023.54,177.84,"31,73"
281.0,03/01/2020 22:15,12.876,43.056,9.612,0.0,3008.64,167.97,"31,73"
282.0,03/01/2020 22:30,14.14,40.56,7.772,0.0,2997.68,159.85,"31,73"
283.0,03/01/2020 22:45,14.356,41.184,8.616,0.0,2998.2,150.77,"31,73"
284.0,03/01/2020 23:00,13.124,40.56,8.072,0.0,2990.88,145.16,"29,69"
285.0,03/01/2020 23:15,13.572,40.56,8.0,0.0,2987.36,136.82,"29,69"
286.0,03/01/2020 23:30,16.116,40.56,8.56,0.0,2999.62,130.23,"29,69"
287.0,03/01/2020 23:45,15.752,40.248,8.044,0.0,3004.86,125.66,"29,69"
288.0,04/01/2020 00:00,10.128,42.432,8.924,0.0,3002.12,119.27,"18,10"
289.0,04/01/2020 00:15,14.112,41.184,8.704,0.0,3003.64,110.69,"18,10"
290.0,04/01/2020 00:30,14.464,40.56,8.544,0.0,3005.16,104.31,"18,10"
291.0,04/01/2020 00:45,14.288,40.248,8.972,0.0,3006.56,98.73,"18,10"
292.0,04/01/2020 01:00,13.848,40.872,13.52,0.0,3003.14,92.48,"13,01"
293.0,04/01/2020 01:15,13.68,40.56,11.088,0.0,2986.38,89.36,"13,01"
294.0,04/01/2020 01:30,14.516,40.248,8.46,0.0,2978.6,87.31,"13,01"
295.0,04/01/2020 01:45,14.456,40.56,8.764,0.0,2976.64,81.66,"13,01"
296.0,04/01/2020 02:00,14.536,41.184,8.464,0.0,2977.64,78.2,"11,00"
297.0,04/01/2020 02:15,14.736,40.56,8.892,0.0,2969.74,71.04,"11,00"
298.0,04/01/2020 02:30,14.484,40.56,8.8,0.0,2942.12,68.27,"11,00"
299.0,04/01/2020 02:45,15.284,41.184,8.296,0.0,2976.04,68.43,"11,00"
300.0,04/01/2020 03:00,14.808,40.56,12.66,0.0,2968.34,65.33,"10,96"
