,date,shops,office_building,industrial_park
215,2020-01-03 05:45:00,16.516,39.936,12.784
216,2020-01-03 06:00:00,20.664,40.56,13.612
217,2020-01-03 06:15:00,23.564,40.56,11.032
218,2020-01-03 06:30:00,24.644000000000002,40.872,10.096000000000002
219,2020-01-03 06:45:00,25.44400000000001,42.431999999999995,11.492
220,2020-01-03 07:00:00,17.500000000000004,43.992,6.8359999999999985
221,2020-01-03 07:15:00,18.952,44.928000000000004,6.519999999999999
222,2020-01-03 07:30:00,17.784000000000006,45.864,6.115999999999999
223,2020-01-03 07:45:00,19.252,47.424,11.336000000000002
224,2020-01-03 08:00:00,23.388000000000005,45.24,8.891999999999998
225,2020-01-03 08:15:00,32.204,46.176,6.152
226,2020-01-03 08:30:00,86.96399999999998,48.048,6.316000000000002
227,2020-01-03 08:45:00,139.58799999999997,49.29600000000001,6.792000000000001
228,2020-01-03 09:00:00,209.084,49.608000000000004,6.468
229,2020-01-03 09:15:00,208.464,48.36,8.499999999999998
230,2020-01-03 09:30:00,190.652,50.856,6.236000000000001
231,2020-01-03 09:45:00,204.09200000000004,48.048,7.135999999999999
232,2020-01-03 10:00:00,205.00799999999998,48.983999999999995,7.027999999999999
233,2020-01-03 10:15:00,200.544,48.048,7.179999999999999
234,2020-01-03 10:30:00,200.77599999999998,47.111999999999995,7.716
235,2020-01-03 10:45:00,207.31599999999997,47.736000000000004,5.711999999999999
236,2020-01-03 11:00:00,204.516,48.048,12.527999999999999
237,2020-01-03 11:15:00,202.584,48.36,14.172
238,2020-01-03 11:30:00,208.7,48.36,8.543999999999997
239,2020-01-03 11:45:00,208.99200000000002,49.29600000000001,7.291999999999999
240,2020-01-03 12:00:00,204.94,47.424,6.499999999999999
241,2020-01-03 12:15:00,196.456,48.672,5.635999999999999
242,2020-01-03 12:30:00,201.712,47.736000000000004,5.276000000000002
243,2020-01-03 12:45:00,207.304,46.176,7.563999999999999
244,2020-01-03 13:00:00,208.548,46.488,7.068
245,2020-01-03 13:15:00,203.252,48.672,6.135999999999999
246,2020-01-03 13:30:00,205.04800000000003,48.672,6.247999999999998
247,2020-01-03 13:45:00,191.156,48.048,7.611999999999999
248,2020-01-03 14:00:00,195.544,48.048,7.243999999999998
249,2020-01-03 14:15:00,178.864,48.672,5.3039999999999985
250,2020-01-03 14:30:00,191.988,48.048,5.856
251,2020-01-03 14:45:00,197.928,47.736000000000004,6.916
252,2020-01-03 15:00:00,193.576,47.736000000000004,6.044
253,2020-01-03 15:15:00,192.504,48.672,5.247999999999998
254,2020-01-03 15:30:00,196.88400000000001,51.792,6.3519999999999985
255,2020-01-03 15:45:00,196.104,55.224,6.944
256,2020-01-03 16:00:00,200.72799999999998,54.6,9.103999999999996
257,2020-01-03 16:15:00,202.104,52.416000000000004,8.360000000000001
258,2020-01-03 16:30:00,181.392,52.104,8.844
259,2020-01-03 16:45:00,174.108,52.416000000000004,10.088
260,2020-01-03 17:00:00,178.18,51.792,10.156
261,2020-01-03 17:15:00,172.26399999999995,51.792,10.216000000000001
262,2020-01-03 17:30:00,173.02000000000004,50.544,9.816
263,2020-01-03 17:45:00,174.332,50.544,9.936
264,2020-01-03 18:00:00,171.30400000000003,48.36,10.124
265,2020-01-03 18:15:00,161.21200000000005,46.8,10.748
266,2020-01-03 18:30:00,163.332,47.111999999999995,11.092
267,2020-01-03 18:45:00,156.48,47.111999999999995,10.532000000000002
268,2020-01-03 19:00:00,169.46800000000005,45.552,10.904000000000002
269,2020-01-03 19:15:00,159.072,45.24,10.812000000000001
270,2020-01-03 19:30:00,151.42800000000003,44.928000000000004,11.687999999999999
271,2020-01-03 19:45:00,145.42000000000004,45.864,10.9
272,2020-01-03 20:00:00,141.19599999999997,45.864,9.992
273,2020-01-03 20:15:00,95.052,45.24,9.092
274,2020-01-03 20:30:00,40.61599999999999,44.928000000000004,9.24
275,2020-01-03 20:45:00,19.792,45.24,11.644000000000002
276,2020-01-03 21:00:00,20.912,44.303999999999995,15.864
277,2020-01-03 21:15:00,18.976000000000006,44.61600000000001,10.088
278,2020-01-03 21:30:00,18.784000000000002,44.303999999999995,8.952
279,2020-01-03 21:45:00,18.392000000000003,45.864,9.451999999999998
280,2020-01-03 22:00:00,17.147999999999996,44.928000000000004,9.776
281,2020-01-03 22:15:00,12.876,43.056000000000004,9.612
282,2020-01-03 22:30:00,14.14,40.56,7.7719999999999985
283,2020-01-03 22:45:00,14.356,41.184,8.616
284,2020-01-03 23:00:00,13.124,40.56,8.072000000000001
285,2020-01-03 23:15:00,13.572000000000005,40.56,7.999999999999997
286,2020-01-03 23:30:00,16.116,40.56,8.560000000000002
287,2020-01-03 23:45:00,15.752,40.248000000000005,8.044
288,2020-01-04 00:00:00,10.128,42.431999999999995,8.923999999999998
289,2020-01-04 00:15:00,14.112,41.184,8.704
290,2020-01-04 00:30:00,14.464,40.56,8.544
291,2020-01-04 00:45:00,14.287999999999998,40.248000000000005,8.972000000000001
292,2020-01-04 01:00:00,13.847999999999999,40.872,13.52
293,2020-01-04 01:15:00,13.68,40.56,11.088
294,2020-01-04 01:30:00,14.515999999999998,40.248000000000005,8.459999999999999
295,2020-01-04 01:45:00,14.456,40.56,8.764
296,2020-01-04 02:00:00,14.536,41.184,8.464000000000002
297,2020-01-04 02:15:00,14.736,40.56,8.892000000000001
298,2020-01-04 02:30:00,14.484000000000002,40.56,8.799999999999997
299,2020-01-04 02:45:00,15.284,41.184,8.296000000000001
300,2020-01-04 03:00:00,14.808,40.56,12.66
301,2020-01-04 03:15:00,14.704,40.248000000000005,11.456
302,2020-01-04 03:30:00,14.948,40.872,9.131999999999998
303,2020-01-04 03:45:00,14.832,41.496,9.048
304,2020-01-04 04:00:00,15.099999999999998,40.872,8.491999999999997
305,2020-01-04 04:15:00,15.164000000000001,40.248000000000005,8.736
306,2020-01-04 04:30:00,15.155999999999999,40.56,8.92
307,2020-01-04 04:45:00,15.092,40.872,8.488
308,2020-01-04 05:00:00,16.072,40.56,14.000000000000002
309,2020-01-04 05:15:00,15.704,41.808,11.003999999999998
310,2020-01-04 05:30:00,15.908,43.368,9.916000000000002
311,2020-01-04 05:45:00,15.124,44.303999999999995,10.864
312,2020-01-04 06:00:00,16.011999999999997,43.056000000000004,11.324000000000002
313,2020-01-04 06:15:00,16.524,43.992,10.828
